ï»¿Figure 3.  water table data,,,,,,,,,,,,,,,,,,
original elevation data on: https://lbnlsfa.paf.subsurfaceinsights.com/login/?redir=%2Fdatadownload%2F&show_redir_msg=1,,,,,,,,,,,,,,,,,,
"soil surface elevations for PLM1 = 2786.74 m , PLM6 = 2759.58 m",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 3a.,,,,"Figure 3b,c",,,,,,,,,,,,,,
date,Average water table depth below the soil surface,gradient,,,depth below local soil surface,,,,,,,,,,,,,
,m,m/m,,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6
2/20/17,-2.974,0.192,,7/21/17,-1.54,-1.92,7/21/18,-1.59,-1.74,7/21/19,-2.19,-1.93,7/21/20,-2.52,-1.76,7/21/21,-2.52,-1.76
2/21/17,-2.985,0.192,,7/22/17,-1.56,-1.94,7/22/18,-1.60,-1.76,7/22/19,-2.13,-1.85,7/22/20,-2.52,-1.78,7/22/21,-2.52,-1.78
2/22/17,-2.928,0.192,,7/23/17,-1.58,-1.95,7/23/18,-1.62,-1.77,7/23/19,-2.13,-1.86,7/23/20,-2.55,-1.79,7/23/21,-2.55,-1.79
2/23/17,-2.896,0.192,,7/24/17,-1.59,-1.95,7/24/18,-1.67,-1.85,7/24/19,-2.16,-1.86,7/24/20,-2.56,-1.79,7/24/21,-2.56,-1.79
2/24/17,-2.925,0.192,,7/25/17,-1.60,-1.96,7/25/18,-1.64,-1.77,7/25/19,-2.16,-1.87,7/25/20,-2.57,-1.80,7/25/21,-2.57,-1.80
2/25/17,-2.942,0.192,,7/26/17,-1.62,-1.97,7/26/18,-1.65,-1.79,7/26/19,-2.18,-1.88,7/26/20,-2.58,-1.81,7/26/21,-2.58,-1.81
2/26/17,-2.928,0.192,,7/27/17,-1.65,-1.98,7/27/18,-1.68,-1.88,7/27/19,-2.20,-1.89,7/27/20,-2.62,-1.86,7/27/21,-2.62,-1.86
2/27/17,-2.918,0.192,,7/28/17,-1.65,-2.01,7/28/18,-1.71,-1.87,7/28/19,-2.22,-1.89,7/28/20,-2.61,-1.82,7/28/21,-2.61,-1.82
2/28/17,-2.921,0.192,,7/29/17,-1.66,-1.99,7/29/18,-1.73,-1.82,7/29/19,-2.25,-2.00,7/29/20,-2.63,-1.82,7/29/21,-2.63,-1.82
3/1/17,-2.995,0.192,,7/30/17,-1.68,-2.00,7/30/18,-1.76,-1.91,7/30/19,-2.23,-1.91,7/30/20,-2.63,-1.83,7/30/21,-2.63,-1.83
3/2/17,-3.027,0.192,,7/31/17,-1.70,-2.01,7/31/18,-1.76,-1.89,7/31/19,-2.24,-1.91,7/31/20,-2.64,-1.84,7/31/21,-2.64,-1.84
3/3/17,-2.996,0.192,,8/1/17,-1.72,-2.02,8/1/18,-1.75,-1.89,8/1/19,-2.25,-1.92,8/1/20,-2.66,-1.85,8/1/21,-2.66,-1.85
3/4/17,-2.975,0.192,,8/2/17,-1.73,-2.03,8/2/18,-1.80,-1.90,8/2/19,-2.28,-1.92,8/2/20,-2.69,-1.85,8/2/21,-2.69,-1.85
3/5/17,-2.930,0.192,,8/3/17,-1.74,-2.03,8/3/18,-1.82,-1.92,8/3/19,-2.31,-1.92,8/3/20,-2.67,-1.85,8/3/21,-2.67,-1.85
3/6/17,-2.912,0.192,,8/4/17,-1.74,-2.04,8/4/18,-1.82,-1.92,8/4/19,-2.37,-2.11,8/4/20,-2.73,-1.94,8/4/21,-2.73,-1.94
3/7/17,-3.008,0.192,,8/5/17,-1.74,-2.03,8/5/18,-1.85,-1.92,8/5/19,-2.34,-1.94,8/5/20,-2.71,-1.86,8/5/21,-2.71,-1.86
3/8/17,-2.998,0.192,,8/6/17,-1.75,-2.04,8/6/18,-1.91,-1.98,8/6/19,-2.35,-1.94,8/6/20,-2.73,-1.85,8/6/21,-2.73,-1.85
3/9/17,-2.997,0.192,,8/7/17,-1.77,-2.06,8/7/18,-1.89,-1.94,8/7/19,-2.35,-1.95,8/7/20,-2.70,-1.86,8/7/21,-2.70,-1.86
3/10/17,-2.992,0.192,,8/8/17,-1.79,-2.07,8/8/18,-1.91,-1.92,8/8/19,-2.35,-1.97,8/8/20,-2.72,-1.87,8/8/21,-2.72,-1.87
3/11/17,-2.977,0.192,,8/9/17,-1.81,-2.08,8/9/18,-1.91,-1.93,8/9/19,-2.37,-1.98,8/9/20,-2.74,-1.88,8/9/21,-2.74,-1.88
3/12/17,-2.972,0.192,,8/10/17,-1.82,-2.10,8/10/18,-1.95,-1.93,8/10/19,-2.39,-1.98,8/10/20,-2.76,-1.95,8/10/21,-2.76,-1.95
3/13/17,-2.980,0.192,,8/11/17,-1.84,-2.11,8/11/18,-1.92,-1.94,8/11/19,-2.41,-1.99,8/11/20,-2.78,-1.90,8/11/21,-2.78,-1.90
3/14/17,-2.990,0.192,,8/12/17,-1.84,-2.13,8/12/18,-1.95,-1.95,8/12/19,-2.44,-2.10,8/12/20,-2.78,-1.91,8/12/21,-2.78,-1.91
3/15/17,-2.990,0.192,,8/13/17,-1.84,-2.11,8/13/18,-1.94,-1.97,8/13/19,-2.42,-2.01,8/13/20,-2.80,-1.92,8/13/21,-2.80,-1.92
3/16/17,-2.970,0.192,,8/14/17,-1.84,-2.13,8/14/18,-1.98,-1.98,8/14/19,-2.44,-2.02,8/14/20,-2.83,-1.93,8/14/21,-2.83,-1.93
3/17/17,-2.978,0.192,,8/15/17,-1.88,-2.11,8/15/18,-2.00,-1.98,8/15/19,-2.46,-2.03,8/15/20,-2.81,-1.93,8/15/21,-2.81,-1.93
3/18/17,-2.977,0.192,,8/16/17,-1.88,-2.14,8/16/18,-2.02,-1.99,8/16/19,-2.47,-2.04,8/16/20,-2.81,-1.92,8/16/21,-2.81,-1.92
3/19/17,-2.959,0.192,,8/17/17,-1.98,-2.14,8/17/18,-2.04,-1.97,8/17/19,-2.48,-2.06,8/17/20,-2.86,-2.00,8/17/21,-2.86,-2.00
3/20/17,-2.941,0.192,,8/18/17,-1.93,-2.15,8/18/18,-2.05,-2.00,8/18/19,-2.49,-2.06,8/18/20,-2.81,-1.94,8/18/21,-2.81,-1.94
3/21/17,-2.917,0.191,,8/19/17,-1.95,-2.15,8/19/18,-2.07,-2.02,8/19/19,-2.58,-2.16,8/19/20,-2.82,-1.95,8/19/21,-2.82,-1.95
3/22/17,-2.880,0.191,,8/20/17,-1.94,-2.16,8/20/18,-2.09,-2.03,8/20/19,-2.52,-2.05,8/20/20,-2.85,-1.96,8/20/21,-2.85,-1.96
3/23/17,-2.824,0.191,,8/21/17,-1.96,-2.18,8/21/18,-2.11,-2.03,8/21/19,-2.55,-2.06,8/21/20,-2.86,-1.96,8/21/21,-2.86,-1.96
3/24/17,-2.853,0.191,,8/22/17,-1.99,-2.20,8/22/18,-2.10,-2.02,8/22/19,-2.55,-2.08,8/22/20,-2.87,-1.97,8/22/21,-2.87,-1.97
3/25/17,-2.834,0.191,,8/23/17,-1.98,-2.19,8/23/18,-2.11,-2.03,8/23/19,-2.55,-2.09,8/23/20,-2.89,-1.98,8/23/21,-2.89,-1.98
3/26/17,-2.798,0.191,,8/24/17,-1.98,-2.19,8/24/18,-2.13,-2.05,8/24/19,-2.60,-2.14,8/24/20,-2.93,-2.05,8/24/21,-2.93,-2.05
3/27/17,-2.779,0.190,,8/25/17,-2.01,-2.20,8/25/18,-2.16,-2.06,8/25/19,-2.57,-2.09,8/25/20,-2.94,-2.02,8/25/21,-2.94,-2.02
3/28/17,-2.753,0.190,,8/26/17,-2.03,-2.23,8/26/18,-2.14,-2.06,8/26/19,-2.57,-2.09,8/26/20,-2.92,-2.01,8/26/21,-2.92,-2.01
3/29/17,-2.745,0.190,,8/27/17,-2.04,-2.25,8/27/18,-2.19,-2.16,8/27/19,-2.59,-2.20,8/27/20,-2.94,-2.01,8/27/21,-2.94,-2.01
3/30/17,-2.681,0.190,,8/28/17,-2.05,-2.25,8/28/18,-2.17,-2.10,8/28/19,-2.59,-2.28,8/28/20,-2.94,-2.01,8/28/21,-2.94,-2.01
3/31/17,-2.626,0.190,,8/29/17,-2.06,-2.26,8/29/18,-2.18,-2.11,8/29/19,-2.55,-2.11,8/29/20,-2.95,-2.03,8/29/21,-2.95,-2.03
4/1/17,-2.634,0.190,,8/30/17,-2.06,-2.26,8/30/18,-2.20,-2.12,8/30/19,-2.58,-2.10,8/30/20,-2.96,-2.04,8/30/21,-2.96,-2.04
4/2/17,-2.603,0.189,,8/31/17,-2.07,-2.27,8/31/18,-2.22,-2.12,8/31/19,-2.60,-2.10,8/31/20,-2.98,-2.11,8/31/21,-2.98,-2.11
4/3/17,-2.534,0.189,,9/1/17,-2.09,-2.28,9/1/18,-2.23,-2.13,9/1/19,-2.66,-2.21,9/1/20,-2.93,-2.03,9/1/21,-2.93,-2.03
4/4/17,-2.505,0.189,,9/2/17,-2.12,-2.30,9/2/18,-2.26,-2.14,9/2/19,-2.63,-2.14,9/2/20,-2.97,-2.05,9/2/21,-2.97,-2.05
4/5/17,-2.525,0.189,,9/3/17,-2.13,-2.31,9/3/18,-2.30,-2.25,9/3/19,-2.65,-2.15,9/3/20,-3.00,-2.07,9/3/21,-3.00,-2.07
4/6/17,-2.491,0.190,,9/4/17,-2.13,-2.29,9/4/18,-2.26,-2.18,9/4/19,-2.66,-2.16,9/4/20,-3.02,-2.08,9/4/21,-3.02,-2.08
4/7/17,-2.451,0.190,,9/5/17,-2.14,-2.28,9/5/18,-2.27,-2.20,9/5/19,-2.68,-2.18,9/5/20,-3.05,-2.09,9/5/21,-3.05,-2.09
4/8/17,-2.351,0.190,,9/6/17,-2.14,-2.26,9/6/18,-2.28,-2.18,9/6/19,-2.68,-2.17,9/6/20,-3.06,-2.10,9/6/21,-3.06,-2.10
4/9/17,-2.289,0.190,,9/7/17,-2.15,-2.28,9/7/18,-2.30,-2.17,9/7/19,-2.69,-2.15,9/7/20,-3.07,-2.11,9/7/21,-3.07,-2.11
4/10/17,-2.278,0.190,,9/8/17,-2.16,-2.32,9/8/18,-2.29,-2.16,9/8/19,-2.67,-2.11,9/8/20,-3.13,-2.18,9/8/21,-3.13,-2.18
4/11/17,-2.245,0.191,,9/9/17,-2.18,-2.35,9/9/18,-2.32,-2.20,9/9/19,-2.62,-2.15,9/9/20,-3.09,-2.12,9/9/21,-3.09,-2.12
4/12/17,-2.181,0.190,,9/10/17,-2.20,-2.35,9/10/18,-2.34,-2.25,9/10/19,-2.65,-2.25,9/10/20,-3.10,-2.13,9/10/21,-3.10,-2.13
4/13/17,-2.087,0.191,,9/11/17,-2.22,-2.36,9/11/18,-2.33,-2.22,9/11/19,-2.65,-2.18,9/11/20,-3.11,-2.14,9/11/21,-3.11,-2.14
4/14/17,-1.994,0.191,,9/12/17,-2.21,-2.35,9/12/18,-2.30,-2.25,9/12/19,-2.69,-2.19,9/12/20,-3.12,-2.15,9/12/21,-3.12,-2.15
4/15/17,-1.903,0.191,,9/13/17,-2.19,-2.35,9/13/18,-2.32,-2.25,9/13/19,-2.72,-2.20,9/13/20,-3.12,-2.15,9/13/21,-3.12,-2.15
4/16/17,-1.804,0.191,,9/14/17,-2.19,-2.35,9/14/18,-2.34,-2.26,9/14/19,-2.77,-2.29,9/14/20,-3.12,-2.15,9/14/21,-3.12,-2.15
4/17/17,-1.674,0.192,,9/15/17,-2.19,-2.35,9/15/18,-2.37,-2.26,9/15/19,-2.75,-2.22,9/15/20,-3.13,-2.15,9/15/21,-3.13,-2.15
4/18/17,-1.518,0.193,,9/16/17,-2.22,-2.37,9/16/18,-2.39,-2.25,9/16/19,-2.75,-2.21,9/16/20,-3.13,-2.16,9/16/21,-3.13,-2.16
4/19/17,-1.349,0.194,,9/17/17,-2.25,-2.38,9/17/18,-2.37,-2.26,9/17/19,-2.76,-2.22,9/17/20,-3.16,-2.18,9/17/21,-3.16,-2.18
4/20/17,-1.201,0.194,,9/18/17,-2.26,-2.39,9/18/18,-2.42,-2.35,9/18/19,-2.77,-2.22,9/18/20,-3.19,-2.19,9/18/21,-3.19,-2.19
4/21/17,-1.083,0.196,,9/19/17,-2.26,-2.37,9/19/18,-2.43,-2.26,9/19/19,-2.79,-2.21,9/19/20,-3.17,-2.17,9/19/21,-3.17,-2.17
4/22/17,-1.033,0.197,,9/20/17,-2.28,-2.49,9/20/18,-2.44,-2.25,9/20/19,-2.82,-2.21,9/20/20,-3.16,-2.18,9/20/21,-3.16,-2.18
4/23/17,-0.931,0.197,,9/21/17,-2.27,-2.39,9/21/18,-2.43,-2.27,9/21/19,-2.82,-2.23,9/21/20,-3.22,-2.23,9/21/21,-3.22,-2.23
4/24/17,-0.828,0.198,,9/22/17,-2.27,-2.39,9/22/18,-2.43,-2.29,9/22/19,-2.82,-2.23,9/22/20,-3.25,-2.22,9/22/21,-3.25,-2.22
4/25/17,-0.750,0.199,,9/23/17,-2.27,-2.40,9/23/18,-2.44,-2.30,9/23/19,-2.90,-2.31,9/23/20,-3.22,-2.21,9/23/21,-3.22,-2.21
4/26/17,-0.730,0.199,,9/24/17,-2.28,-2.41,9/24/18,-2.48,-2.30,9/24/19,-2.86,-2.25,9/24/20,-3.23,-2.22,9/24/21,-3.23,-2.22
4/27/17,-0.689,0.200,,9/25/17,-2.32,-2.42,9/25/18,-2.56,-2.37,9/25/19,-2.87,-2.23,9/25/20,-3.25,-2.22,9/25/21,-3.25,-2.22
4/28/17,-0.655,0.201,,9/26/17,-2.34,-2.44,9/26/18,-2.54,-2.31,9/26/19,-2.88,-2.22,9/26/20,-3.26,-2.22,9/26/21,-3.26,-2.22
4/29/17,-0.665,0.201,,9/27/17,-2.37,-2.45,9/27/18,-2.56,-2.29,9/27/19,-2.90,-2.22,9/27/20,-3.27,-2.26,9/27/21,-3.27,-2.26
4/30/17,-0.657,0.201,,9/28/17,-2.38,-2.45,9/28/18,-2.60,-2.29,9/28/19,-2.85,-2.25,9/28/20,-3.22,-2.20,9/28/21,-3.22,-2.20
5/1/17,-0.641,0.202,,9/29/17,-2.39,-2.45,9/29/18,-2.63,-2.29,9/29/19,-2.89,-2.34,9/29/20,-3.23,-2.21,9/29/21,-3.23,-2.21
5/2/17,-0.619,0.202,,9/30/17,-2.38,-2.46,9/30/18,-2.62,-2.30,9/30/19,-2.89,-2.26,9/30/20,-3.27,-2.52,9/30/21,-3.27,-2.52
5/3/17,-0.602,0.202,,10/1/17,-2.34,-2.42,10/1/18,-2.64,-2.39,10/1/19,-2.89,-2.26,10/1/20,-3.29,-2.30,10/1/21,-3.29,-2.30
5/4/17,-0.562,0.202,,10/2/17,-2.34,-2.42,10/2/18,-2.61,-2.32,10/2/19,-2.89,-2.26,10/2/20,-3.31,-2.30,10/2/21,-3.31,-2.30
5/5/17,-0.481,0.202,,10/3/17,-2.41,-2.47,10/3/18,-2.61,-2.34,10/3/19,-2.92,-2.25,10/3/20,-3.33,-2.31,10/3/21,-3.33,-2.31
5/6/17,-0.430,0.203,,10/4/17,-2.45,-2.48,10/4/18,-2.66,-2.32,10/4/19,-2.92,-2.26,10/4/20,-3.38,-2.36,10/4/21,-3.38,-2.36
5/7/17,-0.308,0.204,,10/5/17,-2.45,-2.48,10/5/18,-2.64,-2.33,10/5/19,-2.98,-2.35,10/5/20,-3.36,-2.32,10/5/21,-3.36,-2.32
5/8/17,-0.251,0.205,,10/6/17,-2.43,-2.45,10/6/18,-2.64,-2.34,10/6/19,-2.95,-2.27,10/6/20,-3.34,-2.32,10/6/21,-3.34,-2.32
5/9/17,-0.201,0.205,,10/7/17,-2.45,-2.45,10/7/18,-2.68,-2.34,10/7/19,-2.97,-2.27,10/7/20,-3.36,-2.32,10/7/21,-3.36,-2.32
5/10/17,-0.151,0.206,,10/8/17,-2.42,-2.44,10/8/18,-2.69,-2.36,10/8/19,-2.98,-2.26,10/8/20,-3.36,-2.32,10/8/21,-3.36,-2.32
5/11/17,-0.142,0.206,,10/9/17,-2.45,-2.46,10/9/18,-2.70,-2.30,10/9/19,-3.00,-2.26,10/9/20,-3.34,-2.30,10/9/21,-3.34,-2.30
5/12/17,-0.107,0.206,,10/10/17,-2.51,-2.49,10/10/18,-2.72,-2.31,10/10/19,-3.01,-2.26,10/10/20,-3.34,-2.30,10/10/21,-3.34,-2.30
5/13/17,-0.064,0.207,,10/11/17,-2.51,-2.48,10/11/18,-2.73,-2.36,10/11/19,-3.02,-2.24,10/11/20,-3.37,-2.29,10/11/21,-3.37,-2.29
5/14/17,-0.070,0.207,,10/12/17,-2.51,-2.48,10/12/18,-2.74,-2.34,10/12/19,-2.97,-2.28,10/12/20,-3.31,-2.28,10/12/21,-3.31,-2.28
5/15/17,-0.076,0.207,,10/13/17,-2.52,-2.58,10/13/18,-2.76,-2.34,10/13/19,-3.04,-2.35,10/13/20,-3.34,-2.31,10/13/21,-3.34,-2.31
5/16/17,-0.096,0.207,,10/14/17,-2.54,-2.49,10/14/18,-2.77,-2.35,10/14/19,-3.06,-2.28,10/14/20,-3.37,-2.33,10/14/21,-3.37,-2.33
5/17/17,-0.094,0.207,,10/15/17,-2.60,-2.50,10/15/18,-2.78,-2.55,10/15/19,-3.06,-2.28,10/15/20,-3.45,-2.42,10/15/21,-3.45,-2.42
5/18/17,-0.114,0.207,,10/16/17,-2.61,-2.48,10/16/18,-2.77,-2.45,10/16/19,-3.02,-2.29,10/16/20,-3.48,-2.37,10/16/21,-3.48,-2.37
5/19/17,-0.158,0.207,,10/17/17,-2.60,-2.46,10/17/18,-2.81,-2.35,10/17/19,-3.06,-2.28,10/17/20,-3.47,-2.35,10/17/21,-3.47,-2.35
5/20/17,-0.197,0.207,,10/18/17,-2.59,-2.46,10/18/18,-2.80,-2.32,10/18/19,-3.08,-2.29,10/18/20,-3.44,-2.31,10/18/21,-3.44,-2.31
5/21/17,-0.231,0.206,,10/19/17,-2.58,-2.44,10/19/18,-2.81,-2.33,10/19/19,-3.09,-2.29,10/19/20,-3.40,-2.33,10/19/21,-3.40,-2.33
5/22/17,-0.244,0.206,,10/20/17,-2.54,-2.41,10/20/18,-2.80,-2.32,10/20/19,-3.09,-2.34,10/20/20,-3.48,-2.45,10/20/21,-3.48,-2.45
5/23/17,-0.273,0.207,,10/21/17,-2.57,-2.44,10/21/18,-2.80,-2.35,10/21/19,-3.10,-2.30,10/21/20,-3.51,-2.42,10/21/21,-3.51,-2.42
5/24/17,-0.250,0.206,,10/22/17,-2.65,-2.49,10/22/18,-2.84,-2.43,10/22/19,-3.17,-2.28,10/22/20,-3.51,-2.40,10/22/21,-3.51,-2.40
5/25/17,-0.257,0.206,,10/23/17,-2.68,-2.49,10/23/18,-2.87,-2.36,10/23/19,-3.14,-2.29,10/23/20,-3.46,-2.48,10/23/21,-3.46,-2.48
5/26/17,-0.311,0.206,,10/24/17,-2.70,-2.49,10/24/18,-2.84,-2.36,10/24/19,-3.14,-2.29,10/24/20,-3.47,-2.47,10/24/21,-3.47,-2.47
5/27/17,-0.361,0.206,,10/25/17,-2.68,-2.55,10/25/18,-2.83,-2.38,10/25/19,-3.18,-2.26,10/25/20,-3.51,-2.39,10/25/21,-3.51,-2.39
5/28/17,-0.410,0.206,,10/26/17,-2.64,-2.51,10/26/18,-2.89,-2.35,10/26/19,-3.12,-2.27,10/26/20,-3.45,-2.36,10/26/21,-3.45,-2.36
5/29/17,-0.431,0.206,,10/27/17,-2.66,-2.51,10/27/18,-2.95,-2.41,10/27/19,-3.07,-2.31,10/27/20,-3.52,-2.41,10/27/21,-3.52,-2.41
5/30/17,-0.460,0.206,,10/28/17,-2.68,-2.52,10/28/18,-2.94,-2.47,10/28/19,-3.13,-2.52,10/28/20,-3.57,-2.47,10/28/21,-3.57,-2.47
5/31/17,-0.483,0.206,,10/29/17,-2.76,-2.51,10/29/18,-2.92,-2.33,10/29/19,-3.12,-2.35,10/29/20,-3.58,-2.43,10/29/21,-3.58,-2.43
6/1/17,-0.507,0.206,,10/30/17,-2.69,-2.53,10/30/18,-2.89,-2.40,10/30/19,-3.12,-2.33,10/30/20,-3.56,-2.41,10/30/21,-3.56,-2.41
6/2/17,-0.544,0.205,,10/31/17,-2.69,-2.49,10/31/18,-2.84,-2.45,10/31/19,-3.13,-2.33,10/31/20,-3.57,-2.41,10/31/21,-3.57,-2.41
6/3/17,-0.589,0.205,,11/1/17,-2.70,-2.49,11/1/18,-2.90,-2.38,11/1/19,-3.12,-2.36,11/1/20,-3.58,-2.42,11/1/21,-3.58,-2.42
6/4/17,-0.615,0.205,,11/2/17,-2.75,-2.52,11/2/18,-2.92,-2.39,11/2/19,-3.13,-2.36,11/2/20,-3.60,-2.42,11/2/21,-3.60,-2.42
6/5/17,-0.648,0.205,,11/3/17,-2.77,-2.52,11/3/18,-2.96,-2.36,11/3/19,-3.21,-2.43,11/3/20,-3.62,-2.43,11/3/21,-3.62,-2.43
6/6/17,-0.722,0.205,,11/4/17,-2.76,-2.53,11/4/18,-3.00,-2.35,11/4/19,-3.17,-2.36,11/4/20,-3.62,-2.48,11/4/21,-3.62,-2.48
6/7/17,-0.734,0.205,,11/5/17,-2.76,-2.51,11/5/18,-3.00,-2.38,11/5/19,-3.17,-2.37,11/5/20,-3.63,-2.43,11/5/21,-3.63,-2.43
6/8/17,-0.750,0.205,,11/6/17,-2.79,-2.53,11/6/18,-3.08,-2.51,11/6/19,-3.18,-2.33,11/6/20,-3.64,-2.43,11/6/21,-3.64,-2.43
6/9/17,-0.765,0.205,,11/7/17,-2.81,-2.53,11/7/18,-3.02,-2.49,11/7/19,-3.23,-2.29,11/7/20,-3.64,-2.42,11/7/21,-3.64,-2.42
6/10/17,-0.781,0.205,,11/8/17,-2.84,-2.55,11/8/18,-3.01,-2.46,11/8/19,-3.25,-2.26,11/8/20,-3.65,-2.50,11/8/21,-3.65,-2.50
6/11/17,-0.815,0.205,,11/9/17,-2.85,-2.55,11/9/18,-3.04,-2.51,11/9/19,-3.23,-2.29,11/9/20,-3.66,-2.43,11/9/21,-3.66,-2.43
6/12/17,-0.848,0.205,,11/10/17,-2.84,-2.54,11/10/18,-3.06,-2.34,11/10/19,-3.20,-2.46,11/10/20,-3.64,-2.42,11/10/21,-3.64,-2.42
6/13/17,-0.884,0.205,,11/11/17,-2.85,-2.54,11/11/18,-3.07,-2.34,11/11/19,-3.18,-2.33,11/11/20,-3.68,-2.44,11/11/21,-3.68,-2.44
6/14/17,-0.937,0.205,,11/12/17,-2.91,-2.57,11/12/18,-3.04,-2.36,11/12/19,-3.22,-2.33,11/12/20,-3.70,-2.46,11/12/21,-3.70,-2.46
6/15/17,-0.975,0.205,,11/13/17,-2.91,-2.56,11/13/18,-3.08,-2.34,11/13/19,-3.19,-2.34,11/13/20,-3.71,-2.45,11/13/21,-3.71,-2.45
6/16/17,-0.999,0.205,,11/14/17,-2.90,-2.55,11/14/18,-3.09,-2.35,11/14/19,-3.26,-2.30,11/14/20,-3.72,-2.46,11/14/21,-3.72,-2.46
6/17/17,-1.019,0.205,,11/15/17,-2.91,-2.56,11/15/18,-3.11,-2.37,11/15/19,-3.21,-2.36,11/15/20,-3.72,-2.45,11/15/21,-3.72,-2.45
6/18/17,-1.057,0.205,,11/16/17,-2.90,-2.55,11/16/18,-3.13,-2.36,11/16/19,-3.26,-2.38,11/16/20,-3.69,-2.42,11/16/21,-3.69,-2.42
6/19/17,-1.104,0.204,,11/17/17,-2.87,-2.52,11/17/18,-3.13,-2.36,11/17/19,-3.24,-2.39,11/17/20,-3.71,-2.43,11/17/21,-3.71,-2.43
6/20/17,-1.137,0.204,,11/18/17,-2.95,-2.57,11/18/18,-3.17,-2.36,11/18/19,-3.27,-2.36,11/18/20,-3.76,-2.46,11/18/21,-3.76,-2.46
6/21/17,-1.156,0.204,,11/19/17,-2.97,-2.57,11/19/18,-3.26,-2.52,11/19/19,-3.39,-2.40,11/19/20,-3.74,-2.44,11/19/21,-3.74,-2.44
6/22/17,-1.164,0.204,,11/20/17,-2.95,-2.56,11/20/18,-3.21,-2.37,11/20/19,-3.30,-2.38,11/20/20,-3.74,-2.44,11/20/21,-3.74,-2.44
6/23/17,-1.208,0.203,,11/21/17,-2.99,-2.58,11/21/18,-3.22,-2.35,11/21/19,-3.32,-2.38,11/21/20,-3.78,-2.47,11/21/21,-3.78,-2.47
6/24/17,-1.247,0.204,,11/22/17,-3.03,-2.60,11/22/18,-3.21,-2.35,11/22/19,-3.28,-2.38,11/22/20,-3.79,-2.47,11/22/21,-3.79,-2.47
6/25/17,-1.281,0.204,,11/23/17,-3.02,-2.58,11/23/18,-3.16,-2.39,11/23/19,-3.36,-2.33,11/23/20,-3.75,-2.42,11/23/21,-3.75,-2.42
6/26/17,-1.381,0.205,,11/24/17,-2.98,-2.56,11/24/18,-3.16,-2.39,11/24/19,-3.38,-2.31,11/24/20,-3.74,-2.43,11/24/21,-3.74,-2.43
6/27/17,-1.351,0.204,,11/25/17,-3.03,-2.59,11/25/18,-3.21,-2.34,11/25/19,-3.31,-2.36,11/25/20,-3.83,-2.49,11/25/21,-3.83,-2.49
6/28/17,-1.321,0.204,,11/26/17,-3.05,-2.59,11/26/18,-3.27,-2.28,11/26/19,-3.32,-2.34,11/26/20,-3.82,-2.47,11/26/21,-3.82,-2.47
6/29/17,-1.370,0.204,,11/27/17,-3.01,-2.55,11/27/18,-3.20,-2.36,11/27/19,-3.33,-2.37,11/27/20,-3.80,-2.46,11/27/21,-3.80,-2.46
6/30/17,-1.434,0.204,,11/28/17,-3.01,-2.57,11/28/18,-3.29,-2.36,11/28/19,-3.31,-2.38,11/28/20,-3.84,-2.49,11/28/21,-3.84,-2.49
7/1/17,-1.481,0.204,,11/29/17,-3.06,-2.59,11/29/18,-3.31,-2.35,11/29/19,-3.32,-2.38,11/29/20,-3.84,-2.48,11/29/21,-3.84,-2.48
7/2/17,-1.469,0.204,,11/30/17,-3.07,-2.59,11/30/18,-3.29,-2.34,11/30/19,-3.30,-2.40,11/30/20,-3.84,-2.48,11/30/21,-3.84,-2.48
7/3/17,-1.488,0.204,,12/1/17,-3.06,-2.59,12/1/18,-3.30,-2.57,12/1/19,-3.29,-2.34,12/1/20,-3.33,-2.36,12/1/21,-3.86,-2.55
7/4/17,-1.511,0.204,,12/2/17,-3.10,-2.56,12/2/18,-3.31,-2.58,12/2/19,-3.22,-2.41,12/2/20,-3.33,-2.37,12/2/21,-3.86,-2.48
7/5/17,-1.557,0.203,,12/3/17,-3.05,-2.56,12/3/18,-3.34,-2.59,12/3/19,-3.30,-2.53,12/3/20,-3.34,-2.49,12/3/21,-3.85,-2.48
7/6/17,-1.577,0.203,,12/4/17,-3.05,-2.62,12/4/18,-3.40,-2.62,12/4/19,-3.31,-2.43,12/4/20,-3.35,-2.39,12/4/21,-3.87,-2.48
7/7/17,-1.606,0.204,,12/5/17,-3.11,-2.60,12/5/18,-3.44,-2.63,12/5/19,-3.28,-2.41,12/5/20,-3.37,-2.39,12/5/21,-3.86,-2.47
7/8/17,-1.604,0.203,,12/6/17,-3.13,-2.60,12/6/18,-3.43,-2.62,12/6/19,-3.33,-2.38,12/6/20,-3.37,-2.38,12/6/21,-3.86,-2.47
7/9/17,-1.613,0.203,,12/7/17,-3.14,-2.61,12/7/18,-3.42,-2.61,12/7/19,-3.29,-2.42,12/7/20,-3.37,-2.39,12/7/21,-3.86,-2.46
7/10/17,-1.621,0.203,,12/8/17,-3.15,-2.63,12/8/18,-3.45,-2.62,12/8/19,-3.29,-2.41,12/8/20,-3.38,-2.40,12/8/21,-3.88,-2.47
7/11/17,-1.637,0.203,,12/9/17,-3.18,-2.63,12/9/18,-3.46,-2.63,12/9/19,-3.36,-2.37,12/9/20,-3.39,-2.39,12/9/21,-3.88,-2.44
