ï»¿Figure 3.  water table data,,,,,,,,,,,,,,,,,,
original elevation data on: https://lbnlsfa.paf.subsurfaceinsights.com/login/?redir=%2Fdatadownload%2F&show_redir_msg=1,,,,,,,,,,,,,,,,,,
"soil surface elevations for PLM1 = 2786.74 m , PLM6 = 2759.58 m",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 3a.,,,,"Figure 3b,c",,,,,,,,,,,,,,
date,Average water table depth below the soil surface,gradient,,,depth below local soil surface,,,,,,,,,,,,,
,m,m/m,,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6
5/14/21,-1.23,0.196,,,,,,,,,,,,,,,,
5/15/21,-1.20,0.196,,,,,,,,,,,,,,,,
5/16/21,-1.18,0.197,,,,,,,,,,,,,,,,
5/17/21,-1.14,0.197,,,,,,,,,,,,,,,,
5/18/21,-1.16,0.198,,,,,,,,,,,,,,,,
5/19/21,-1.11,0.197,,,,,,,,,,,,,,,,
5/20/21,-1.11,0.198,,,,,,,,,,,,,,,,
5/21/21,-1.10,0.198,,,,,,,,,,,,,,,,
5/22/21,-1.09,0.199,,,,,,,,,,,,,,,,
5/23/21,-1.08,0.199,,,,,,,,,,,,,,,,
5/24/21,-1.08,0.199,,,,,,,,,,,,,,,,
5/25/21,-1.10,0.199,,,,,,,,,,,,,,,,
5/26/21,-1.10,0.199,,,,,,,,,,,,,,,,
5/27/21,-1.15,0.199,,,,,,,,,,,,,,,,
5/28/21,-1.11,0.199,,,,,,,,,,,,,,,,
5/29/21,-1.12,0.199,,,,,,,,,,,,,,,,
5/30/21,-1.12,0.199,,,,,,,,,,,,,,,,
5/31/21,-1.12,0.200,,,,,,,,,,,,,,,,
6/1/21,-1.14,0.200,,,,,,,,,,,,,,,,
6/2/21,-1.21,0.200,,,,,,,,,,,,,,,,
6/3/21,-1.18,0.199,,,,,,,,,,,,,,,,
6/4/21,-1.20,0.199,,,,,,,,,,,,,,,,
6/5/21,-1.20,0.199,,,,,,,,,,,,,,,,
6/6/21,-1.21,0.199,,,,,,,,,,,,,,,,
6/7/21,-1.24,0.199,,,,,,,,,,,,,,,,
6/8/21,-1.32,0.199,,,,,,,,,,,,,,,,
6/9/21,-1.30,0.199,,,,,,,,,,,,,,,,
6/10/21,-1.33,0.199,,,,,,,,,,,,,,,,
6/11/21,-1.35,0.199,,,,,,,,,,,,,,,,
6/12/21,-1.39,0.199,,,,,,,,,,,,,,,,
6/13/21,-1.42,0.199,,,,,,,,,,,,,,,,
6/14/21,-1.45,0.199,,,,,,,,,,,,,,,,
6/15/21,-1.56,0.199,,,,,,,,,,,,,,,,
6/16/21,-1.51,0.199,,,,,,,,,,,,,,,,
6/17/21,-1.53,0.198,,,,,,,,,,,,,,,,
6/18/21,-1.54,0.198,,,,,,,,,,,,,,,,
6/19/21,-1.55,0.198,,,,,,,,,,,,,,,,
6/20/21,-1.58,0.198,,,,,,,,,,,,,,,,
6/21/21,-1.61,0.198,,,,,,,,,,,,,,,,
6/22/21,-1.68,0.198,,,,,,,,,,,,,,,,
6/23/21,-1.64,0.198,,,,,,,,,,,,,,,,
6/24/21,-1.65,0.198,,,,,,,,,,,,,,,,
6/25/21,-1.66,0.198,,,,,,,,,,,,,,,,
6/26/21,-1.69,0.198,,,,,,,,,,,,,,,,
6/27/21,-1.71,0.197,,,,,,,,,,,,,,,,
6/28/21,-1.73,0.198,,,,,,,,,,,,,,,,
6/29/21,-1.76,0.197,,,,,,,,,,,,,,,,
6/30/21,-1.79,0.197,,,,,,,,,,,,,,,,
7/1/21,-1.88,0.197,,,,,,,,,,,,,,,,
7/2/21,-1.83,0.197,,,,,,,,,,,,,,,,
7/3/21,-1.85,0.197,,,,,,,,,,,,,,,,
7/4/21,-1.88,0.196,,,,,,,,,,,,,,,,
7/5/21,-1.88,0.197,,,,,,,,,,,,,,,,
7/6/21,-1.91,0.196,,,,,,,,,,,,,,,,
7/7/21,-1.99,0.197,,,,,,,,,,,,,,,,
7/8/21,-1.95,0.196,,,,,,,,,,,,,,,,
7/9/21,-1.97,0.196,,,,,,,,,,,,,,,,
7/10/21,-1.99,0.196,,,,,,,,,,,,,,,,
7/11/21,-2.00,0.196,,,,,,,,,,,,,,,,
7/12/21,-2.02,0.196,,,,,,,,,,,,,,,,
7/13/21,-2.03,0.196,,,,,,,,,,,,,,,,
7/14/21,-2.02,0.196,,,,,,,,,,,,,,,,
7/15/21,-2.06,0.196,,,,,,,,,,,,,,,,
7/16/21,-2.11,0.196,,,,,,,,,,,,,,,,
7/17/21,-2.10,0.195,,,,,,,,,,,,,,,,
7/18/21,-2.14,0.195,,,,,,,,,,,,,,,,
7/19/21,-2.14,0.195,,,,,,,,,,,,,,,,
7/20/21,-2.19,0.195,,,,,,,,,,,,,,,,
7/21/21,-2.14,0.195,,,,,,,,,,,,,,,,
7/22/21,-2.15,0.195,,,,,,,,,,,,,,,,
7/23/21,-2.17,0.195,,,,,,,,,,,,,,,,
7/24/21,-2.17,0.195,,,,,,,,,,,,,,,,
7/25/21,-2.19,0.195,,,,,,,,,,,,,,,,
7/26/21,-2.20,0.195,,,,,,,,,,,,,,,,
7/27/21,-2.24,0.195,,,,,,,,,,,,,,,,
7/28/21,-2.21,0.195,,,,,,,,,,,,,,,,
7/29/21,-2.22,0.195,,,,,,,,,,,,,,,,
7/30/21,-2.23,0.195,,,,,,,,,,,,,,,,
7/31/21,-2.24,0.195,,,,,,,,,,,,,,,,
8/1/21,-2.26,0.195,,,,,,,,,,,,,,,,
8/2/21,-2.27,0.195,,,,,,,,,,,,,,,,
8/3/21,-2.26,0.195,,,,,,,,,,,,,,,,
8/4/21,-2.33,0.195,,,,,,,,,,,,,,,,
8/5/21,-2.29,0.194,,,,,,,,,,,,,,,,
8/6/21,-2.29,0.194,,,,,,,,,,,,,,,,
8/7/21,-2.28,0.195,,,,,,,,,,,,,,,,
8/8/21,-2.30,0.194,,,,,,,,,,,,,,,,
8/9/21,-2.31,0.194,,,,,,,,,,,,,,,,
8/10/21,-2.35,0.195,,,,,,,,,,,,,,,,
8/11/21,-2.34,0.194,,,,,,,,,,,,,,,,
8/12/21,-2.34,0.194,,,,,,,,,,,,,,,,
8/13/21,-2.36,0.194,,,,,,,,,,,,,,,,
8/14/21,-2.38,0.194,,,,,,,,,,,,,,,,
8/15/21,-2.37,0.194,,,,,,,,,,,,,,,,
8/16/21,-2.37,0.194,,,,,,,,,,,,,,,,
8/17/21,-2.43,0.194,,,,,,,,,,,,,,,,
8/18/21,-2.37,0.194,,,,,,,,,,,,,,,,
8/19/21,-2.39,0.194,,,,,,,,,,,,,,,,
8/20/21,-2.40,0.194,,,,,,,,,,,,,,,,
8/21/21,-2.41,0.194,,,,,,,,,,,,,,,,
8/22/21,-2.42,0.194,,,,,,,,,,,,,,,,
8/23/21,-2.44,0.194,,,,,,,,,,,,,,,,
8/24/21,-2.49,0.194,,,,,,,,,,,,,,,,
8/25/21,-2.48,0.194,,,,,,,,,,,,,,,,
8/26/21,-2.47,0.194,,,,,,,,,,,,,,,,
8/27/21,-2.47,0.194,,,,,,,,,,,,,,,,
8/28/21,-2.48,0.194,,,,,,,,,,,,,,,,
8/29/21,-2.49,0.194,,,,,,,,,,,,,,,,
8/30/21,-2.50,0.194,,,,,,,,,,,,,,,,
8/31/21,-2.54,0.194,,,,,,,,,,,,,,,,
9/1/21,-2.48,0.194,,,,,,,,,,,,,,,,
9/2/21,-2.51,0.194,,,,,,,,,,,,,,,,
9/3/21,-2.53,0.194,,,,,,,,,,,,,,,,
9/4/21,-2.55,0.194,,,,,,,,,,,,,,,,
9/5/21,-2.57,0.194,,,,,,,,,,,,,,,,
9/6/21,-2.58,0.194,,,,,,,,,,,,,,,,
9/7/21,-2.59,0.194,,,,,,,,,,,,,,,,
9/8/21,-2.65,0.194,,,,,,,,,,,,,,,,
9/9/21,-2.61,0.194,,,,,,,,,,,,,,,,
9/10/21,-2.62,0.194,,,,,,,,,,,,,,,,
9/11/21,-2.63,0.194,,,,,,,,,,,,,,,,
9/12/21,-2.64,0.194,,,,,,,,,,,,,,,,
9/13/21,-2.63,0.194,,,,,,,,,,,,,,,,
9/14/21,-2.64,0.194,,,,,,,,,,,,,,,,
9/15/21,-2.64,0.194,,,,,,,,,,,,,,,,
9/16/21,-2.64,0.194,,,,,,,,,,,,,,,,
9/17/21,-2.67,0.194,,,,,,,,,,,,,,,,
9/18/21,-2.69,0.193,,,,,,,,,,,,,,,,
9/19/21,-2.67,0.193,,,,,,,,,,,,,,,,
9/20/21,-2.67,0.194,,,,,,,,,,,,,,,,
9/21/21,-2.72,0.193,,,,,,,,,,,,,,,,
9/22/21,-2.74,0.193,,,,,,,,,,,,,,,,
9/23/21,-2.72,0.193,,,,,,,,,,,,,,,,
9/24/21,-2.72,0.193,,,,,,,,,,,,,,,,
9/25/21,-2.74,0.193,,,,,,,,,,,,,,,,
9/26/21,-2.74,0.193,,,,,,,,,,,,,,,,
9/27/21,-2.76,0.193,,,,,,,,,,,,,,,,
9/28/21,-2.71,0.193,,,,,,,,,,,,,,,,
9/29/21,-2.72,0.193,,,,,,,,,,,,,,,,
9/30/21,-2.90,0.195,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
