 (a.) Annual variations in water table depth and resulting calculated downslope flow along different zones of the hillslope. ,,,,,,,,
"(b.) Time-dependence of fractional contributions of flow along the soil, weathering zone, and fractured bedrock to overall subsurface flow.",,,,,,,,
,,,,,,,,
,5a,5a,5a,5a,5a,5b,5b,5b
date,water table depth,total soil flow,weathering zone flow,fractured bedrock flow,total outflow,soil,weathering shale,fractured shale
,m,m3/(m day),m3/(m day),m3/(m day),m3/(m day),fraction,fraction,fraction
3/1/19,-3.21,0.000,0.025,0.037,0.062,,0.399,0.601
3/2/19,-3.20,0.000,0.026,0.037,0.063,,0.407,0.593
3/3/19,-3.20,0.000,0.026,0.037,0.063,,0.407,0.593
3/4/19,-3.21,0.000,0.025,0.037,0.062,,0.396,0.604
3/5/19,-3.25,0.000,0.022,0.037,0.060,,0.372,0.628
3/6/19,-3.21,0.000,0.025,0.037,0.062,,0.398,0.602
3/7/19,-3.20,0.000,0.025,0.037,0.063,,0.404,0.596
3/8/19,-3.18,0.000,0.027,0.037,0.064,,0.416,0.584
3/9/19,-3.20,0.000,0.026,0.037,0.063,,0.406,0.594
3/10/19,-3.21,0.000,0.025,0.037,0.062,,0.399,0.601
3/11/19,-3.22,0.000,0.024,0.037,0.061,,0.392,0.608
3/12/19,-3.20,0.000,0.025,0.037,0.063,,0.405,0.595
3/13/19,-3.18,0.000,0.027,0.037,0.064,,0.418,0.582
3/14/19,-3.23,0.000,0.024,0.037,0.061,,0.389,0.611
3/15/19,-3.25,0.000,0.022,0.037,0.060,,0.376,0.624
3/16/19,-3.25,0.000,0.022,0.037,0.060,,0.376,0.624
3/17/19,-3.25,0.000,0.022,0.037,0.060,,0.374,0.626
3/18/19,-3.24,0.000,0.023,0.037,0.060,,0.378,0.622
3/19/19,-3.24,0.000,0.023,0.037,0.060,,0.377,0.623
3/20/19,-3.26,0.000,0.022,0.037,0.059,,0.369,0.631
3/21/19,-3.24,0.000,0.023,0.037,0.060,,0.382,0.618
3/22/19,-3.22,0.000,0.024,0.037,0.061,,0.391,0.609
3/23/19,-3.23,0.000,0.023,0.037,0.061,,0.386,0.614
3/24/19,-3.24,0.000,0.023,0.037,0.060,,0.383,0.617
3/25/19,-3.24,0.000,0.022,0.037,0.060,,0.377,0.623
3/26/19,-3.23,0.000,0.024,0.037,0.061,,0.389,0.611
3/27/19,-3.21,0.000,0.024,0.037,0.062,,0.396,0.604
3/28/19,-3.21,0.000,0.024,0.037,0.062,,0.397,0.603
3/29/19,-3.20,0.000,0.025,0.037,0.063,,0.406,0.594
3/30/19,-3.22,0.000,0.024,0.037,0.061,,0.392,0.608
3/31/19,-3.21,0.000,0.024,0.037,0.062,,0.396,0.604
4/1/19,-3.21,0.000,0.025,0.037,0.062,,0.398,0.602
4/2/19,-3.21,0.000,0.025,0.037,0.062,,0.398,0.602
4/3/19,-3.20,0.000,0.025,0.037,0.063,,0.407,0.593
4/4/19,-3.22,0.000,0.024,0.037,0.061,,0.394,0.606
4/5/19,-3.20,0.000,0.025,0.037,0.062,,0.404,0.596
4/6/19,-3.20,0.000,0.025,0.037,0.062,,0.402,0.598
4/7/19,-3.23,0.000,0.023,0.037,0.061,,0.388,0.612
4/8/19,-3.22,0.000,0.024,0.037,0.061,,0.393,0.607
4/9/19,-3.23,0.000,0.023,0.037,0.061,,0.385,0.615
4/10/19,-3.13,0.000,0.029,0.037,0.066,,0.442,0.558
4/11/19,-3.15,0.000,0.028,0.037,0.065,,0.433,0.567
4/12/19,-3.15,0.000,0.028,0.037,0.065,,0.434,0.566
4/13/19,-3.20,0.000,0.025,0.037,0.062,,0.404,0.596
4/14/19,-3.16,0.000,0.027,0.037,0.065,,0.426,0.574
4/15/19,-3.14,0.000,0.029,0.037,0.066,,0.437,0.563
4/16/19,-3.13,0.000,0.030,0.037,0.067,,0.444,0.556
4/17/19,-3.13,0.000,0.030,0.037,0.067,,0.446,0.554
4/18/19,-3.13,0.000,0.029,0.037,0.066,,0.444,0.556
4/19/19,-3.09,0.000,0.032,0.037,0.069,,0.465,0.535
4/20/19,-3.01,0.000,0.037,0.037,0.074,,0.501,0.499
4/21/19,-2.95,0.000,0.041,0.037,0.078,,0.527,0.473
4/22/19,-2.91,0.000,0.043,0.037,0.080,,0.541,0.459
4/23/19,-2.81,0.000,0.049,0.037,0.086,,0.574,0.426
4/24/19,-2.71,0.000,0.055,0.037,0.092,,0.602,0.398
4/25/19,-2.62,0.000,0.061,0.037,0.097,,0.625,0.375
4/26/19,-2.49,0.000,0.069,0.037,0.106,,0.654,0.346
4/27/19,-2.27,0.000,0.082,0.037,0.119,,0.693,0.307
4/28/19,-2.02,0.000,0.098,0.037,0.135,,0.729,0.271
4/29/19,-1.79,0.000,0.113,0.037,0.150,,0.755,0.245
4/30/19,-1.59,0.000,0.127,0.037,0.164,,0.774,0.226
5/1/19,-1.47,0.000,0.136,0.037,0.173,,0.784,0.216
5/2/19,-1.38,0.000,0.142,0.038,0.180,,0.791,0.209
5/3/19,-1.31,0.000,0.148,0.038,0.186,0.000,0.796,0.204
5/4/19,-1.21,0.000,0.155,0.038,0.194,0.000,0.803,0.197
5/5/19,-1.13,0.000,0.161,0.038,0.200,0.000,0.808,0.192
5/6/19,-1.02,0.010,0.169,0.038,0.217,0.046,0.777,0.177
5/7/19,-0.93,0.314,0.171,0.039,0.523,0.600,0.326,0.074
5/8/19,-0.85,0.682,0.171,0.039,0.892,0.765,0.192,0.043
5/9/19,-0.81,0.882,0.172,0.039,1.093,0.807,0.157,0.036
5/10/19,-0.79,0.998,0.173,0.039,1.209,0.825,0.143,0.032
5/11/19,-0.75,1.180,0.173,0.039,1.392,0.848,0.124,0.028
5/12/19,-0.70,1.426,0.173,0.039,1.639,0.870,0.106,0.024
5/13/19,-0.64,1.671,0.174,0.039,1.883,0.887,0.092,0.021
5/14/19,-0.59,1.918,0.174,0.039,2.132,0.900,0.082,0.018
5/15/19,-0.53,2.234,0.175,0.039,2.448,0.913,0.071,0.016
5/16/19,-0.45,2.496,0.175,0.040,2.710,0.921,0.065,0.015
5/17/19,-0.38,2.683,0.176,0.040,2.899,0.926,0.061,0.014
5/18/19,-0.37,2.716,0.176,0.040,2.933,0.926,0.060,0.014
5/19/19,-0.38,2.711,0.177,0.040,2.928,0.926,0.060,0.014
5/20/19,-0.35,2.791,0.177,0.040,3.008,0.928,0.059,0.013
5/21/19,-0.34,2.828,0.177,0.040,3.045,0.929,0.058,0.013
5/22/19,-0.36,2.763,0.177,0.040,2.980,0.927,0.059,0.013
5/23/19,-0.48,2.462,0.178,0.040,2.681,0.919,0.066,0.015
5/24/19,-0.48,2.473,0.178,0.040,2.692,0.919,0.066,0.015
5/25/19,-0.47,2.485,0.178,0.040,2.704,0.919,0.066,0.015
5/26/19,-0.47,2.488,0.179,0.040,2.707,0.919,0.066,0.015
5/27/19,-0.44,2.576,0.179,0.040,2.795,0.922,0.064,0.014
5/28/19,-0.45,2.565,0.179,0.040,2.784,0.921,0.064,0.015
5/29/19,-0.47,2.493,0.179,0.040,2.713,0.919,0.066,0.015
5/30/19,-0.51,2.369,0.179,0.040,2.588,0.915,0.069,0.016
5/31/19,-0.51,2.374,0.179,0.040,2.593,0.915,0.069,0.016
6/1/19,-0.52,2.314,0.179,0.040,2.534,0.913,0.071,0.016
6/2/19,-0.52,2.336,0.179,0.040,2.556,0.914,0.070,0.016
6/3/19,-0.53,2.255,0.179,0.040,2.474,0.911,0.072,0.016
6/4/19,-0.55,2.166,0.179,0.040,2.385,0.908,0.075,0.017
6/5/19,-0.57,2.104,0.179,0.040,2.323,0.906,0.077,0.017
6/6/19,-0.58,2.018,0.179,0.040,2.237,0.902,0.080,0.018
6/7/19,-0.59,1.967,0.179,0.040,2.186,0.900,0.082,0.019
6/8/19,-0.62,1.847,0.179,0.040,2.067,0.894,0.087,0.020
6/9/19,-0.68,1.544,0.179,0.040,1.763,0.876,0.101,0.023
6/10/19,-0.71,1.402,0.178,0.040,1.621,0.865,0.110,0.025
6/11/19,-0.70,1.444,0.178,0.040,1.662,0.869,0.107,0.024
6/12/19,-0.74,1.268,0.178,0.040,1.486,0.853,0.120,0.027
6/13/19,-0.74,1.268,0.178,0.040,1.486,0.853,0.120,0.027
6/14/19,-0.75,1.209,0.178,0.040,1.427,0.847,0.125,0.028
6/15/19,-0.78,1.041,0.178,0.040,1.259,0.827,0.141,0.032
6/16/19,-0.82,0.874,0.178,0.040,1.092,0.800,0.163,0.037
6/17/19,-0.87,0.614,0.178,0.040,0.832,0.738,0.214,0.048
6/18/19,-0.82,0.850,0.177,0.040,1.068,0.796,0.166,0.038
6/19/19,-0.84,0.779,0.177,0.040,0.996,0.782,0.178,0.040
6/20/19,-0.85,0.735,0.177,0.040,0.953,0.772,0.186,0.042
6/21/19,-0.86,0.654,0.177,0.040,0.871,0.751,0.203,0.046
6/22/19,-0.91,0.424,0.177,0.040,0.641,0.661,0.276,0.062
6/23/19,-0.95,0.240,0.177,0.040,0.457,0.525,0.387,0.088
6/24/19,-0.98,0.083,0.177,0.040,0.300,0.278,0.589,0.133
6/25/19,-1.02,0.010,0.175,0.040,0.225,0.044,0.778,0.177
6/26/19,-1.07,0.000,0.172,0.040,0.212,0.000,0.811,0.189
6/27/19,-1.10,0.000,0.170,0.040,0.209,0.000,0.810,0.190
6/28/19,-1.13,0.000,0.167,0.040,0.207,0.000,0.807,0.193
6/29/19,-1.16,0.000,0.165,0.040,0.205,0.000,0.806,0.194
6/30/19,-1.18,0.000,0.163,0.040,0.203,,0.804,0.196
7/1/19,-1.19,0.000,0.162,0.040,0.202,,0.804,0.196
7/2/19,-1.21,0.000,0.162,0.040,0.201,,0.803,0.197
7/3/19,-1.22,0.000,0.161,0.040,0.200,,0.802,0.198
7/4/19,-1.25,0.000,0.158,0.040,0.198,,0.800,0.200
7/5/19,-1.30,0.000,0.155,0.040,0.195,,0.796,0.204
7/6/19,-1.33,0.000,0.153,0.040,0.192,,0.794,0.206
7/7/19,-1.34,0.000,0.152,0.040,0.192,,0.793,0.207
7/8/19,-1.35,0.000,0.151,0.040,0.191,,0.793,0.207
7/9/19,-1.39,0.000,0.149,0.040,0.188,,0.790,0.210
7/10/19,-1.44,0.000,0.146,0.040,0.185,,0.786,0.214
7/11/19,-1.46,0.000,0.144,0.040,0.184,,0.784,0.216
7/12/19,-1.47,0.000,0.143,0.040,0.183,,0.783,0.217
7/13/19,-1.49,0.000,0.142,0.040,0.181,,0.782,0.218
7/14/19,-1.52,0.000,0.140,0.040,0.179,,0.780,0.220
7/15/19,-1.54,0.000,0.139,0.040,0.178,,0.778,0.222
7/16/19,-1.56,0.000,0.137,0.039,0.176,,0.776,0.224
7/17/19,-1.57,0.000,0.137,0.040,0.176,,0.776,0.224
7/18/19,-1.59,0.000,0.135,0.040,0.175,,0.774,0.226
7/19/19,-1.61,0.000,0.134,0.039,0.173,,0.772,0.228
7/20/19,-1.61,0.000,0.134,0.040,0.173,,0.772,0.228
7/21/19,-1.66,0.000,0.130,0.039,0.170,,0.767,0.233
7/22/19,-1.68,0.000,0.129,0.039,0.168,,0.765,0.235
7/23/19,-1.69,0.000,0.128,0.039,0.168,,0.764,0.236
7/24/19,-1.76,0.000,0.124,0.040,0.163,,0.758,0.242
7/25/19,-1.71,0.000,0.127,0.039,0.167,,0.763,0.237
7/26/19,-1.72,0.000,0.126,0.039,0.166,,0.762,0.238
7/27/19,-1.78,0.000,0.123,0.040,0.162,,0.756,0.244
7/28/19,-1.79,0.000,0.122,0.039,0.161,,0.755,0.245
7/29/19,-1.77,0.000,0.122,0.039,0.162,,0.756,0.244
7/30/19,-1.83,0.000,0.119,0.039,0.158,,0.750,0.250
7/31/19,-1.82,0.000,0.119,0.039,0.159,,0.752,0.248
8/1/19,-1.82,0.000,0.120,0.039,0.159,,0.752,0.248
8/2/19,-1.85,0.000,0.117,0.039,0.157,,0.748,0.252
8/3/19,-1.86,0.000,0.116,0.039,0.156,,0.747,0.253
8/4/19,-1.87,0.000,0.116,0.039,0.156,,0.747,0.253
8/5/19,-1.88,0.000,0.115,0.039,0.154,,0.745,0.255
8/6/19,-1.94,0.000,0.111,0.039,0.150,,0.738,0.262
8/7/19,-1.91,0.000,0.113,0.039,0.152,,0.742,0.258
8/8/19,-1.91,0.000,0.113,0.039,0.152,,0.742,0.258
8/9/19,-1.92,0.000,0.112,0.039,0.152,,0.741,0.259
8/10/19,-1.94,0.000,0.111,0.039,0.150,,0.739,0.261
8/11/19,-1.93,0.000,0.112,0.039,0.151,,0.739,0.261
8/12/19,-1.95,0.000,0.110,0.039,0.149,,0.737,0.263
8/13/19,-1.95,0.000,0.110,0.039,0.149,,0.737,0.263
8/14/19,-1.98,0.000,0.108,0.039,0.148,,0.734,0.266
8/15/19,-1.99,0.000,0.108,0.039,0.147,,0.733,0.267
8/16/19,-2.01,0.000,0.106,0.039,0.146,,0.731,0.269
8/17/19,-2.00,0.000,0.106,0.039,0.145,,0.731,0.269
8/18/19,-2.02,0.000,0.105,0.039,0.144,,0.728,0.272
8/19/19,-2.04,0.000,0.104,0.039,0.143,,0.726,0.274
8/20/19,-2.06,0.000,0.103,0.039,0.142,,0.724,0.276
8/21/19,-2.06,0.000,0.102,0.039,0.141,,0.723,0.277
8/22/19,-2.06,0.000,0.103,0.039,0.142,,0.724,0.276
8/23/19,-2.07,0.000,0.102,0.039,0.141,,0.723,0.277
8/24/19,-2.08,0.000,0.101,0.039,0.140,,0.720,0.280
8/25/19,-2.11,0.000,0.099,0.039,0.138,,0.718,0.282
8/26/19,-2.10,0.000,0.100,0.039,0.139,,0.719,0.281
8/27/19,-2.17,0.000,0.095,0.039,0.134,,0.708,0.292
8/28/19,-2.13,0.000,0.098,0.039,0.137,,0.714,0.286
8/29/19,-2.14,0.000,0.097,0.039,0.136,,0.712,0.288
8/30/19,-2.15,0.000,0.096,0.039,0.135,,0.711,0.289
8/31/19,-2.17,0.000,0.095,0.039,0.134,,0.709,0.291
9/1/19,-2.18,0.000,0.094,0.039,0.134,,0.707,0.293
9/2/19,-2.20,0.000,0.093,0.039,0.132,,0.705,0.295
9/3/19,-2.27,0.000,0.089,0.039,0.128,,0.693,0.307
9/4/19,-2.22,0.000,0.092,0.039,0.131,,0.702,0.298
9/5/19,-2.24,0.000,0.091,0.039,0.130,,0.699,0.301
9/6/19,-2.23,0.000,0.091,0.039,0.130,,0.700,0.300
9/7/19,-2.23,0.000,0.091,0.039,0.130,,0.699,0.301
9/8/19,-2.22,0.000,0.092,0.039,0.131,,0.701,0.299
9/9/19,-2.26,0.000,0.089,0.039,0.128,,0.695,0.305
9/10/19,-2.29,0.000,0.087,0.039,0.126,,0.690,0.310
9/11/19,-2.27,0.000,0.088,0.039,0.128,,0.693,0.307
9/12/19,-2.27,0.000,0.089,0.039,0.128,,0.693,0.307
9/13/19,-2.28,0.000,0.088,0.039,0.127,,0.691,0.309
9/14/19,-2.30,0.000,0.087,0.039,0.126,,0.689,0.311
9/15/19,-2.31,0.000,0.086,0.039,0.125,,0.687,0.313
9/16/19,-2.32,0.000,0.085,0.039,0.124,,0.685,0.315
9/17/19,-2.31,0.000,0.086,0.039,0.125,,0.687,0.313
9/18/19,-2.38,0.000,0.081,0.039,0.120,,0.674,0.326
9/19/19,-2.34,0.000,0.083,0.039,0.123,,0.682,0.318
9/20/19,-2.35,0.000,0.083,0.039,0.122,,0.681,0.319
9/21/19,-2.35,0.000,0.083,0.039,0.122,,0.680,0.320
9/22/19,-2.36,0.000,0.082,0.039,0.121,,0.678,0.322
9/23/19,-2.37,0.000,0.082,0.039,0.121,,0.677,0.323
9/24/19,-2.39,0.000,0.080,0.039,0.119,,0.673,0.327
9/25/19,-2.46,0.000,0.076,0.039,0.115,,0.660,0.340
9/26/19,-2.42,0.000,0.078,0.039,0.117,,0.668,0.332
9/27/19,-2.42,0.000,0.078,0.039,0.117,,0.667,0.333
9/28/19,-2.44,0.000,0.077,0.039,0.116,,0.664,0.336
9/29/19,-2.46,0.000,0.075,0.039,0.114,,0.660,0.340
9/30/19,-2.46,0.000,0.075,0.039,0.114,,0.660,0.340
10/1/19,-2.51,0.000,0.072,0.039,0.111,,0.650,0.350
10/2/19,-2.46,0.000,0.075,0.039,0.114,,0.659,0.341
10/3/19,-2.46,0.000,0.075,0.039,0.114,,0.659,0.341
10/4/19,-2.48,0.000,0.074,0.039,0.113,,0.655,0.345
10/5/19,-2.49,0.000,0.073,0.039,0.112,,0.653,0.347
10/6/19,-2.49,0.000,0.073,0.039,0.112,,0.654,0.346
10/7/19,-2.48,0.000,0.074,0.039,0.113,,0.656,0.344
10/8/19,-2.56,0.000,0.068,0.039,0.107,,0.639,0.361
10/9/19,-2.52,0.000,0.071,0.039,0.110,,0.648,0.352
10/10/19,-2.50,0.000,0.072,0.039,0.111,,0.651,0.349
10/11/19,-2.49,0.000,0.073,0.039,0.112,,0.653,0.347
10/12/19,-2.51,0.000,0.072,0.039,0.111,,0.649,0.351
10/13/19,-2.52,0.000,0.071,0.039,0.110,,0.647,0.353
10/14/19,-2.54,0.000,0.070,0.039,0.108,,0.643,0.357
10/15/19,-2.69,0.000,0.060,0.039,0.099,,0.609,0.391
10/16/19,-2.60,0.000,0.066,0.039,0.105,,0.631,0.369
10/17/19,-2.56,0.000,0.068,0.039,0.107,,0.639,0.361
10/18/19,-2.57,0.000,0.068,0.039,0.106,,0.637,0.363
10/19/19,-2.56,0.000,0.068,0.039,0.107,,0.639,0.361
10/20/19,-2.56,0.000,0.068,0.039,0.106,,0.638,0.362
10/21/19,-2.56,0.000,0.068,0.039,0.107,,0.638,0.362
10/22/19,-2.62,0.000,0.064,0.039,0.103,,0.624,0.376
10/23/19,-2.61,0.000,0.065,0.039,0.103,,0.627,0.373
10/24/19,-2.60,0.000,0.066,0.039,0.104,,0.630,0.370
10/25/19,-2.61,0.000,0.065,0.039,0.104,,0.628,0.372
10/26/19,-2.62,0.000,0.064,0.038,0.103,,0.625,0.375
10/27/19,-2.68,0.000,0.060,0.039,0.099,,0.610,0.390
10/28/19,-2.70,0.000,0.059,0.039,0.098,,0.605,0.395
10/29/19,-2.63,0.000,0.064,0.038,0.102,,0.623,0.377
10/30/19,-2.64,0.000,0.063,0.039,0.101,,0.619,0.381
10/31/19,-2.65,0.000,0.063,0.039,0.101,,0.618,0.382
11/1/19,-2.64,0.000,0.063,0.039,0.101,,0.620,0.380
11/2/19,-2.65,0.000,0.062,0.039,0.101,,0.617,0.383
11/3/19,-2.66,0.000,0.061,0.038,0.100,,0.615,0.385
11/4/19,-2.67,0.000,0.060,0.038,0.099,,0.612,0.388
11/5/19,-2.69,0.000,0.059,0.038,0.098,,0.608,0.392
11/6/19,-2.79,0.000,0.053,0.038,0.091,,0.579,0.421
11/7/19,-2.76,0.000,0.055,0.039,0.094,,0.589,0.411
11/8/19,-2.73,0.000,0.057,0.038,0.095,,0.596,0.404
11/9/19,-2.77,0.000,0.054,0.039,0.093,,0.584,0.416
11/10/19,-2.70,0.000,0.058,0.038,0.097,,0.604,0.396
11/11/19,-2.71,0.000,0.058,0.038,0.096,,0.603,0.397
11/12/19,-2.70,0.000,0.059,0.038,0.097,,0.605,0.395
11/13/19,-2.71,0.000,0.058,0.038,0.096,,0.602,0.398
11/14/19,-2.72,0.000,0.057,0.038,0.095,,0.598,0.402
11/15/19,-2.74,0.000,0.056,0.038,0.094,,0.595,0.405
11/16/19,-2.74,0.000,0.056,0.038,0.094,,0.593,0.407
11/17/19,-2.74,0.000,0.056,0.038,0.094,,0.593,0.407
11/18/19,-2.76,0.000,0.054,0.038,0.092,,0.587,0.413
11/19/19,-2.89,0.000,0.046,0.038,0.084,,0.548,0.452
11/20/19,-2.79,0.000,0.052,0.038,0.090,,0.578,0.422
11/21/19,-2.79,0.000,0.053,0.038,0.091,,0.581,0.419
11/22/19,-2.78,0.000,0.053,0.038,0.091,,0.582,0.418
11/23/19,-2.78,0.000,0.053,0.038,0.092,,0.583,0.417
11/24/19,-2.77,0.000,0.054,0.038,0.092,,0.585,0.415
11/25/19,-2.77,0.000,0.054,0.038,0.092,,0.585,0.415
11/26/19,-2.78,0.000,0.053,0.038,0.091,,0.584,0.416
11/27/19,-2.78,0.000,0.053,0.038,0.091,,0.582,0.418
11/28/19,-2.83,0.000,0.050,0.038,0.088,,0.568,0.432
11/29/19,-2.83,0.000,0.050,0.038,0.087,,0.567,0.433
11/30/19,-2.81,0.000,0.051,0.038,0.089,,0.572,0.428
12/1/19,-2.82,0.000,0.051,0.038,0.089,,0.571,0.429
12/2/19,-2.92,0.000,0.044,0.038,0.082,,0.537,0.463
12/3/19,-2.87,0.000,0.047,0.038,0.085,,0.554,0.446
12/4/19,-2.84,0.000,0.049,0.038,0.087,,0.563,0.437
12/5/19,-2.85,0.000,0.048,0.038,0.086,,0.559,0.441
12/6/19,-2.85,0.000,0.048,0.038,0.086,,0.559,0.441
12/7/19,-2.85,0.000,0.048,0.038,0.086,,0.560,0.440
12/8/19,-2.87,0.000,0.047,0.038,0.085,,0.555,0.445
12/9/19,-2.87,0.000,0.047,0.038,0.085,,0.554,0.446
12/10/19,-2.85,0.000,0.048,0.038,0.086,,0.559,0.441
12/11/19,-2.86,0.000,0.048,0.038,0.086,,0.557,0.443
12/12/19,-2.88,0.000,0.047,0.038,0.084,,0.551,0.449
12/13/19,-2.89,0.000,0.045,0.038,0.083,,0.545,0.455
12/14/19,-2.89,0.000,0.045,0.038,0.083,,0.547,0.453
12/15/19,-2.90,0.000,0.045,0.038,0.083,,0.545,0.455
12/16/19,-2.90,0.000,0.045,0.038,0.083,,0.545,0.455
12/17/19,-2.87,0.000,0.047,0.038,0.085,,0.552,0.448
12/18/19,-2.88,0.000,0.047,0.038,0.085,,0.551,0.449
12/19/19,-2.89,0.000,0.045,0.038,0.083,,0.546,0.454
12/20/19,-2.90,0.000,0.045,0.038,0.083,,0.544,0.456
12/21/19,-2.90,0.000,0.045,0.038,0.083,,0.543,0.457
12/22/19,-2.91,0.000,0.044,0.038,0.082,,0.540,0.460
12/23/19,-2.92,0.000,0.044,0.038,0.081,,0.535,0.465
12/24/19,-2.94,0.000,0.042,0.038,0.080,,0.527,0.473
12/25/19,-2.95,0.000,0.042,0.038,0.079,,0.526,0.474
12/26/19,-2.95,0.000,0.042,0.038,0.079,,0.526,0.474
12/27/19,-2.94,0.000,0.042,0.038,0.080,,0.529,0.471
12/28/19,-2.96,0.000,0.041,0.037,0.078,,0.520,0.480
12/29/19,-2.95,0.000,0.041,0.038,0.079,,0.524,0.476
12/30/19,-2.94,0.000,0.042,0.038,0.080,,0.529,0.471
12/31/19,-2.94,0.000,0.043,0.038,0.080,,0.530,0.470
1/1/20,-2.95,0.000,0.041,0.038,0.079,,0.524,0.476
1/2/20,-2.98,0.000,0.039,0.037,0.077,,0.513,0.487
1/3/20,-2.99,0.000,0.039,0.038,0.077,,0.511,0.489
1/4/20,-2.99,0.000,0.039,0.038,0.077,,0.511,0.489
1/5/20,-2.99,0.000,0.039,0.038,0.077,,0.509,0.491
1/6/20,-2.98,0.000,0.040,0.038,0.078,,0.514,0.486
1/7/20,-2.97,0.000,0.040,0.038,0.078,,0.516,0.484
1/8/20,-2.98,0.000,0.039,0.038,0.077,,0.511,0.489
1/9/20,-3.01,0.000,0.038,0.037,0.075,,0.502,0.498
1/10/20,-3.00,0.000,0.038,0.038,0.076,,0.504,0.496
1/11/20,-2.99,0.000,0.039,0.038,0.076,,0.507,0.493
1/12/20,-3.01,0.000,0.037,0.037,0.075,,0.499,0.501
1/13/20,-3.03,0.000,0.036,0.037,0.074,,0.493,0.507
1/14/20,-3.03,0.000,0.036,0.037,0.074,,0.493,0.507
1/15/20,-3.04,0.000,0.036,0.038,0.073,,0.488,0.512
1/16/20,-3.04,0.000,0.036,0.038,0.073,,0.489,0.511
1/17/20,-3.04,0.000,0.036,0.037,0.073,,0.487,0.513
1/18/20,-3.03,0.000,0.037,0.038,0.074,,0.493,0.507
1/19/20,-3.03,0.000,0.037,0.038,0.074,,0.492,0.508
1/20/20,-3.13,0.000,0.030,0.038,0.068,,0.442,0.558
1/21/20,-3.05,0.000,0.035,0.037,0.072,,0.482,0.518
1/22/20,-3.06,0.000,0.034,0.037,0.072,,0.478,0.522
1/23/20,-3.06,0.000,0.035,0.037,0.072,,0.479,0.521
1/24/20,-3.05,0.000,0.035,0.037,0.072,,0.482,0.518
1/25/20,-3.07,0.000,0.034,0.037,0.071,,0.475,0.525
1/26/20,-3.08,0.000,0.033,0.037,0.071,,0.469,0.531
1/27/20,-3.08,0.000,0.033,0.037,0.071,,0.471,0.529
1/28/20,-3.08,0.000,0.033,0.037,0.071,,0.470,0.530
1/29/20,-3.07,0.000,0.034,0.037,0.071,,0.473,0.527
1/30/20,-3.07,0.000,0.034,0.037,0.072,,0.476,0.524
1/31/20,-3.09,0.000,0.033,0.038,0.070,,0.466,0.534
2/1/20,-3.08,0.000,0.033,0.038,0.071,,0.469,0.531
2/2/20,-3.08,0.000,0.033,0.037,0.070,,0.467,0.533
2/3/20,-3.10,0.000,0.032,0.037,0.069,,0.459,0.541
2/4/20,-3.10,0.000,0.032,0.037,0.069,,0.462,0.538
2/5/20,-3.07,0.000,0.033,0.037,0.071,,0.472,0.528
2/6/20,-3.11,0.000,0.031,0.037,0.068,,0.452,0.548
2/7/20,-3.14,0.000,0.029,0.037,0.066,,0.437,0.563
2/8/20,-3.14,0.000,0.029,0.037,0.066,,0.437,0.563
2/9/20,-3.14,0.000,0.029,0.037,0.066,,0.436,0.564
2/10/20,-3.14,0.000,0.029,0.037,0.066,,0.439,0.561
2/11/20,-3.13,0.000,0.030,0.037,0.068,,0.447,0.553
2/12/20,-3.11,0.000,0.031,0.037,0.068,,0.454,0.546
2/13/20,-3.12,0.000,0.030,0.037,0.068,,0.447,0.553
2/14/20,-3.13,0.000,0.030,0.037,0.068,,0.446,0.554
2/15/20,-3.13,0.000,0.030,0.037,0.067,,0.445,0.555
2/16/20,-3.14,0.000,0.029,0.037,0.066,,0.437,0.563
2/17/20,-3.15,0.000,0.028,0.037,0.066,,0.432,0.568
2/18/20,-3.15,0.000,0.029,0.037,0.066,,0.434,0.566
2/19/20,-3.14,0.000,0.029,0.037,0.067,,0.441,0.559
2/20/20,-3.13,0.000,0.030,0.037,0.067,,0.443,0.557
2/21/20,-3.11,0.000,0.031,0.038,0.069,,0.453,0.547
2/22/20,-3.13,0.000,0.030,0.037,0.067,,0.445,0.555
2/23/20,-3.15,0.000,0.028,0.037,0.066,,0.432,0.568
2/24/20,-3.13,0.000,0.029,0.037,0.067,,0.442,0.558
2/25/20,-3.17,0.000,0.027,0.037,0.065,,0.422,0.578
2/26/20,-3.11,0.000,0.031,0.038,0.068,,0.452,0.548
2/27/20,-3.14,0.000,0.029,0.037,0.067,,0.438,0.562
2/28/20,-3.13,0.000,0.030,0.037,0.067,,0.442,0.558
2/29/20,-3.13,0.000,0.030,0.037,0.067,,0.443,0.557
3/1/20,-3.16,0.000,0.028,0.037,0.065,,0.427,0.573
3/2/20,-3.17,0.000,0.027,0.037,0.064,,0.421,0.579
3/3/20,-3.17,0.000,0.027,0.037,0.065,,0.423,0.577
3/4/20,-3.17,0.000,0.028,0.037,0.065,,0.425,0.575
3/5/20,-3.16,0.000,0.028,0.037,0.066,,0.430,0.570
3/6/20,-3.15,0.000,0.029,0.037,0.066,,0.434,0.566
3/7/20,-3.16,0.000,0.028,0.037,0.065,,0.428,0.572
3/8/20,-3.18,0.000,0.026,0.037,0.064,,0.414,0.586
3/9/20,-3.19,0.000,0.026,0.037,0.063,,0.409,0.591
3/10/20,-3.18,0.000,0.026,0.037,0.064,,0.414,0.586
3/11/20,-3.18,0.000,0.026,0.037,0.064,,0.415,0.585
