ï»¿Fig. 6a. Annual variations in pore water total dissolved nitrogen (TDN),,,,,,,,,,,,,
Fig. 6b. Annual variations in calculated TDN export rates along different zones of the hillslope,,,,,,,,,,,,,
"Fig. 6c. Subsurface C-Q relation for TDN, showing that discharge-dependence of annual cycles of flow-weighted TDN concentrations ",,,,,,,,,,,,,
,,,,,,,,,,,,,
,6a,6a,6a,6a,,6b,6b,6b,6b,6b,,6c,6c
date,soil TDN,weathering zone TDN,fractured bedrock TDN,flow-weighted TDN,,soil TDN,weathering zone TDN,bedrock TDN,total TDN,total flow,,total flow,flow-weighted TDN
,ÂµM,ÂµM,ÂµM,ÂµM,,mmol/(m day),mmol/(m day),mmol/(m day),mmol/(m day),m3/(m day),,m3/(m day),ÂµM
8/29/18,,91.9,67.6,84.0,,,7.43,2.66,10.09,0.120,,0.120,84.0
8/30/18,,92.0,66.2,83.4,,,7.31,2.61,9.92,0.119,,0.119,83.4
8/31/18,,92.0,64.8,83.0,,,7.39,2.55,9.94,0.120,,0.120,83.0
9/1/18,,92.0,63.4,82.6,,,7.38,2.49,9.88,0.120,,0.120,82.6
9/2/18,,92.0,61.9,82.0,,,7.26,2.44,9.70,0.118,,0.118,82.0
9/3/18,,92.0,60.5,81.5,,,7.19,2.38,9.57,0.117,,0.117,81.5
9/4/18,,92.7,60.0,81.7,,,7.18,2.36,9.54,0.117,,0.117,81.7
9/5/18,,93.4,59.4,81.7,,,7.05,2.34,9.38,0.115,,0.115,81.7
9/6/18,,94.0,58.8,81.9,,,7.03,2.31,9.34,0.114,,0.114,81.9
9/7/18,,94.7,58.3,82.1,,,7.07,2.29,9.36,0.114,,0.114,82.1
9/8/18,,95.4,57.7,82.4,,,7.14,2.27,9.41,0.114,,0.114,82.4
9/9/18,,96.0,57.2,82.6,,,7.14,2.25,9.39,0.114,,0.114,82.6
9/10/18,,96.7,56.6,82.8,,,7.15,2.22,9.37,0.113,,0.113,82.8
9/11/18,,97.4,56.0,83.0,,,7.18,2.20,9.39,0.113,,0.113,83.0
9/12/18,,98.0,55.5,82.9,,,7.03,2.18,9.22,0.111,,0.111,82.9
9/13/18,,98.7,54.9,83.3,,,7.12,2.16,9.28,0.111,,0.111,83.3
9/14/18,,99.4,54.3,83.3,,,7.04,2.13,9.17,0.110,,0.110,83.3
9/15/18,,100.0,53.8,83.5,,,7.03,2.11,9.14,0.110,,0.110,83.5
9/16/18,,100.7,53.2,83.3,,,6.83,2.09,8.92,0.107,,0.107,83.3
9/17/18,,101.4,52.7,83.6,,,6.92,2.07,8.99,0.108,,0.108,83.6
9/18/18,,102.0,52.1,84.0,,,7.06,2.04,9.11,0.108,,0.108,84.0
9/19/18,,102.7,51.5,84.1,,,7.05,2.02,9.08,0.108,,0.108,84.1
9/20/18,,103.3,51.0,84.4,,,7.15,2.00,9.15,0.108,,0.108,84.4
9/21/18,,104.0,50.4,84.1,,,6.89,1.98,8.87,0.105,,0.105,84.1
9/22/18,,104.7,49.8,84.2,,,6.88,1.95,8.83,0.105,,0.105,84.2
9/23/18,,105.3,49.3,84.5,,,7.00,1.93,8.93,0.106,,0.106,84.5
9/24/18,,106.0,48.7,84.9,,,7.10,1.91,9.01,0.106,,0.106,84.9
9/25/18,,106.7,48.2,84.8,,,6.98,1.89,8.87,0.105,,0.105,84.8
9/26/18,,107.3,47.6,84.7,,,6.90,1.86,8.76,0.103,,0.103,84.7
9/27/18,,108.0,47.0,84.1,,,6.57,1.84,8.42,0.100,,0.100,84.1
9/28/18,,108.7,46.5,85.0,,,6.94,1.82,8.76,0.103,,0.103,85.0
9/29/18,,109.3,45.9,85.1,,,6.91,1.80,8.71,0.102,,0.102,85.1
9/30/18,,109.2,46.0,84.8,,,6.83,1.80,8.63,0.102,,0.102,84.8
10/1/18,,109.0,46.1,84.5,,,6.66,1.80,8.47,0.100,,0.100,84.5
10/2/18,,108.8,46.2,84.5,,,6.73,1.81,8.53,0.101,,0.101,84.5
10/3/18,,108.7,46.3,84.5,,,6.74,1.81,8.55,0.101,,0.101,84.5
10/4/18,,108.5,46.3,84.4,,,6.70,1.81,8.51,0.101,,0.101,84.4
10/5/18,,108.3,46.4,84.3,,,6.70,1.82,8.51,0.101,,0.101,84.3
10/6/18,,108.1,46.5,83.6,,,6.42,1.83,8.24,0.099,,0.099,83.6
10/7/18,,107.9,46.6,84.5,,,6.84,1.82,8.66,0.102,,0.102,84.5
10/8/18,,107.7,46.7,84.2,,,6.71,1.83,8.54,0.101,,0.101,84.2
10/9/18,,107.5,46.8,83.8,,,6.54,1.83,8.37,0.100,,0.100,83.8
10/10/18,,107.4,46.9,83.5,,,6.43,1.83,8.26,0.099,,0.099,83.5
10/11/18,,107.2,47.0,83.2,,,6.29,1.83,8.13,0.098,,0.098,83.2
10/12/18,,107.0,47.1,82.7,,,6.10,1.84,7.94,0.096,,0.096,82.7
10/13/18,,106.8,47.2,82.9,,,6.21,1.84,8.05,0.097,,0.097,82.9
10/14/18,,106.6,47.3,82.7,,,6.16,1.84,8.01,0.097,,0.097,82.7
10/15/18,,106.4,47.4,81.8,,,5.80,1.84,7.65,0.093,,0.093,81.8
10/16/18,,106.2,47.5,81.5,,,5.68,1.85,7.52,0.092,,0.092,81.5
10/17/18,,106.0,47.6,81.2,,,5.58,1.85,7.42,0.091,,0.091,81.2
10/18/18,,105.9,47.6,81.3,,,5.63,1.85,7.48,0.092,,0.092,81.3
10/19/18,,105.7,47.7,80.8,,,5.45,1.85,7.31,0.090,,0.090,80.8
10/20/18,,105.5,47.8,80.5,,,5.33,1.86,7.19,0.089,,0.089,80.5
10/21/18,,105.3,47.9,80.6,,,5.42,1.86,7.28,0.090,,0.090,80.6
10/22/18,,105.1,48.0,80.6,,,5.44,1.86,7.30,0.091,,0.091,80.6
10/23/18,,104.9,48.1,80.5,,,5.39,1.87,7.26,0.090,,0.090,80.5
10/24/18,,104.7,48.2,80.7,,,5.47,1.87,7.34,0.091,,0.091,80.7
10/25/18,,104.5,48.3,80.3,,,5.36,1.87,7.23,0.090,,0.090,80.3
10/26/18,,104.4,48.4,78.4,,,4.69,1.89,6.57,0.084,,0.084,78.4
10/27/18,,104.2,48.5,79.6,,,5.09,1.88,6.97,0.088,,0.088,79.6
10/28/18,,104.0,48.6,79.5,,,5.08,1.88,6.96,0.087,,0.087,79.5
10/29/18,,103.8,48.7,79.9,,,5.23,1.88,7.12,0.089,,0.089,79.9
10/30/18,,103.6,48.8,80.2,,,5.36,1.88,7.24,0.090,,0.090,80.2
10/31/18,,103.4,48.9,79.9,,,5.29,1.89,7.18,0.090,,0.090,79.9
11/1/18,,103.2,48.9,79.6,,,5.17,1.89,7.06,0.089,,0.089,79.6
11/2/18,,103.1,49.0,79.4,,,5.09,1.89,6.98,0.088,,0.088,79.4
11/3/18,,102.9,49.1,79.4,,,5.13,1.90,7.02,0.088,,0.088,79.4
11/4/18,,102.7,49.2,79.2,,,5.05,1.90,6.95,0.088,,0.088,79.2
11/5/18,,102.5,49.3,79.4,,,5.16,1.90,7.06,0.089,,0.089,79.4
11/6/18,,102.3,49.4,79.0,,,5.00,1.90,6.90,0.087,,0.087,79.0
11/7/18,,102.1,49.5,78.6,,,4.87,1.91,6.78,0.086,,0.086,78.6
11/8/18,,101.9,49.6,78.3,,,4.77,1.91,6.68,0.085,,0.085,78.3
11/9/18,,101.7,49.7,77.7,,,4.55,1.91,6.46,0.083,,0.083,77.7
11/10/18,,101.6,49.8,78.2,,,4.75,1.91,6.66,0.085,,0.085,78.2
11/11/18,,101.4,49.9,78.4,,,4.82,1.92,6.74,0.086,,0.086,78.4
11/12/18,,101.2,50.0,77.4,,,4.49,1.92,6.41,0.083,,0.083,77.4
11/13/18,,101.0,50.1,76.7,,,4.24,1.92,6.16,0.080,,0.080,76.7
11/14/18,,100.8,50.2,76.7,,,4.25,1.92,6.18,0.081,,0.081,76.7
11/15/18,,100.6,50.3,77.0,,,4.37,1.93,6.30,0.082,,0.082,77.0
11/16/18,,100.4,50.3,77.2,,,4.46,1.93,6.39,0.083,,0.083,77.2
11/17/18,,100.3,50.4,77.2,,,4.48,1.94,6.41,0.083,,0.083,77.2
11/18/18,,100.1,50.5,76.9,,,4.35,1.94,6.29,0.082,,0.082,76.9
11/19/18,,99.9,50.6,76.4,,,4.22,1.94,6.16,0.081,,0.081,76.4
11/20/18,,99.7,50.7,76.2,,,4.13,1.94,6.07,0.080,,0.080,76.2
11/21/18,,99.5,50.8,76.0,,,4.07,1.95,6.02,0.079,,0.079,76.0
11/22/18,,99.3,50.9,76.4,,,4.22,1.95,6.17,0.081,,0.081,76.4
11/23/18,,99.1,51.0,76.4,,,4.26,1.95,6.22,0.081,,0.081,76.4
11/24/18,,98.9,51.1,76.8,,,4.41,1.96,6.37,0.083,,0.083,76.8
11/25/18,,98.8,51.2,75.6,,,3.99,1.96,5.95,0.079,,0.079,75.6
11/26/18,,98.6,51.3,75.0,,,3.79,1.96,5.75,0.077,,0.077,75.0
11/27/18,,98.4,51.4,75.2,,,3.87,1.96,5.83,0.078,,0.078,75.2
11/28/18,,98.2,51.5,75.8,,,4.08,1.97,6.05,0.080,,0.080,75.8
11/29/18,,98.0,51.6,76.0,,,4.16,1.97,6.14,0.081,,0.081,76.0
11/30/18,,97.8,51.6,76.2,,,4.24,1.97,6.21,0.082,,0.082,76.2
12/1/18,,97.6,51.7,75.9,,,4.16,1.98,6.14,0.081,,0.081,75.9
12/2/18,,97.4,51.8,75.6,,,4.05,1.98,6.03,0.080,,0.080,75.6
12/3/18,,97.3,51.9,74.8,,,3.76,1.98,5.74,0.077,,0.077,74.8
12/4/18,,97.1,52.0,74.2,,,3.57,1.98,5.55,0.075,,0.075,74.2
12/5/18,,96.9,52.1,74.3,,,3.64,1.99,5.62,0.076,,0.076,74.3
12/6/18,,96.7,52.2,74.4,,,3.66,1.99,5.65,0.076,,0.076,74.4
12/7/18,,96.5,52.3,74.0,,,3.54,1.99,5.54,0.075,,0.075,74.0
12/8/18,,96.3,52.4,73.8,,,3.48,1.99,5.47,0.074,,0.074,73.8
12/9/18,,96.1,52.5,73.5,,,3.39,2.00,5.38,0.073,,0.073,73.5
12/10/18,,96.0,52.6,73.4,,,3.38,2.00,5.38,0.073,,0.073,73.4
12/11/18,,95.8,52.7,73.8,,,3.50,2.00,5.51,0.075,,0.075,73.8
12/12/18,,95.6,52.8,74.3,,,3.68,2.01,5.68,0.076,,0.076,74.3
12/13/18,,95.4,52.9,73.4,,,3.39,2.01,5.40,0.074,,0.074,73.4
12/14/18,,95.2,53.0,73.0,,,3.26,2.01,5.27,0.072,,0.072,73.0
12/15/18,,95.0,53.0,73.1,,,3.32,2.01,5.33,0.073,,0.073,73.1
12/16/18,,94.8,53.1,72.8,,,3.21,2.02,5.23,0.072,,0.072,72.8
12/17/18,,94.6,53.2,73.2,,,3.33,2.02,5.35,0.073,,0.073,73.2
12/18/18,,94.5,53.3,73.4,,,3.42,2.02,5.44,0.074,,0.074,73.4
12/19/18,,94.3,53.4,73.2,,,3.37,2.03,5.39,0.074,,0.074,73.2
12/20/18,,94.1,53.5,72.6,,,3.16,2.03,5.19,0.072,,0.072,72.6
12/21/18,,93.9,53.6,73.1,,,3.34,2.03,5.37,0.073,,0.073,73.1
12/22/18,,93.7,53.7,72.9,,,3.28,2.03,5.32,0.073,,0.073,72.9
12/23/18,,93.5,53.8,72.1,,,3.02,2.04,5.06,0.070,,0.070,72.1
12/24/18,,93.3,53.9,72.7,,,3.21,2.04,5.25,0.072,,0.072,72.7
12/25/18,,93.1,54.0,73.0,,,3.34,2.04,5.38,0.074,,0.074,73.0
12/26/18,,93.0,54.1,73.2,,,3.41,2.04,5.46,0.075,,0.075,73.2
12/27/18,,92.8,54.2,73.2,,,3.43,2.05,5.47,0.075,,0.075,73.2
12/28/18,,92.6,54.3,72.7,,,3.25,2.05,5.30,0.073,,0.073,72.7
12/29/18,,92.4,54.3,72.0,,,3.01,2.05,5.06,0.070,,0.070,72.0
12/30/18,,92.2,54.4,72.4,,,3.17,2.06,5.23,0.072,,0.072,72.4
12/31/18,,92.0,54.5,72.8,,,3.32,2.06,5.38,0.074,,0.074,72.8
1/1/19,,91.8,54.6,71.7,,,2.95,2.06,5.02,0.070,,0.070,71.7
1/2/19,,91.7,54.7,71.4,,,2.84,2.07,4.91,0.069,,0.069,71.4
1/3/19,,91.5,54.8,71.3,,,2.81,2.07,4.88,0.068,,0.068,71.3
1/4/19,,91.3,54.9,71.1,,,2.76,2.07,4.83,0.068,,0.068,71.1
1/5/19,,91.1,55.0,71.2,,,2.80,2.07,4.88,0.068,,0.068,71.2
1/6/19,,90.9,55.1,71.8,,,3.00,2.08,5.08,0.071,,0.071,71.8
1/7/19,,90.7,55.2,71.2,,,2.81,2.08,4.89,0.069,,0.069,71.2
1/8/19,,90.5,55.3,70.3,,,2.53,2.08,4.62,0.066,,0.066,70.3
1/9/19,,90.3,55.4,70.4,,,2.57,2.09,4.66,0.066,,0.066,70.4
1/10/19,,90.2,55.5,70.8,,,2.70,2.09,4.79,0.068,,0.068,70.8
1/11/19,,90.0,55.6,71.1,,,2.80,2.09,4.89,0.069,,0.069,71.1
1/12/19,,89.8,55.6,70.7,,,2.66,2.10,4.76,0.067,,0.067,70.7
1/13/19,,89.6,55.7,70.5,,,2.60,2.10,4.70,0.067,,0.067,70.5
1/14/19,,89.4,55.8,70.0,,,2.46,2.10,4.57,0.065,,0.065,70.0
1/15/19,,89.2,55.9,70.3,,,2.55,2.10,4.66,0.066,,0.066,70.3
1/16/19,,89.0,56.0,70.6,,,2.64,2.11,4.74,0.067,,0.067,70.6
1/17/19,,88.8,56.1,70.4,,,2.57,2.11,4.68,0.067,,0.067,70.4
1/18/19,,88.7,56.2,70.7,,,2.70,2.11,4.81,0.068,,0.068,70.7
1/19/19,,88.5,56.3,69.8,,,2.39,2.12,4.51,0.065,,0.065,69.8
1/20/19,,88.3,56.4,70.1,,,2.50,2.12,4.62,0.066,,0.066,70.1
1/21/19,,88.1,56.5,71.1,,,2.85,2.12,4.97,0.070,,0.070,71.1
1/22/19,,87.9,56.6,70.3,,,2.58,2.12,4.70,0.067,,0.067,70.3
1/23/19,,87.7,56.7,69.9,,,2.44,2.13,4.57,0.065,,0.065,69.9
1/24/19,,87.5,56.8,69.9,,,2.45,2.13,4.58,0.066,,0.066,69.9
1/25/19,,87.4,56.9,69.8,,,2.41,2.13,4.54,0.065,,0.065,69.8
1/26/19,,87.2,57.0,69.0,,,2.17,2.13,4.30,0.062,,0.062,69.0
1/27/19,,87.0,57.0,69.6,,,2.35,2.14,4.49,0.065,,0.065,69.6
1/28/19,,86.8,57.1,69.9,,,2.45,2.14,4.59,0.066,,0.066,69.9
1/29/19,,86.6,57.2,69.7,,,2.41,2.15,4.55,0.065,,0.065,69.7
1/30/19,,86.4,57.3,69.7,,,2.40,2.15,4.55,0.065,,0.065,69.7
1/31/19,,86.2,57.4,69.5,,,2.34,2.15,4.50,0.065,,0.065,69.5
2/1/19,,86.0,57.5,69.4,,,2.31,2.15,4.46,0.064,,0.064,69.4
2/2/19,,85.9,57.6,69.5,,,2.35,2.16,4.51,0.065,,0.065,69.5
2/3/19,,85.7,57.7,70.0,,,2.52,2.16,4.68,0.067,,0.067,70.0
2/4/19,,85.5,57.8,69.8,,,2.46,2.16,4.62,0.066,,0.066,69.8
2/5/19,,85.3,57.9,69.9,,,2.50,2.17,4.67,0.067,,0.067,69.9
2/6/19,,85.1,58.0,70.0,,,2.54,2.17,4.71,0.067,,0.067,70.0
2/7/19,,84.9,58.1,69.1,,,2.23,2.17,4.40,0.064,,0.064,69.1
2/8/19,,84.7,58.2,68.9,,,2.15,2.18,4.33,0.063,,0.063,68.9
2/9/19,,84.5,58.3,69.3,,,2.28,2.18,4.46,0.064,,0.064,69.3
2/10/19,,84.4,58.3,69.4,,,2.33,2.18,4.51,0.065,,0.065,69.4
2/11/19,,84.2,58.4,69.3,,,2.31,2.19,4.50,0.065,,0.065,69.3
2/12/19,,84.0,58.5,68.5,,,2.03,2.19,4.22,0.062,,0.062,68.5
2/13/19,,83.8,58.6,69.0,,,2.21,2.19,4.40,0.064,,0.064,69.0
2/14/19,,83.6,58.7,69.1,,,2.25,2.20,4.44,0.064,,0.064,69.1
2/15/19,,83.4,58.8,69.2,,,2.26,2.20,4.46,0.065,,0.065,69.2
2/16/19,,83.2,58.9,69.4,,,2.37,2.20,4.57,0.066,,0.066,69.4
2/17/19,,83.1,59.0,68.9,,,2.19,2.20,4.39,0.064,,0.064,68.9
2/18/19,,82.9,59.1,69.0,,,2.20,2.21,4.41,0.064,,0.064,69.0
2/19/19,,82.7,59.2,69.2,,,2.28,2.21,4.49,0.065,,0.065,69.2
2/20/19,,82.5,59.3,69.1,,,2.26,2.21,4.47,0.065,,0.065,69.1
2/21/19,,82.3,59.4,69.0,,,2.23,2.22,4.45,0.064,,0.064,69.0
2/22/19,,82.1,59.5,68.9,,,2.17,2.22,4.39,0.064,,0.064,68.9
2/23/19,,81.9,59.6,68.4,,,2.00,2.22,4.22,0.062,,0.062,68.4
2/24/19,,81.7,59.7,68.1,,,1.91,2.23,4.14,0.061,,0.061,68.1
2/25/19,,81.6,59.7,68.3,,,1.97,2.23,4.20,0.061,,0.061,68.3
2/26/19,,81.4,59.8,68.1,,,1.91,2.24,4.15,0.061,,0.061,68.1
2/27/19,,81.2,59.9,68.2,,,1.92,2.24,4.16,0.061,,0.061,68.2
2/28/19,,81.0,60.0,68.3,,,1.98,2.24,4.22,0.062,,0.062,68.3
3/1/19,,80.8,60.1,68.4,,,2.00,2.24,4.25,0.062,,0.062,68.4
3/2/19,,80.6,60.2,68.5,,,2.06,2.25,4.31,0.063,,0.063,68.5
3/3/19,,80.4,60.3,68.5,,,2.06,2.25,4.31,0.063,,0.063,68.5
3/4/19,,80.3,60.4,68.3,,,1.97,2.25,4.22,0.062,,0.062,68.3
3/5/19,,80.1,60.5,67.8,,,1.77,2.26,4.03,0.060,,0.060,67.8
3/6/19,,79.9,60.6,68.3,,,1.97,2.26,4.23,0.062,,0.062,68.3
3/7/19,,79.7,60.7,68.4,,,2.01,2.26,4.28,0.063,,0.063,68.4
3/8/19,,79.5,60.8,68.6,,,2.11,2.26,4.38,0.064,,0.064,68.6
3/9/19,,79.3,60.9,68.4,,,2.02,2.27,4.29,0.063,,0.063,68.4
3/10/19,,79.1,61.0,68.2,,,1.96,2.27,4.23,0.062,,0.062,68.2
3/11/19,,78.9,61.0,68.1,,,1.90,2.27,4.17,0.061,,0.061,68.1
3/12/19,,78.8,61.1,68.3,,,2.00,2.28,4.27,0.063,,0.063,68.3
3/13/19,,78.6,61.2,68.5,,,2.10,2.28,4.38,0.064,,0.064,68.5
3/14/19,,78.4,61.3,68.0,,,1.86,2.29,4.14,0.061,,0.061,68.0
3/15/19,,78.2,61.4,67.7,,,1.75,2.29,4.04,0.060,,0.060,67.7
3/16/19,,78.0,61.5,67.7,,,1.75,2.29,4.04,0.060,,0.060,67.7
3/17/19,,77.8,61.6,67.7,,,1.74,2.30,4.03,0.060,,0.060,67.7
3/18/19,,77.6,61.7,67.7,,,1.76,2.30,4.06,0.060,,0.060,67.7
3/19/19,,77.4,61.8,67.7,,,1.74,2.30,4.05,0.060,,0.060,67.7
3/20/19,,77.3,61.9,67.6,,,1.69,2.31,3.99,0.059,,0.059,67.6
3/21/19,,77.1,62.0,67.8,,,1.78,2.31,4.09,0.060,,0.060,67.8
3/22/19,,76.9,62.1,67.9,,,1.84,2.31,4.15,0.061,,0.061,67.9
3/23/19,,76.7,62.2,67.8,,,1.79,2.31,4.11,0.061,,0.061,67.8
3/24/19,,76.5,62.3,67.7,,,1.76,2.32,4.08,0.060,,0.060,67.7
3/25/19,,76.3,62.4,67.6,,,1.72,2.32,4.03,0.060,,0.060,67.6
3/26/19,,76.1,62.4,67.8,,,1.80,2.32,4.13,0.061,,0.061,67.8
3/27/19,,76.0,62.5,67.8,,,1.85,2.32,4.17,0.062,,0.062,67.8
3/28/19,,75.8,62.6,67.8,,,1.85,2.33,4.18,0.062,,0.062,67.8
3/29/19,,75.6,62.7,67.9,,,1.92,2.33,4.25,0.063,,0.063,67.9
3/30/19,,75.4,62.8,67.7,,,1.80,2.33,4.14,0.061,,0.061,67.7
3/31/19,,75.2,62.9,67.8,,,1.83,2.34,4.17,0.062,,0.062,67.8
4/1/19,,75.0,63.0,67.8,,,1.84,2.34,4.18,0.062,,0.062,67.8
4/2/19,,74.8,63.1,67.8,,,1.84,2.34,4.18,0.062,,0.062,67.8
4/3/19,,74.6,63.2,67.8,,,1.90,2.35,4.24,0.063,,0.063,67.8
4/4/19,,74.5,63.3,67.7,,,1.79,2.35,4.14,0.061,,0.061,67.7
4/5/19,,74.3,63.4,67.8,,,1.87,2.35,4.22,0.062,,0.062,67.8
4/6/19,,74.1,63.5,67.7,,,1.85,2.35,4.20,0.062,,0.062,67.7
4/7/19,,73.9,63.6,67.6,,,1.73,2.36,4.09,0.061,,0.061,67.6
4/8/19,,73.7,63.7,67.6,,,1.77,2.36,4.13,0.061,,0.061,67.6
4/9/19,,73.5,63.7,67.5,,,1.71,2.37,4.09,0.061,,0.061,67.5
4/10/19,,73.3,63.8,68.0,,,2.15,2.37,4.52,0.066,,0.066,68.0
4/11/19,,73.1,63.9,67.9,,,2.06,2.36,4.42,0.065,,0.065,67.9
4/12/19,,73.0,64.0,67.9,,,2.07,2.37,4.43,0.065,,0.065,67.9
4/13/19,,72.8,64.1,67.6,,,1.83,2.38,4.21,0.062,,0.062,67.6
4/14/19,,72.6,64.2,67.8,,,1.99,2.38,4.37,0.065,,0.065,67.8
4/15/19,,72.4,64.3,67.8,,,2.08,2.38,4.46,0.066,,0.066,67.8
4/16/19,,72.2,64.4,67.9,,,2.14,2.38,4.52,0.067,,0.067,67.9
4/17/19,,72.0,64.5,67.9,,,2.15,2.39,4.53,0.067,,0.067,67.9
4/18/19,,71.8,64.6,67.8,,,2.12,2.39,4.51,0.066,,0.066,67.8
4/19/19,,71.7,64.7,67.9,,,2.30,2.39,4.69,0.069,,0.069,67.9
4/20/19,,71.5,64.8,68.1,,,2.64,2.39,5.03,0.074,,0.074,68.1
4/21/19,,71.3,64.9,68.2,,,2.92,2.39,5.31,0.078,,0.078,68.2
4/22/19,,71.1,65.0,68.3,,,3.08,2.39,5.47,0.080,,0.080,68.3
4/23/19,,81.3,65.0,74.4,,,4.02,2.38,6.41,0.086,,0.086,74.4
4/24/19,,91.6,65.0,81.0,,,5.08,2.38,7.46,0.092,,0.092,81.0
4/25/19,,101.8,65.0,88.0,,,6.19,2.38,8.57,0.097,,0.097,88.0
4/26/19,,112.0,65.0,95.8,,,7.74,2.38,10.12,0.106,,0.106,95.8
4/27/19,,122.3,65.0,104.7,,,10.08,2.38,12.46,0.119,,0.119,104.7
4/28/19,,132.5,65.0,114.2,,,13.03,2.38,15.41,0.135,,0.135,114.2
4/29/19,,142.8,65.0,123.7,,,16.19,2.39,18.59,0.150,,0.150,123.7
4/30/19,,153.0,65.0,133.1,,,19.40,2.41,21.82,0.164,,0.164,133.1
5/1/19,338.8,163.2,65.0,142.0,,,22.18,2.44,24.62,0.173,,0.173,142.0
5/2/19,322.4,159.7,64.1,139.7,,,22.75,2.42,25.17,0.180,,0.180,139.7
5/3/19,305.9,156.1,63.2,137.1,,,23.11,2.40,25.51,0.186,,0.186,137.1
5/4/19,289.4,152.6,62.2,134.8,,,23.71,2.38,26.09,0.194,,0.194,134.8
5/5/19,272.9,149.0,61.3,132.2,,,24.06,2.35,26.41,0.200,,0.200,132.2
5/6/19,256.4,145.5,60.4,135.5,,0.00,24.53,2.32,26.85,0.217,,0.217,135.5
5/7/19,240.0,141.9,59.4,194.6,,0.00,24.22,2.29,26.52,0.523,,0.523,194.6
5/8/19,223.5,138.4,58.5,200.0,,152.48,23.72,2.27,178.47,0.892,,0.892,200.0
5/9/19,207.0,134.8,57.6,190.3,,182.53,23.19,2.24,207.96,1.093,,1.093,190.3
5/10/19,190.5,131.3,56.6,177.8,,190.06,22.65,2.21,214.92,1.209,,1.209,177.8
5/11/19,174.1,127.7,55.7,165.0,,205.42,22.07,2.18,229.67,1.392,,1.392,165.0
5/12/19,157.6,124.2,54.8,151.6,,224.77,21.50,2.15,248.42,1.639,,1.639,151.6
5/13/19,141.1,120.6,53.9,137.4,,235.73,20.94,2.11,258.78,1.883,,1.883,137.4
5/14/19,135.2,134.3,53.6,133.6,,259.42,23.38,2.11,284.91,2.132,,2.132,133.6
5/15/19,129.3,148.0,53.3,129.4,,288.97,25.85,2.10,316.92,2.448,,2.448,129.4
5/16/19,123.5,161.8,53.0,124.9,,308.09,28.35,2.10,338.54,2.710,,2.710,124.9
5/17/19,117.6,175.5,52.8,120.2,,315.44,30.87,2.10,348.41,2.899,,2.899,120.2
5/18/19,111.7,189.2,52.5,115.5,,303.36,33.37,2.09,338.83,2.933,,2.933,115.5
5/19/19,105.8,202.9,52.2,110.9,,286.83,35.83,2.08,324.74,2.928,,2.928,110.9
5/20/19,99.9,216.6,51.9,106.1,,278.81,38.33,2.08,319.21,3.008,,3.008,106.1
5/21/19,97.2,210.1,52.2,103.2,,274.89,37.23,2.09,314.21,3.045,,3.045,103.2
5/22/19,94.5,203.7,52.6,100.4,,261.16,36.08,2.11,299.34,2.980,,2.980,100.4
5/23/19,91.8,197.2,52.9,98.3,,226.14,35.14,2.13,263.41,2.681,,2.681,98.3
5/24/19,89.1,190.8,53.2,95.3,,220.47,33.95,2.14,256.56,2.692,,2.692,95.3
5/25/19,86.4,184.3,53.5,92.4,,214.85,32.83,2.15,249.83,2.704,,2.704,92.4
5/26/19,83.8,177.8,53.8,89.5,,208.40,31.76,2.17,242.33,2.707,,2.707,89.5
5/27/19,81.1,171.4,54.1,86.4,,208.80,30.62,2.19,241.61,2.795,,2.795,86.4
5/28/19,80.9,169.5,54.0,86.2,,207.53,30.31,2.18,240.03,2.784,,2.784,86.2
5/29/19,80.8,167.5,53.8,86.1,,201.36,29.97,2.18,233.50,2.713,,2.713,86.1
5/30/19,80.6,165.6,53.7,86.1,,190.95,29.65,2.17,222.77,2.588,,2.588,86.1
5/31/19,80.5,163.7,53.5,85.8,,190.98,29.27,2.16,222.42,2.593,,2.593,85.8
6/1/19,80.3,161.8,53.4,85.6,,185.85,28.96,2.16,216.97,2.534,,2.534,85.6
6/2/19,80.2,159.9,53.2,85.3,,187.28,28.60,2.15,218.03,2.556,,2.556,85.3
6/3/19,80.0,158.0,53.1,85.2,,180.38,28.25,2.15,210.78,2.474,,2.474,85.2
6/4/19,79.9,156.0,52.9,85.1,,172.95,27.90,2.14,203.00,2.385,,2.385,85.1
6/5/19,79.7,154.1,52.8,85.0,,167.69,27.56,2.14,197.39,2.323,,2.323,85.0
6/6/19,79.6,152.2,52.6,84.9,,160.57,27.22,2.13,189.92,2.237,,2.237,84.9
6/7/19,79.4,150.3,52.5,84.7,,156.18,26.88,2.12,185.18,2.186,,2.186,84.7
6/8/19,79.3,148.4,52.4,84.7,,146.43,26.54,2.12,175.08,2.067,,2.067,84.7
6/9/19,77.2,146.5,52.6,83.7,,119.29,26.18,2.13,147.59,1.763,,1.763,83.7
6/10/19,75.2,144.6,52.9,82.3,,105.47,25.81,2.14,133.42,1.621,,1.621,82.3
6/11/19,73.2,142.7,53.2,80.2,,105.68,25.43,2.15,133.26,1.662,,1.662,80.2
6/12/19,71.2,140.8,53.5,79.1,,90.26,25.08,2.15,117.49,1.486,,1.486,79.1
6/13/19,69.2,139.0,53.8,77.1,,87.69,24.76,2.17,114.61,1.486,,1.486,77.1
6/14/19,67.2,137.1,54.1,75.5,,81.16,24.42,2.18,107.76,1.427,,1.427,75.5
