sampleID,IGSN,core,depth,enzyme,temperature,substrate_conc,activity
N/A,N/A,N/A,cm,N/A,degreeCelsius,micromolar,nmol/g_dry_soil/h
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,4,20,0.628264777
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,4,20,0.604286897
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,4,10,0.376805079
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,4,10,0.360390858
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,4,10,0.370079981
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,4,10,0.400342921
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,600,9.869522056
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,600,9.330274977
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,600,9.099100575
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,600,9.760311821
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,350,7.804563684
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,350,9.21510971
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,350,7.034127216
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,350,6.8348901
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,190,5.115511782
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,190,5.227719416
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,190,6.106391965
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,190,5.46682194
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,110,4.232239831
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,110,4.341060404
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,110,3.673704489
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,110,3.973414422
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,70,3.302043957
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,70,3.242051015
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,70,3.385686378
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,70,3.244763661
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,40,-9999
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,40,2.421161918
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,40,2.540308531
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,40,2.519731386
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,20,1.713108742
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,20,1.635835794
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,20,1.560001598
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,20,1.685892359
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,10,1.088390407
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,10,1.045932249
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,10,1.095793982
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,10,10,1.048989596
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,600,11.41700946
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,600,10.72880371
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,600,11.7706764
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,600,9.884055426
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,350,8.427041607
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,350,-9999
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,350,8.115875165
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,350,8.127110762
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,190,6.387766811
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,190,7.017570713
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,190,6.814995661
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,190,5.843269142
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,110,4.806699452
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,110,5.058025076
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,110,5.172372348
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,110,4.528818284
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,70,3.910137659
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,70,3.463170205
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,70,3.963365028
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,70,3.358401534
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,40,2.415516936
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,40,2.313597135
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,40,2.731756112
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,40,2.539282923
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,20,1.432729299
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,20,1.512890123
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,20,1.517861112
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,20,1.605042367
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,10,1.110611222
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,10,1.133431257
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,10,1.206615256
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,16,10,1.105233252
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,600,16.9468823
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,600,-9999
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,600,17.05250266
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,600,16.85805535
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,350,11.93584825
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,350,11.64335344
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,350,13.6696964
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,350,14.74167808
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,190,11.34243668
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,190,12.11336873
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,190,10.92751146
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,190,10.33513207
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,110,7.888284804
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,110,9.957618214
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,110,9.407580166
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,110,8.276979689
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,70,6.592478406
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,70,8.186903027
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,70,6.900851225
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,70,5.840303706
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,40,4.568681156
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,40,5.419918627
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,40,5.975116193
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,40,5.249171824
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,20,2.749386542
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,20,2.598645359
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,20,2.766246519
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,20,-9999
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,10,1.60983611
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,10,1.618490788
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,10,1.998863868
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,25,10,2.014342425
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,600,32.31061531
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,600,32.0994467
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,600,32.46223218
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,600,32.05101301
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,350,23.88259185
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,350,24.79604888
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,350,25.61588988
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,350,24.08253028
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,190,17.81617539
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,190,17.99311156
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,190,19.09516472
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,190,18.65102112
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,110,14.01535625
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,110,-9999
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,110,13.66054962
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,110,14.02931457
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,70,10.79924799
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,70,11.7335771
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,70,12.3306082
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,70,12.50044375
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,40,7.476419808
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,40,7.450409126
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,40,8.753503182
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,40,8.307715223
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,20,4.751109892
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,20,4.969435184
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,20,5.11439989
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,20,5.239258638
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,10,3.332833879
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,10,2.896687811
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,10,3.227520515
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,35,10,3.726152014
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,600,47.86006834
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,600,-9999
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,600,47.07598182
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,600,46.89403711
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,350,37.65532872
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,350,35.33494633
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,350,37.45598199
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,350,39.5266832
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,190,26.4318016
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,190,28.02432552
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,190,30.4623209
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,190,29.93080262
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,110,19.75215523
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,110,21.90757681
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,110,25.13511425
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,110,24.97732132
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,70,19.5099107
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,70,17.20276898
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,70,19.22106502
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,70,21.47588121
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,40,12.54945463
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,40,13.01257938
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,40,13.87234677
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,40,13.731478
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,20,8.796885176
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,20,8.492349796
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,20,9.437056576
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,20,10.41067381
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,10,6.166091715
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,10,6.199123699
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,10,-9999
BE201907092COP5060,IEBWE00AB,Core2,50-60,LAP,50,10,6.387638964
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,700,175.1978668
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,700,167.2792082
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,700,192.6172646
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,700,191.6963856
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,350,205.8787898
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,350,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,350,204.6944809
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,350,206.8244357
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,200,189.0970879
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,200,218.3220491
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,200,208.8183079
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,200,215.0970964
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,130,242.9581775
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,130,239.3834859
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,130,258.4772773
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,130,219.0078189
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,80,200.0074218
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,80,205.96349
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,80,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,80,202.007538
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,40,172.0487935
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,40,170.0359187
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,40,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,40,172.5966677
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,10,123.475327
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,10,121.7881746
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,10,119.0825767
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,4,10,113.9633301
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,700,532.543413
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,700,501.3045756
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,700,609.0888424
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,700,550.052807
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,350,583.5065916
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,350,579.7137936
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,350,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,350,577.7724292
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,200,615.9103522
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,200,728.4324047
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,200,676.4024109
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,200,536.5385246
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,130,497.9093829
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,130,717.0294714
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,130,552.5630736
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,130,587.9687071
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,80,550.3392713
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,80,485.3292579
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,80,554.5917158
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,80,530.7643226
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,40,403.6993435
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,40,406.0489655
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,40,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,40,419.4301052
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,10,298.2832451
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,10,314.9061779
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,10,278.7939449
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,10,10,288.9190168
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,700,526.0086517
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,700,542.9580322
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,700,587.1158966
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,700,553.8233783
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,350,532.0631547
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,350,565.5412316
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,350,678.1664084
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,350,608.416708
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,200,540.1864897
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,200,571.144274
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,200,570.1135341
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,130,533.4907174
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,130,507.1871496
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,130,543.6850022
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,130,499.1382274
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,80,490.9358699
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,80,527.7285827
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,80,528.1759569
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,80,565.0461976
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,40,410.1548534
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,40,415.4127708
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,40,403.9195758
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,40,439.1019958
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,10,280.1998147
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,10,283.1903586
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,10,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,16,10,282.4951493
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,700,774.4346085
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,700,461.4839758
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,700,555.993466
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,700,494.6254459
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,350,527.5395708
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,350,546.8860344
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,350,565.8710079
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,350,511.1647365
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,200,573.7853869
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,200,592.4144833
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,200,592.2528231
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,130,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,130,569.4605908
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,130,568.5838086
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,130,547.3075259
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,80,550.6301863
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,80,527.7608767
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,80,516.2145192
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,80,565.1695034
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,40,490.8121688
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,40,488.7532462
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,40,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,40,499.1758405
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,10,293.0417686
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,10,282.6719383
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,10,272.7623907
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,25,10,277.3786884
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,700,772.4207565
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,700,756.8423571
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,700,742.6646413
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,700,800.8512709
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,350,728.6787034
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,350,779.8670923
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,350,848.0798732
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,350,684.0872501
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,200,877.3602877
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,200,751.9706124
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,200,673.5504458
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,200,875.2450223
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,130,826.8722339
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,130,799.5200648
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,130,798.03912
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,130,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,80,674.066133
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,80,680.9323313
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,80,675.8033951
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,80,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,40,607.5069089
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,40,565.6741036
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,40,606.9813289
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,40,536.0021329
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,10,363.207766
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,10,349.8559618
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,10,396.3257812
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,35,10,387.8142325
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,1200,-9999
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,700,1044.091879
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,700,1215.059808
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,700,980.4330662
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,700,997.0458252
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,350,1159.857033
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,350,1211.793113
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,350,1120.098149
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,350,1071.388153
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,200,1495.105301
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,200,1350.315678
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,200,1291.927429
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,200,1379.451025
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,130,1473.745477
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,130,1336.165461
BE201907092COP6070,IEBWE00AC,Core2,60-70,AP,50,130,-9999
