date,,PH_discharge_ISPOC,,
4/16/2018,4/16,1.000522107,,
4/17/2018,4/17,1.052878013,,
4/18/2018,4/18,1.104869935,,
4/19/2018,4/19,0.984231013,,
4/20/2018,4/20,1.108904586,,
4/21/2018,4/21,1.069422019,,
4/22/2018,4/22,1.055415927,,
4/23/2018,4/23,1.44856,,
4/24/2018,4/24,1.683748449,,
4/25/2018,4/25,1.599805434,,
4/26/2018,4/26,1.94651429,,
4/27/2018,4/27,2.233728754,,
4/28/2018,4/28,2.608403428,,
4/29/2018,4/29,2.84239629,,
4/30/2018,4/30,2.877187006,,
5/1/2018,5/1,2.639017492,,
5/2/2018,5/2,2.23546353,,
5/3/2018,5/3,2.169176087,,
5/4/2018,5/4,2.028876112,,
5/5/2018,5/5,2.341090062,,
5/6/2018,5/6,2.933561765,,
5/7/2018,5/7,3.327022373,,
5/8/2018,5/8,4.061941153,,
5/9/2018,5/9,4.540292058,,
5/10/2018,5/10,4.704625075,,
5/11/2018,5/11,5.166317808,,
5/12/2018,5/12,4.799850396,,
5/13/2018,5/13,4.474668737,,
5/14/2018,5/14,4.635921307,,
5/15/2018,5/15,4.836804907,,
5/16/2018,5/16,5.119013314,,
5/17/2018,5/17,5.554222573,,
5/18/2018,5/18,5.547255705,,
5/19/2018,5/19,5.218958531,,
5/20/2018,5/20,4.579809095,,
5/21/2018,5/21,4.155434307,,
5/22/2018,5/22,4.273535367,,
5/23/2018,5/23,4.429529566,,
5/24/2018,5/24,4.82711674,,
5/25/2018,5/25,5.318549243,,
5/26/2018,5/26,5.206550742,,
5/27/2018,5/27,4.882247218,,
5/28/2018,5/28,4.911463103,,
5/29/2018,5/29,4.201977056,,
5/30/2018,5/30,4.396817379,,
5/31/2018,5/31,4.643998334,,
6/1/2018,6/1,4.823615298,,
6/2/2018,6/2,4.354021252,,
6/3/2018,6/3,4.046835297,,
6/4/2018,6/4,3.738463187,,
6/5/2018,6/5,3.900290598,,
6/6/2018,6/6,3.857531052,,
6/7/2018,6/7,3.753774015,,
6/8/2018,6/8,3.603565863,,
6/9/2018,6/9,3.297295236,,
6/10/2018,6/10,3.15156003,,
6/11/2018,6/11,3.04168719,,
6/12/2018,6/12,2.855164146,,
6/13/2018,6/13,2.709086865,,
6/14/2018,6/14,2.698210696,,
6/15/2018,6/15,2.5884216,,
6/16/2018,6/16,2.560536792,,
6/17/2018,6/17,3.657688531,,
6/18/2018,6/18,2.958771191,,
6/19/2018,6/19,2.466323972,,
6/20/2018,6/20,2.265913225,,
6/21/2018,6/21,2.028808579,,
6/22/2018,6/22,1.889677736,,
6/23/2018,6/23,1.679742085,,
6/24/2018,6/24,1.753028831,,
6/25/2018,6/25,1.596028696,,
6/26/2018,6/26,1.542793244,,
6/27/2018,6/27,1.485826033,,
6/28/2018,6/28,1.397126918,,
