SampleSiteCode,FieldPointName,Northing,Easting,Elevation,Code,EPSG,,,
438-ER18,TR-438,4316226.29,321125.685,2995.001,CP-PLOT,26913,,,
,Base-JULY02-2018,4313899.612,327887.383,2907.11,BASE,26913,,,
,BASE-CO-JUNE14-2018,4313891.623,327891.757,2907.518,BASE,26913,,,
,Base-JUNE15-2018,4309811.362,330899.621,2773.229,BASE,26913,,,
,Base-JUNE16-2018,4310565.32,328403.308,3161.63,BASE,26913,,,
,Base-JUNE18-2018,4310527.892,328933.291,3058.001,BASE,26913,,,
,Base-JUNE19-2018,4309811.362,330899.621,2772.371,BASE,26913,,,
,Base-JUNE20A-2018,4316731.038,326081.071,2951.997,BASE,26913,,,
,Base-JUNE21-2018,4303084.873,318126.822,3001.805,BASE,26913,,,
,Base-JUNE22-2018,4314469.075,324122.481,3206.725,BASE,26913,,,
,Base-JUNE23-GOOD-2018,4316349.65,323432.762,3479.682,BASE,26913,,,
,Base-JUNE24-2018,4311735.339,325510.683,2972.428,BASE,26913,,,
,Base-JUNE24-2018,4308421.036,324224.994,2730.889,BASE,26913,,,
,Base-JUNE26-2018,4313603.033,320840.961,2891.279,BASE,26913,,,
,Base-JUNE19-2018,4317824.417,321107.511,3451.378,BASE,26913,,,
,Base-JUNE19-2018,4316067.643,321032.149,2975.204,BASE,26913,,,
,Base-JUNE29-2018,4317422.182,326240.936,2967.918,BASE,26913,,,
