Lab_ID_LBNL,IGSN,Latitude,Longitude,Location,Field_Site,Elevation,Block,Plot,Replicate,Topographic_Position,Depth_Increment,Date_Collected,Extractable Ammonium (µg N-NH4+),Extractable Nitrate (µg N-NO3-),Total Dissolved N (µg g soil-1),Dissolved Organic N (µg N g soil-1)
1,,38.92022817,-106.9486757,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,0-5 cm,9/12/2016,2.180,1.130,13.270,9.964
2,,38.92022817,-106.9486757,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,5-15 cm,9/12/2016,1.600,2.130,10.630,6.901
3,,38.92022817,-106.9486757,East_River,Pumphouse_Hillslope,2765,A,A1,1,Upslope,15 cm +,9/12/2016,1.950,1.840,23.170,19.375
4,,38.92027083,-106.9486578,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,0-5 cm,9/12/2016,1.120,1.070,10.300,8.113
5,,38.92027083,-106.9486578,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,5-15 cm,9/12/2016,1.550,0.530,14.110,12.033
6,,38.92027083,-106.9486578,East_River,Pumphouse_Hillslope,2765,A,A1,1,Downslope,15 cm +,9/12/2016,1.550,1.680,7.650,4.424
7,,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,0-5 cm,9/12/2016,1.460,0.850,8.830,6.520
8,,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,5-15 cm,9/12/2016,2.890,1.800,12.050,7.358
9,,38.92029772,-106.9487593,East_River,Pumphouse_Hillslope,2765,A,A2,2,Upslope,15 cm +,9/12/2016,2.390,1.960,7.370,3.025
10,,38.92025952,-106.9488273,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,0-5 cm,9/12/2016,5.910,1.120,8.680,1.651
11,,38.92025952,-106.9488273,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,5-15 cm,9/12/2016,1.960,2.570,6.880,2.354
12,,38.92025952,-106.9488273,East_River,Pumphouse_Hillslope,2765,A,A2,2,Downslope,15 cm +,9/12/2016,2.060,2.260,16.780,12.457
13,,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,0-5 cm,9/12/2016,3.480,4.290,14.420,6.645
14,,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,5-15 cm,9/12/2016,1.520,1.260,14.410,11.633
15,,38.92030701,-106.9483947,East_River,Pumphouse_Hillslope,2765,B,B1,1,Upslope,15 cm +,9/12/2016,1.600,3.900,6.180,0.676
16,,38.92034772,-106.9483399,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,0-5 cm,9/12/2016,1.770,1.800,6.510,2.939
17,,38.92034772,-106.9483399,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,5-15 cm,9/12/2016,1.830,2.990,6.690,1.872
18,,38.92034772,-106.9483399,East_River,Pumphouse_Hillslope,2765,B,B1,1,Downslope,15 cm +,9/12/2016,2.170,1.940,18.310,14.195
19,,38.92034595,-106.9485022,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,0-5 cm,9/12/2016,1.680,2.090,14.150,10.376
20,,38.92034595,-106.9485022,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,5-15 cm,9/12/2016,1.700,2.330,16.440,12.412
21,,38.92034595,-106.9485022,East_River,Pumphouse_Hillslope,2765,B,B2,2,Upslope,15 cm +,9/12/2016,1.860,3.590,17.990,12.544
22,,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,0-5 cm,9/12/2016,2.370,3.620,9.640,3.650
23,,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,5-15 cm,9/12/2016,1.600,0.530,15.960,13.832
24,,38.92040592,-106.9484972,East_River,Pumphouse_Hillslope,2765,B,B2,2,Downslope,15 cm +,9/12/2016,1.680,1.280,10.810,7.850
25,,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,0-5 cm,9/12/2016,3.440,1.460,14.290,9.387
26,,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,5-15 cm,9/12/2016,3.550,2.790,23.450,17.115
27,,38.92040586,-106.9486826,East_River,Pumphouse_Hillslope,2765,C,C1,1,Upslope,15 cm +,9/12/2016,3.380,1.150,22.230,17.702
28,,38.92045047,-106.9486656,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,0-5 cm,9/12/2016,4.130,2.460,18.150,11.560
29,,38.92045047,-106.9486656,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,5-15 cm,9/12/2016,3.200,1.200,17.270,12.866
30,,38.92045047,-106.9486656,East_River,Pumphouse_Hillslope,2765,C,C1,1,Downslope,15 cm +,9/12/2016,3.290,1.860,10.210,5.058
31,,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,0-5 cm,9/12/2016,2.860,0.660,9.700,6.177
32,,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,5-15 cm,9/12/2016,3.330,1.280,12.320,7.714
33,,38.92044255,-106.948818,East_River,Pumphouse_Hillslope,2765,C,C2,2,Upslope,15 cm +,9/12/2016,3.060,1.090,19.270,15.122
34,,38.920496,-106.9487843,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,0-5 cm,9/12/2016,3.490,0.880,12.080,7.709
35,,38.920496,-106.9487843,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,5-15 cm,9/12/2016,3.160,0.290,7.540,4.087
36,,38.920496,-106.9487843,East_River,Pumphouse_Hillslope,2765,C,C2,2,Downslope,15 cm +,9/12/2016,2.990,0.860,6.380,2.529
37,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Upslope,0-5 cm,9/12/2016,6.820,0.000,17.120,10.302
38,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Upslope,5-15 cm,9/12/2016,3.960,3.240,8.240,1.041
39,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Upslope,15 cm +,9/12/2016,2.920,3.390,18.010,11.703
40,,38.92118901,-106.9479755,East_River,Pumphouse_Floodplain,2750,F,F2,2,Upslope,0-5 cm,9/12/2016,5.040,0.150,17.590,12.399
41,,38.92118901,-106.9479755,East_River,Pumphouse_Floodplain,2750,F,F2,2,Upslope,5-15 cm,9/12/2016,4.750,0.000,20.470,15.717
42,,38.92118901,-106.9479755,East_River,Pumphouse_Floodplain,2750,F,F2,2,Upslope,15 cm +,9/12/2016,3.680,1.290,27.500,22.533
43,,38.92134244,-106.9477999,East_River,Pumphouse_Floodplain,2750,F,F3,3,Upslope,0-5 cm,9/12/2016,2.740,1.750,36.610,32.118
44,,38.92134244,-106.9477999,East_River,Pumphouse_Floodplain,2750,F,F3,3,Upslope,5-15 cm,9/12/2016,4.170,0.100,46.180,41.912
45,,38.92134244,-106.9477999,East_River,Pumphouse_Floodplain,2750,F,F3,3,Upslope,15 cm +,9/12/2016,4.770,0.730,17.840,12.337
49,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,0-5 cm,10/20/2016,3.820,1.250,32.980,25.926
50,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,5-15 cm,10/20/2016,3.360,2.110,9.960,7.281
51,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,15 cm +,10/20/2016,3.430,2.160,2.560,-0.278
52,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Downslope,0-5 cm,10/20/2016,2.290,0.370,32.180,26.803
53,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Downslope,5-15 cm,10/20/2016,3.190,0.050,5.670,1.661
54,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Downslope,15 cm +,10/20/2016,3.390,0.310,6.700,2.334
55,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Upslope,0-5 cm,10/20/2016,2.730,0.000,17.080,7.863
56,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Upslope,5-15 cm,10/20/2016,4.040,0.390,7.980,2.897
57,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Upslope,15 cm +,10/20/2016,1.850,0.140,22.340,18.364
58,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Downslope,0-5 cm,10/20/2016,4.020,0.480,17.060,9.672
59,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Downslope,5-15 cm,10/20/2016,5.640,1.500,24.210,18.655
60,,,,Washington_Gulch,Upper_Montane,2950,B,B1,1,Downslope,15 cm +,10/20/2016,2.490,0.720,14.460,7.594
61,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Upslope,0-5 cm,10/20/2016,3.960,1.930,17.470,11.467
62,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Upslope,5-15 cm,10/20/2016,4.180,1.640,8.030,5.797
63,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Upslope,15 cm +,10/20/2016,2.690,0.600,7.650,2.801
64,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Downslope,0-5 cm,10/20/2016,3.200,0.800,13.270,7.448
65,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Downslope,5-15 cm,10/20/2016,3.880,0.680,27.060,22.423
66,,,,Washington_Gulch,Upper_Montane,2950,C,C1,1,Downslope,15 cm +,10/20/2016,3.990,1.060,13.680,8.702
67,,38.95600613,-107.0289451,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Upslope,0-5 cm,10/20/2016,2.320,0.000,39.540,21.941
68,,38.95600613,-107.0289451,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Upslope,5-15 cm,10/20/2016,1.400,0.060,51.960,12.334
69,,38.95600613,-107.0289451,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Upslope,15 cm +,10/20/2016,1.670,0.260,16.460,10.696
70,,38.95601972,-107.028897,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Downslope,0-5 cm,10/20/2016,4.580,0.220,46.070,41.616
71,,38.95601972,-107.028897,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Downslope,5-15 cm,10/20/2016,1.860,0.000,15.290,9.423
72,,38.95601972,-107.028897,Washington_Gulch,Lower_Subalpine,3150,A,A1,1,Downslope,15 cm +,10/20/2016,1.650,0.280,15.330,13.002
73,,38.95572723,-107.0288493,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Upslope,0-5 cm,10/20/2016,3.240,2.680,19.900,15.162
74,,38.95572723,-107.0288493,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Upslope,5-15 cm,10/20/2016,2.240,1.140,13.030,10.849
75,,38.95572723,-107.0288493,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Upslope,15 cm +,10/20/2016,2.020,1.070,15.090,12.181
76,,38.95573168,-107.0287902,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Downslope,0-5 cm,10/20/2016,2.340,0.500,36.770,32.954
77,,38.95573168,-107.0287902,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Downslope,5-15 cm,10/20/2016,1.580,0.430,16.000,14.445
78,,38.95573168,-107.0287902,Washington_Gulch,Lower_Subalpine,3150,B,B1,1,Downslope,15 cm +,10/20/2016,2.180,1.190,18.080,15.943
79,,38.95514771,-107.0276516,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Upslope,0-5 cm,10/20/2016,4.090,0.470,21.640,21.643
80,,38.95514771,-107.0276516,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Upslope,5-15 cm,10/20/2016,3.040,0.030,11.470,10.081
81,,38.95514771,-107.0276516,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Upslope,15 cm +,10/20/2016,2.290,0.370,32.650,30.912
82,,38.95514736,-107.0284548,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Downslope,0-5 cm,10/20/2016,2.650,0.320,41.400,38.366
83,,38.95514736,-107.0284548,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Downslope,5-15 cm,10/20/2016,2.160,0.100,27.160,25.552
84,,38.95514736,-107.0284548,Washington_Gulch,Lower_Subalpine,3150,C,C1,1,Downslope,15 cm +,10/20/2016,2.590,0.390,18.340,16.978
85,,38.9740448,-107.0367259,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Upslope,0-5 cm,10/20/2016,4.540,0.110,22.910,20.987
86,,38.9740448,-107.0367259,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Upslope,5-15 cm,10/20/2016,2.420,0.000,109.790,103.820
87,,38.9740448,-107.0367259,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Upslope,15 cm +,10/20/2016,1.230,0.100,8.920,7.652
88,,38.97409283,-107.0367513,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Downslope,0-5 cm,10/20/2016,2.430,0.180,21.490,18.536
89,,38.97409283,-107.0367513,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Downslope,5-15 cm,10/20/2016,2.180,0.010,29.590,26.162
90,,38.97409283,-107.0367513,Washington_Gulch,Upper_Subalpine,3250,A,A1,1,Downslope,15 cm +,10/20/2016,1.550,0.270,18.370,15.980
91,,38.97438861,-107.0365253,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Upslope,0-5 cm,10/20/2016,2.530,0.430,2.980,1.174
92,,38.97438861,-107.0365253,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Upslope,5-15 cm,10/20/2016,2.320,0.060,12.260,11.396
93,,38.97438861,-107.0365253,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Upslope,15 cm +,10/20/2016,1.920,0.220,19.120,13.176
94,,38.97443553,-107.0365009,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Downslope,0-5 cm,10/20/2016,2.400,0.460,37.620,34.326
95,,38.97443553,-107.0365009,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Downslope,5-15 cm,10/20/2016,2.270,0.010,12.920,11.022
96,,38.97443553,-107.0365009,Washington_Gulch,Upper_Subalpine,3250,B,B1,1,Downslope,15 cm +,10/20/2016,2.000,0.140,25.790,21.198
97,,38.97434007,-107.0370836,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Upslope,0-5 cm,10/20/2016,2.490,0.850,24.530,13.434
98,,38.97434007,-107.0370836,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Upslope,5-15 cm,10/20/2016,2.930,0.370,24.450,22.187
99,,38.97434007,-107.0370836,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Upslope,15 cm +,10/20/2016,1.450,0.250,27.620,21.530
100,,38.97438018,-107.0370661,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Downslope,0-5 cm,10/20/2016,2.800,1.570,19.990,14.642
101,,38.97438018,-107.0370661,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Downslope,5-15 cm,10/20/2016,2.240,0.910,16.710,15.213
102,,38.97438018,-107.0370661,Washington_Gulch,Upper_Subalpine,3250,C,C1,1,Downslope,15 cm +,10/20/2016,1.740,0.630,15.350,13.429
103,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Upslope,0-5 cm,10/20/2016,5.320,0.000,9.810,3.910
104,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Upslope,5-15 cm,10/20/2016,4.180,0.000,11.020,4.655
105,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Upslope,15 cm +,10/20/2016,6.810,3.060,9.870,3.779
106,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Downslope,0-5 cm,10/20/2016,7.500,0.800,13.090,
107,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Downslope,5-15 cm,10/20/2016,6.760,3.740,16.340,9.884
108,,38.99697542,-107.0674128,Washington_Gulch,Alpine,3400,A,A1,1,Downslope,15 cm +,10/20/2016,8.530,0.890,4.260,
112,,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow_Pit_A1,0-5 cm,3/7/2017,4.780,2.270,10.060,4.695
113,,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow_Pit_A1,5-15 cm,3/7/2017,1.980,0.700,8.550,4.304
114,,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow_Pit_A1,15 cm +,3/7/2017,2.650,0.190,9.560,1.533
115,IEWFS0001,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow_Pit_A1,0-5 cm,3/7/2017,2.980,2.400,6.710,1.627
116,IEWFS0002,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow_Pit_A1,5-15 cm,3/7/2017,3.080,0.930,7.680,2.547
117,IEWFS0003,38.91721605,-106.9559947,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow_Pit_A1,15 cm +,3/7/2017,2.640,1.730,5.870,1.992
118,IEWFS0004,38.92039953,-106.948287,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow_Pit_B1,0-5 cm,3/7/2017,9.120,0.100,11.990,
119,IEWFS0005,38.92039953,-106.948287,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow_Pit_B1,5-15 cm,3/7/2017,3.410,1.670,12.160,6.680
120,IEWFS0006,38.92039953,-106.948287,East_River,Pumphouse_Hillslope,2765,B,B1,1,Snow_Pit_B1,15 cm +,3/7/2017,2.830,1.150,7.400,2.677
121,IEWFS0007,38.920406,-106.9482866,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow_Pit_B1,0-5 cm,3/7/2017,7.100,0.290,19.620,10.651
122,IEWFS0008,38.920406,-106.9482866,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow_Pit_B1,5-15 cm,3/7/2017,3.720,1.830,33.400,24.576
123,IEWFS0009,38.920406,-106.9482866,East_River,Pumphouse_Hillslope,2765,B,B1,2,Snow_Pit_B1,15 cm +,3/7/2017,4.860,2.010,16.440,
124,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Snow_Pit_F1,0-5 cm,3/7/2017,,,12.560,1.583
125,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Snow_Pit_F1,5-15 cm,3/7/2017,2.230,0.000,13.500,2.901
126,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,1,Snow_Pit_F1,15 cm +,3/7/2017,4.090,0.760,11.070,5.724
127,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,2,Snow_Pit_F1,0-5 cm,3/7/2017,5.820,0.000,12.970,3.906
128,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,2,Snow_Pit_F1,5-15 cm,3/7/2017,4.640,0.000,8.830,6.349
129,,38.92101504,-106.9480928,East_River,Pumphouse_Floodplain,2750,F,F1,2,Snow_Pit_F1,15 cm +,3/7/2017,2.370,2.610,2.550,
133,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow PitA1,0-5 cm,5/9/2017,9.860,7.743,9.460,3.032
134,IEWFS000A,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow PitA1,5-15 cm,5/9/2017,39.080,0.543,5.980,0.231
135,IEWFS000B,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,3,Snow PitA1,15 cm +,5/9/2017,5.320,0.449,11.330,
136,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow PitA1,0-5 cm,5/9/2017,2.750,1.700,8.720,
137,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow PitA1,5-15 cm,5/9/2017,21.830,5.869,8.100,1.053
138,,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,3,Snow PitA1,15 cm +,5/9/2017,1.430,0.895,11.340,2.285
139,IEWFS000C,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,1,Snow PitA1,0-5 cm,5/9/2017,2.200,2.535,4.520,
140,IEWFS000D,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,2,Snow PitA1,5-15 cm,5/9/2017,1.540,0.642,8.820,4.185
141,IEWFS000E,38.92028116,-106.9489189,East_River,Pumphouse_Hillslope,2765,A,A1,3,Snow PitA1,15 cm +,5/9/2017,1.850,1.057,7.900,2.110
