Lab_ID_LBNL,IGSN,Latitude,Longitude,Location,Field_Site,Elevation,Block,Plot,Replicate,Topographic_Position,Depth_Increment,Date_Collected,Soil Water Content (g H2O per gram  soil),Soil pH 
208,,38.92101738,-106.9480872,East_River,Pumphouse_Floodplain,2750,F,F1,1,,0-5 cm,6/9/2017,0.974,6.47
209,,38.92101738,-106.9480872,East_River,Pumphouse_Floodplain,2750,F,F1,1,,5-15 cm,6/9/2017,0.596,6.65
210,,38.92101738,-106.9480872,East_River,Pumphouse_Floodplain,2750,F,F1,1,,15 cm +,6/9/2017,0.451,6.75
211,,38.92120107,-106.9479522,East_River,Pumphouse_Floodplain,2750,F,F2,2,,0-5 cm,6/9/2017,,
212,,38.92120107,-106.9479522,East_River,Pumphouse_Floodplain,2750,F,F2,2,,5-15 cm,6/9/2017,0.759,7.12
213,,38.92120107,-106.9479522,East_River,Pumphouse_Floodplain,2750,F,F2,2,,15 cm +,6/9/2017,0.418,7.54
214,,38.92135999,-106.9478277,East_River,Pumphouse_Floodplain,2750,F,F3,3,,0-5 cm,6/9/2017,,
215,,38.92135999,-106.9478277,East_River,Pumphouse_Floodplain,2750,F,F3,3,,5-15 cm,6/9/2017,0.654,7.47
216,,38.92135999,-106.9478277,East_River,Pumphouse_Floodplain,2750,F,F3,3,,15 cm +,6/9/2017,0.468,7.19
217,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,0-5 cm,6/9/2017,0.185,6.35
218,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,5-15 cm,6/9/2017,0.188,5.89
219,,,,Washington_Gulch,Upper_Montane,2950,A,A1,1,Upslope,15 cm +,6/9/2017,0.234,5.84
220,,,,Washington_Gulch,Upper_Montane,2950,A,A2,2,Downslope,0-5 cm,6/9/2017,0.124,6.15
221,,,,Washington_Gulch,Upper_Montane,2950,A,A2,2,Downslope,5-15 cm,6/9/2017,0.159,6.29
