date.m,Almont,Billy_Barr,Castnet,Judd_Falls,KCOCREST10,KCOCREST4,KCOCREST6,KCOMTCRE2,Kettle_Ponds,Mexican_Cut,MRMEX,MTAPC2,NRCS_1141,NRCS_380,NRCS_680,NRCS_737,Snodgrass
mm-YY,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month
5/1/71,34.9079769,57.5938727,57.59223842,57.65587761,34.87455499,34.93531981,41.45908846,34.85490772,59.80136732,56.38782772,55.82387819,31.41355621,57.10249987,34.80930687,28.32214472,57.50186919,42.68719924
6/1/71,5.588940302,22.90370246,22.90368288,22.90436561,8.20653593,8.206636027,10.14334752,8.096646274,22.75311566,16.00819022,14.9263128,7.077607412,15.90840105,8.096574172,4.459422469,17.04263659,11.77960437
7/1/71,41.40309791,41.51304372,41.51278283,41.52238871,42.85207841,42.90651379,47.97439384,40.94917558,42.18649869,43.56415074,42.73527633,44.19166291,48.81232957,40.91494797,47.78779436,43.55376984,40.88227462
8/1/71,54.76165897,58.14660064,58.14550098,58.19605098,41.53289724,41.61888702,47.36956464,43.91192713,58.42189814,58.36326262,57.92988643,48.51063523,59.92948876,43.83376494,42.2576332,56.97925843,47.25775018
9/1/71,36.98791614,61.18837148,61.18765489,61.25654026,46.05789552,46.20139703,46.59183696,45.38364178,64.18095189,62.73482321,59.84279095,41.5775487,63.25577292,45.28100328,36.69719984,60.95379213,49.51517384
10/1/71,41.86490657,58.27070149,58.27106225,58.40738627,47.74556172,48.05841851,50.46541427,48.43991696,58.93932901,59.85758078,60.75122799,44.29315894,56.37721767,48.19189356,45.04156499,60.366099,52.17869512
11/1/71,24.57203457,32.602497,32.60374607,32.69243589,26.73748071,26.94532404,28.68747635,28.12729148,32.70890367,33.50237305,34.46703932,26.33221896,31.27059622,27.95084955,23.85393945,33.75100363,29.55732365
12/1/71,21.1688399,20.92080213,20.92287983,21.00561722,21.65962785,22.10922537,20.51294155,22.5076683,19.76438264,18.00743182,19.26145992,20.32116683,17.36982141,22.20887578,19.45923489,19.164152,22.6349142
1/1/72,20.19157135,27.45306434,27.45507716,27.50956544,25.34489598,25.59147299,25.76898316,27.24936445,26.57149005,26.03516727,27.5296834,23.86242264,24.38197044,27.09197101,20.60405111,26.42751957,27.94860557
2/1/72,10.89072989,30.84158395,30.84193567,30.90578105,16.24304895,16.29486371,18.05718134,19.63065579,31.4889574,33.05384995,34.47786534,22.96674942,30.7719851,19.5733302,18.78543264,33.06536153,22.34676367
3/1/72,28.83035562,60.15880711,60.15750531,60.30302385,50.50821195,50.93920662,54.91211326,50.52116527,60.396698,61.44845772,62.40765327,39.67841187,55.11386383,50.2258969,36.04847655,61.7620459,54.27704887
4/1/72,26.16752715,70.25096463,70.24837552,70.37919727,47.59306084,47.80793072,57.71880304,46.94130227,74.06414225,77.96253163,75.85348897,31.84895853,63.10809088,46.7923528,29.64621863,77.68769667,54.82927921
5/1/72,19.48902005,41.18564188,41.1849689,41.21110012,17.78449485,17.78879105,22.46475104,20.0676426,44.72547369,45.4425489,42.45256667,24.3194363,45.53510646,20.06199671,21.43169041,42.76976397,24.43418622
6/1/72,34.29841743,73.66817584,73.66631857,73.73154936,38.45913801,38.49654583,44.46314798,37.8837274,76.33040412,59.77039444,56.84270601,33.32929192,57.31533182,37.85666812,30.05830449,62.51612983,48.39381001
7/1/72,18.23378147,16.78895624,16.78895079,16.78915213,15.90583983,15.90664791,20.11847777,15.39814575,16.70883459,17.46196825,17.2160056,15.95433782,19.66123478,15.39759811,12.87705836,18.55523797,15.83600209
8/1/72,28.71705647,58.76236484,58.7614289,58.8054051,33.79476506,33.82517122,40.36069057,33.04805951,62.66179983,51.55066275,49.78009923,31.97764212,53.4716992,33.02628352,20.85126558,51.87191264,39.70728912
9/1/72,48.11074041,79.62610628,79.6247634,79.75693911,65.5901134,65.91040594,65.79928784,62.39914839,81.67879871,78.46722889,77.16058158,49.44436473,73.01451287,62.18242246,42.87516671,77.92706051,68.6374855
10/1/72,48.38406427,57.28959836,57.2887133,57.51488172,52.8640551,53.68211779,54.87020236,53.09560027,57.75699199,57.63915353,59.20653043,45.49022614,52.96949455,52.49148434,45.124679,58.30473788,55.44931132
11/1/72,25.7669155,28.85112942,28.85160066,28.98503574,30.51367282,31.19343325,29.75369499,30.1311948,28.14412047,27.52681543,28.87972992,26.28426144,25.75160835,29.66127809,25.39764957,28.18232989,30.43380755
