date.m,Almont,Billy_Barr,Castnet,Judd_Falls,KCOCREST10,KCOCREST4,KCOCREST6,KCOMTCRE2,Kettle_Ponds,Mexican_Cut,MRMEX,MTAPC2,NRCS_1141,NRCS_380,NRCS_680,NRCS_737,Snodgrass
mm-YY,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month
Dec-67,30.02525715,25.91392972,25.91598277,25.98015267,29.69087188,30.01919474,26.18246239,30.33395685,23.85858392,20.10847783,22.27501833,29.6774878,19.38877619,30.11051762,29.46119089,21.89790796,30.13805039
Jan-68,32.11122075,31.00112517,31.00363389,31.05994538,31.02360992,31.3235052,30.8352691,32.4853786,29.88070865,29.69604129,31.28557597,32.1543446,27.7905636,32.28639999,31.59317907,30.37154917,32.40860646
Feb-68,39.70434863,36.35703924,36.35713755,36.49918626,38.18557704,38.96604191,37.43564517,39.76800339,34.7700123,32.77117216,35.38898726,39.88244742,31.13962752,39.23291494,40.09866962,34.24974435,39.31364097
Mar-68,68.96040279,64.50959836,64.50641056,64.76889567,64.96825577,66.53695291,65.71979454,68.01569935,62.16679462,61.04354004,64.75877555,65.93197607,56.66301655,66.940186,66.07656159,62.77491189,68.06773692
Apr-68,92.2752693,83.29589169,83.28890363,83.62153014,86.45980346,88.487139,85.41273366,87.76581477,81.48626547,78.90068746,83.57585621,81.93231438,74.04886293,86.3726091,83.6040437,80.30821206,87.64327225
May-68,139.3607199,124.6916243,124.6810049,125.0978952,132.5629612,135.038057,129.076728,132.0834996,122.1133032,117.8264813,123.9040343,125.7081572,112.232531,130.3504382,129.8129021,120.3031668,131.2568276
Jun-68,181.4315869,167.2142374,167.2048526,167.5315441,176.926584,178.6569305,174.2639239,175.2837766,165.4936309,159.5107046,164.9551914,170.2036827,156.5815811,174.0161408,174.3472346,161.7048289,174.5143628
Jul-68,172.2307536,163.2966291,163.2835837,163.767487,171.4759168,174.1708251,169.9671449,170.7577092,161.4766061,157.1811991,162.061878,164.8321488,152.2455494,168.8016701,167.0314595,160.2644075,170.0283555
Aug-68,153.2750913,142.4505939,142.4416491,142.8661235,151.072654,153.4687773,149.0231332,149.5909424,140.5870046,137.031204,141.7176232,143.2837242,133.9648255,147.8431478,146.1771868,139.2113406,148.1396899
Sep-68,121.6079455,110.6824223,110.680502,110.9357747,117.9197638,119.2319753,115.9478916,116.9905476,109.3730432,104.2856361,108.8840648,113.338239,102.5043946,116.0236706,116.3520441,106.2672562,115.9549551
Oct-68,102.5912569,91.04166828,91.04469338,91.14917296,98.21081256,98.59637708,95.30070269,97.08877648,89.84088213,85.67348116,89.51932949,94.93990087,84.44639576,96.78360276,97.06973521,86.97587972,95.82532906
Nov-68,44.03436724,38.89755102,38.89891584,39.01325025,40.01187937,40.68609727,39.43450323,40.94417671,37.12212642,36.70371789,38.58565134,39.2795425,33.88549533,40.49031766,40.34996685,37.10332307,41.09016499
Dec-68,39.56645161,32.71780591,32.72038829,32.75075475,34.57880203,34.69770121,32.33778665,36.82108654,30.13193456,25.8450549,28.73505877,35.62292937,24.66914764,36.75880299,34.95202474,27.9252975,37.13360012
Jan-69,37.57297707,31.37917135,31.38169966,31.44930078,31.92959107,32.269824,31.52093048,34.59741967,29.68386877,28.04238137,30.50826668,35.0546375,26.79275561,34.37510404,33.01695751,28.63900942,34.25421495
Feb-69,36.22403813,34.09554217,34.09509761,34.24762518,35.213129,36.09769915,35.01509893,36.77064449,32.9393359,31.82943126,34.35404966,34.13382537,30.29730791,36.16041638,33.7214899,33.05245493,36.53192327
Mar-69,51.94444415,49.5648837,49.56031982,49.88636348,50.5449674,52.51197874,51.29999691,52.56441993,48.43546154,47.20404972,50.423369,49.8042401,44.46893049,51.18980912,50.61555288,48.74643379,52.78274867
Apr-69,96.44824186,90.28709106,90.27871418,90.70067446,91.74114615,94.26857001,92.25626284,93.3111798,89.40198409,88.2254893,92.1867632,90.33861639,83.74165244,91.54129293,92.44149977,89.53752111,93.64343087
May-69,139.3489692,132.368061,132.3542192,132.8995222,137.766041,140.9682443,136.8789718,138.0549842,130.9163558,128.8755281,133.4242242,132.8498258,122.7922851,135.7921906,136.0882865,131.0250459,137.8798748
Jun-69,150.1574949,140.7851691,140.7702214,141.2997014,148.3642926,151.5285217,147.0549724,148.2796375,139.3481993,134.9468801,139.7859858,142.2115345,131.0095474,146.0516972,145.3425759,137.559301,147.546696
Jul-69,166.1616262,158.8893738,158.875857,159.3766596,165.0010729,167.9088093,164.4458977,165.1009998,157.5403789,153.2077029,158.2823577,160.4604088,149.9924975,163.0256665,162.9692519,155.9548646,164.8246035
Aug-69,148.767583,142.8518892,142.8415686,143.3361268,148.1279219,150.9530976,148.1177537,148.3924614,141.7757425,138.2014132,142.7183273,144.2191841,135.4912096,146.3486257,146.2769815,140.6190775,147.9689267
Sep-69,115.5996803,107.9000885,107.8958657,108.2604564,113.4641313,115.4683229,112.5757092,113.1092838,106.9902779,103.6033166,107.6806669,108.6756153,100.8408232,111.6574475,110.7601613,105.3419211,112.6430551
Oct-69,60.72010338,56.41110662,56.40919127,56.69537105,58.84190548,60.57538327,58.50334893,59.30943378,55.65259427,53.72934202,56.36637092,57.68442343,52.70822365,58.10330772,59.39557605,54.88498963,59.34047705
Nov-69,38.43646667,34.91255303,34.91451494,35.04046159,35.67349,36.41584432,35.6154219,36.05533423,34.1082637,34.36341411,35.59730175,35.56297617,32.51180934,35.54023536,36.91458435,34.74076463,36.25480121
Dec-69,26.3179955,23.37452138,23.37738322,23.46531851,24.31548612,24.76697277,23.68743488,25.18034496,22.42291305,22.07203567,23.39436655,23.30081802,20.02954012,24.86879653,22.74379448,22.6012505,25.20129564
Jan-70,29.39694017,25.27178481,25.27369533,25.35499774,26.94908039,27.3727364,25.91959611,28.81058837,24.13296741,22.79233336,24.85094101,27.74538885,21.10844447,28.52732182,27.24380996,23.42767826,28.61820748
Feb-70,40.4415022,36.30514948,36.30530209,36.47303817,36.77840683,37.73760555,37.13386424,38.92848396,35.16345775,34.01926189,36.47003307,38.06738135,32.47297526,38.26632196,37.8881398,35.0214236,38.9739285
Mar-70,59.48657793,53.23284322,53.22826534,53.54349734,55.83410976,57.74383541,55.74923701,57.81747263,51.55641988,49.43398846,52.97823126,55.19034588,46.52633495,56.48819364,56.09594531,51.27389656,57.78022641
Apr-70,88.58441034,79.87790438,79.87026584,80.23550837,82.60289222,84.86221285,81.84990814,83.8304527,78.45385051,75.84732755,80.26720855,79.53665432,71.92455957,82.27349192,81.90372677,77.57682465,84.20817062
May-70,140.2944171,130.1574998,130.1458039,130.6085141,137.4970992,140.1742657,135.140436,137.1382128,128.5266249,124.6808265,129.8567869,131.3070639,119.1510856,135.2496274,134.790432,127.2983497,136.6944654
Jun-70,155.000439,146.379639,146.3654311,146.8668669,153.7884954,156.7297281,152.7040512,153.3647373,144.8475341,140.2220559,145.2145556,146.9320507,136.9749992,151.2843116,149.9026738,143.0019817,152.7482619
