Depth,GR_RAW,TH232_RAW,K40_RAW,U238_RAW,MAGNETIC_SUSCEPTIBILITY,EM_IND_RESISTIVITY,FLUID_CONDUCTIVITY,TEMP,AMBIENT_HEAT_PULSE_GW_FLOW#1,AMBIENT_SFM_GW_FLOW_(TOTAL)
M,APR,PPM,%,PPM,‘10e-3,OHM-M,US/CM,C,GPM (NEG=DOWN),GPM (NEG=DOWN)
2.47960000000007,95.9212,1.7237,0.910373,29.7052,313.14,5.49117,134.241,7.56212,,0.654582
2.49460000000007,100.571,11.0839,1.37353,72.669,313.136,5.52521,134.231,7.56212,,0.631878
2.50960000000007,112.118,28.139,3.03567,147.493,313.16,5.6983,134.395,7.56212,,0.624497
2.52460000000007,119.56,25.6965,3.02861,140.536,313.188,5.87142,134.395,7.56212,,0.617115
2.53960000000007,124.084,9.38486,1.83421,75.4056,313.193,6.06806,134.449,7.56491,,0.609733
2.55460000000007,129.025,3.89479,1.01934,35.598,313.193,6.26462,134.421,7.5661,,0.60435
2.56960000000007,134.262,6.09995,0.474355,13.798,313.167,6.34419,134.438,7.5661,,0.599022
2.58460000000007,132.964,8.51848,0.971048,3.59312,313.137,6.42361,134.419,7.5661,,0.593693
2.59960000000007,127.022,11.0886,2.20821,1.63095,313.066,6.32131,134.427,7.5661,,0.585467
2.61460000000007,131.322,11.7544,2.52004,13.652,312.987,6.21846,134.267,7.5661,,0.57561
2.62960000000007,142.909,11.0655,2.17361,35.6204,312.932,5.53218,134.395,7.5661,,0.565753
2.64460000000007,150.532,17.6518,2.19541,53.069,312.882,4.84608,134.689,7.56889,,0.559418
2.65960000000007,155.336,29.4115,2.47905,67.304,312.873,4.32513,134.704,7.57008,,0.561044
2.67460000000007,158.176,25.4923,2.89546,72.2224,312.872,3.80456,134.83,7.57008,,0.562669
2.68960000000008,159.619,10.4272,3.40626,70.5178,312.912,3.7178,134.793,7.57008,,0.564294
2.70460000000008,144.35,5.56815,3.289,54.8459,312.96,3.63095,134.82,7.57008,,0.560658
2.71960000000008,117.19,7.96952,2.72496,29.2373,312.926,3.44645,134.703,7.57287,,0.556879
2.73460000000008,113.275,15.5092,1.82409,95.6174,312.876,3.26186,134.939,7.57406,,0.553099
2.74960000000008,125.889,26.7031,0.68366,227.418,312.89,2.98661,134.939,7.57406,,0.568301
2.76460000000008,133.236,23.5914,1.16008,232.033,312.917,2.71164,134.816,7.57406,,0.594187
2.77960000000008,136.839,10.31,2.78591,146.233,312.898,2.77787,135.027,7.57406,,0.620072
2.79460000000008,131.907,4.86271,2.45788,109.806,312.87,2.84406,134.932,7.57406,,0.640042
2.80960000000008,120.904,4.98894,0.73987,108.503,312.867,2.85385,134.896,7.57406,,0.646637
2.82460000000008,125.782,4.0274,0.219591,109.372,312.869,2.86363,135.046,7.57406,,0.653231
2.83960000000008,141.952,2.29227,0.551133,111.786,312.869,2.86689,134.593,7.57127,,0.659826
2.85460000000008,147.972,1.80229,1.275,92.9444,312.869,2.87019,134.911,7.57008,,0.67514
2.86960000000008,146.774,2.19756,2.27778,58.9928,312.847,2.90987,135.023,7.57008,,0.690693
2.88460000000008,141.026,4.18505,2.05204,68.8696,312.82,2.94955,135.114,7.57008,,0.706246
2.89960000000008,132.045,7.30416,0.953158,109.896,312.814,2.99725,135.113,7.57008,,0.729248
2.91460000000008,130.083,6.42485,1.72771,100.469,312.812,3.04493,134.755,7.57008,,0.756437
2.92960000000008,133.113,2.70185,3.83467,55.1588,312.811,3.07675,134.828,7.57008,,0.783628
2.94460000000009,132.729,9.875,4.484,189.48,312.81,3.10857,135.149,7.56729,,0.810278
2.95960000000009,129.917,24.7952,4.09703,451.516,312.787,3.131,135.067,7.5661,,0.83571
2.97460000000009,133.962,24.022,3.18386,440.096,312.761,3.15343,134.948,7.5661,,0.861141
2.98960000000009,142.881,12.0952,1.89667,234.319,312.778,3.18258,134.722,7.5661,,0.886572
3.00460000000009,142.296,7.36683,1.80976,123.393,312.804,3.21174,134.53,7.56331,,0.908583
3.01960000000009,134.951,7.75832,2.5765,79.9292,312.77,3.2378,134.435,7.56212,,0.930498
3.03460000000009,127.073,6.09363,2.15872,69.6349,312.723,3.26386,134.474,7.56212,,0.952414
3.04960000000009,118.816,2.96706,0.898758,82.9246,312.718,3.27822,134.547,7.55933,,0.975862
3.06460000000009,125.203,6.01724,1.50874,63.7403,312.72,3.29261,134.579,7.55814,,1.00017
3.07960000000009,141.998,13.4575,3.4478,21.4753,312.723,3.33067,134.656,7.55535,,1.02448
3.09460000000009,149.035,19.0061,3.70736,5.15069,312.727,3.36859,134.767,7.55416,,1.05235
3.10960000000009,149.132,23.2089,2.77232,7.27726,312.751,3.26972,134.78,7.55137,,1.08826
3.12460000000009,140.531,23.0366,2.22587,11.62,312.78,3.17095,134.617,7.55018,,1.12417
3.13960000000009,125.746,19.7533,1.95572,17.5386,312.765,3.19505,134.407,7.54739,,1.16007
3.15460000000009,119.603,13.2243,1.44343,32.7187,312.74,3.2192,134.482,7.5462,,1.21438
3.16960000000009,,4.38824,0.759014,54.4821,312.735,3.31204,134.432,7.54341,,1.26919
3.18460000000009,,0.715606,0.474544,63.5278,312.733,3.4049,134.324,7.54222,,1.324
3.19960000000009,129.69,0.715606,0.474544,63.5278,312.693,3.52234,134.471,7.53943,,1.35448
3.2146000000001,133.271,0.580641,0.937888,75.1735,312.644,3.63965,134.409,7.53545,,1.37127
3.2296000000001,139.4,0.349703,1.73071,95.1003,312.674,3.5893,134.525,7.53147,,1.38806
3.2446000000001,142.015,3.94594,4.26359,134.173,312.72,3.53904,134.317,7.52749,,1.40043
3.2596000000001,142.133,10.2627,8.03341,186.856,312.704,3.58341,134.613,7.52351,,1.4028
3.2746000000001,138.406,15.1472,7.10451,151.55,312.676,3.62783,134.618,7.51953,,1.40517
3.2896000000001,131.943,19.0128,2.83338,53.6579,312.67,3.72306,134.652,7.51834,,1.40754
3.3046000000001,132.195,18.4892,0.849226,37.3056,312.667,3.81827,134.672,7.51555,,1.40878
3.3196000000001,137.222,14.8445,0.491371,78.9359,312.647,3.89994,134.644,7.51157,,1.40998
3.3346000000001,138.739,14.2406,0.586398,103.023,312.624,3.98155,134.517,7.51038,,1.41119
3.3496000000001,137.761,15.7981,1.00336,114.64,312.639,3.98895,134.619,7.50759,,1.43083
3.3646000000001,135.601,11.7677,1.22953,128.032,312.661,3.99628,134.599,7.50361,,1.46084
3.3796000000001,132.599,3.7623,1.31999,142.686,312.626,3.92812,134.715,7.50242,,1.49085
3.3946000000001,138.024,8.93305,1.62556,114.228,312.579,3.86005,134.573,7.49963,,1.52182
3.4096000000001,149.443,23.4739,2.0841,55.1115,312.551,3.87018,134.796,7.49565,,1.55494
3.4246000000001,146.124,24.3498,1.90592,39.7116,312.526,3.88037,134.651,7.49166,,1.58806
3.4396000000001,132.33,15.5118,1.27511,55.3882,312.523,3.96555,134.722,7.48768,,1.62118
3.4546000000001,133.815,14.1443,0.766439,86.5513,312.525,4.05068,134.761,7.4837,,1.64163
3.4696000000001,146.17,18.0914,0.344633,128.732,312.544,4.09107,134.84,7.48251,,1.66173
3.48460000000011,146.607,28.5275,2.61504,167.577,312.566,4.1315,134.8,7.47972,,1.68184
3.49960000000011,138.568,43.5786,6.80008,204.052,312.55,4.21048,134.934,7.47574,,1.69585
3.51460000000011,131.624,37.0559,6.51044,178.474,312.526,4.28954,134.694,7.47176,,1.70644
3.52960000000011,125.459,15.1967,3.0398,108.784,312.518,4.46978,134.757,7.46778,,1.71702
3.54460000000011,125.034,9.75316,2.20683,64.6091,312.514,4.64995,134.601,7.4638,,1.73017
3.55960000000011,128.692,15.9881,3.25035,38.5872,312.514,4.74217,134.642,7.45982,,1.74912
3.57460000000011,126.306,17.5957,2.73782,30.5826,312.515,4.83434,134.869,7.45584,,1.76807
3.58960000000011,119.623,15.9122,1.11867,35.3917,312.536,4.86685,134.913,7.45186,,1.78702
3.60460000000011,117.079,12.0829,1.25126,33.5389,312.56,4.89949,134.951,7.44788,,1.80923
3.61960000000011,117.479,6.72791,2.62925,26.9499,312.543,5.09414,134.954,7.4439,,1.83154
3.63460000000011,123.662,5.48582,2.80861,19.7059,312.518,5.28845,135.035,7.43992,,1.85384
3.64960000000011,133.955,7.16687,2.13609,11.9963,312.535,5.10856,135.086,7.43594,,1.85805
3.66460000000011,136.084,8.27989,1.69648,40.2172,312.56,4.9289,135.135,7.43196,,1.85208
3.67960000000011,132.407,8.98895,1.42249,93.9927,312.547,4.98536,135.293,7.42798,,1.84611
3.69460000000011,132.822,6.61081,1.4705,103.435,312.527,5.04217,135.395,7.424,,1.83581
3.70960000000011,136.146,2.03771,1.74743,81.3591,312.523,5.53713,135.246,7.41723,,1.81574
3.72460000000011,146.162,29.1232,2.72053,213.507,312.523,6.03283,135.137,7.41206,,1.79567
3.73960000000012,160.933,78.7104,4.18845,455.271,312.525,7.3686,135.412,7.40529,,1.7756
3.75460000000012,154.344,77.2067,4.23871,418.13,312.528,8.70902,135.405,7.39733,,1.79228
3.76960000000012,132.563,39.3647,3.28066,182.619,312.507,14.8512,135.515,7.39216,,1.80997
