Data for Figure 1a.,,,,,,,,,,Data for Figure 1b.,,,,,,,,
Date (MT),0.20 m,0.40 m,0.75 m,1.00 m,1.50 m,2.50 m,4.63 m,6.00 m,,,,,,,,,,
3/5/16 0:00,3.82,4.03,4.80,4.07,4.57,6.45,9.88,10.81,,,,,,,,,,
3/6/16 0:00,4.29,4.45,5.11,4.32,4.70,6.47,9.84,10.78,,,,,,,,,,
3/7/16 0:00,4.42,4.68,5.38,4.58,4.85,6.50,9.82,10.75,,,,,,,,,,
3/8/16 0:00,3.80,4.53,5.52,4.78,4.99,6.53,9.79,10.72,,,,,,,,,,
3/9/16 0:00,3.39,4.42,5.55,4.88,5.12,6.57,9.76,10.69,,,,,,,,,,
3/10/16 0:00,3.29,4.19,5.49,4.93,5.22,6.62,9.73,10.66,,,,,,,,,,
3/11/16 0:00,3.93,4.39,5.48,4.93,5.29,6.66,9.71,10.63,,,,,,,,,,
3/12/16 0:00,5.20,5.00,5.70,5.00,5.35,6.70,9.68,10.60,,,,,,,,,,
3/13/16 0:00,5.57,5.55,6.10,5.22,5.41,6.73,9.66,10.58,,,,,,,,,,
3/14/16 0:00,6.09,5.95,6.44,5.48,5.51,6.77,9.64,10.55,,,,,,,,,,
3/15/16 0:00,5.60,6.05,6.75,5.75,5.64,6.80,9.62,10.53,,,,,,,,,,
3/16/16 0:00,5.23,5.91,6.88,5.94,5.78,6.84,9.13,10.50,,,,,,,,,,
3/17/16 0:00,5.07,5.79,6.93,6.06,5.91,6.89,9.29,10.48,,,,,,,,,,
3/18/16 0:00,5.16,5.94,6.96,6.11,6.00,6.93,9.57,10.46,,,,,,,,,,
3/22/16 12:05,6.98,6.58,7.35,6.39,6.33,7.14,8.41,10.36,,,,,,,,,,
3/23/16 0:00,6.28,6.74,7.57,6.54,6.38,7.18,8.03,10.35,,,,,,,,,,
3/24/16 0:00,6.10,6.61,7.65,6.69,6.48,7.22,9.46,10.33,,,,,,,,,,
3/25/16 0:00,6.34,6.81,7.74,6.78,6.57,7.26,9.44,10.31,,,,,,,,,,
3/26/16 0:00,5.39,6.51,7.78,6.87,6.65,7.31,9.47,10.30,,,,,,,,,,
3/27/16 0:00,4.91,6.09,7.61,6.85,6.72,7.35,9.46,10.28,,,,,,,,,,
3/28/16 0:00,5.52,6.13,7.49,6.76,6.76,7.40,9.46,10.26,,,,,,,,,,
3/29/16 0:00,6.53,6.60,7.55,6.74,6.78,7.43,9.18,10.25,,,,,,,,,,
3/30/16 5:05,5.22,6.43,7.77,6.87,6.81,7.48,8.91,10.23,,,,,,,,,,
3/31/16 6:05,5.02,5.99,7.57,6.85,6.85,7.51,9.23,10.22,,,,,,,,,,
4/1/16 0:00,5.28,6.05,7.47,6.77,6.87,7.54,9.43,10.21,,,,,,,,,,
4/2/16 0:00,5.76,6.24,7.48,6.73,6.87,7.57,9.43,10.19,,,,,,,,,,
4/3/16 0:00,6.53,6.61,7.63,6.76,6.87,7.59,9.43,10.18,,,,,,,,,,
4/4/16 0:00,7.63,7.27,7.95,6.89,6.88,7.61,9.43,10.17,,,,,,,,,,
4/5/16 0:00,7.97,7.87,8.40,7.14,6.94,7.63,9.43,10.16,,,,,,,,,,
4/6/16 0:00,7.21,7.68,8.66,7.41,7.03,7.66,9.43,10.15,,,,,,,,,,
4/7/16 0:00,8.15,7.94,8.74,7.54,7.15,7.68,9.42,10.14,,,,,,,,,,
4/8/16 0:00,8.98,8.54,9.06,7.72,7.25,7.71,9.42,10.13,,,,,,,,,,
4/9/16 0:00,9.90,9.20,9.46,7.98,7.37,7.75,9.29,10.12,,,,,,,,,,
4/10/16 0:00,9.69,9.39,9.84,8.29,7.50,7.80,8.43,10.12,,,,,,,,,,
4/11/16 0:05,9.32,9.64,10.03,8.49,7.64,7.83,9.11,10.11,,,,,,,,,,
4/12/16 7:05,10.31,9.80,10.36,8.78,7.85,7.91,9.40,10.10,,,,,,,,,,
4/13/16 0:00,10.74,10.22,10.59,8.97,7.98,7.96,9.41,10.10,,,,,,,,,,
4/14/16 0:00,11.09,10.65,10.93,9.22,8.13,8.03,9.42,10.09,,,,,,,,,,
4/15/16 0:00,9.80,10.53,11.19,9.48,8.30,8.10,8.62,10.08,,,,,,,,,,
4/16/16 0:00,8.44,9.71,11.04,9.59,8.46,8.18,9.06,10.08,,,,,,,,,,
4/17/16 0:00,8.18,9.10,10.67,9.48,8.59,8.25,9.16,10.07,,,,,,,,,,
4/18/16 0:00,8.20,9.03,10.47,9.32,8.65,8.33,9.35,10.07,,,,,,,,,,
4/19/16 0:00,8.25,8.95,10.39,9.22,8.66,8.41,9.39,10.06,,,,,,,,,,
4/20/16 0:00,9.17,9.13,10.39,9.17,8.66,8.47,9.02,10.06,,,,,,,,,,
4/21/16 0:00,10.06,9.75,10.58,9.21,8.67,8.53,9.43,10.05,,,,,,,,,,
4/22/16 0:00,11.07,10.41,10.94,9.37,8.70,8.57,9.45,10.05,,,,,,,,,,
4/23/16 0:00,11.51,11.01,11.37,9.62,8.77,8.62,9.45,10.05,,,,,,,,,,
4/24/16 0:00,10.71,11.10,11.65,9.84,8.84,8.65,9.47,10.05,,,,,,,,,,
4/25/16 4:05,11.26,11.26,11.95,10.14,9.03,8.71,9.15,10.05,,,,,,,,,,
4/26/16 0:00,10.27,10.98,12.06,10.31,9.15,8.76,9.16,10.05,,,,,,,,,,
4/27/16 0:00,10.09,10.58,11.93,10.36,9.28,8.82,9.49,10.05,,,,,,,,,,
4/28/16 0:00,10.32,10.70,11.88,10.33,9.37,8.89,9.20,10.06,,,,,,,,,,
4/29/16 0:00,10.23,10.64,11.85,10.34,9.43,8.95,8.95,10.06,,,,,,,,,,
4/30/16 0:00,9.99,10.57,11.83,10.33,9.48,9.01,9.43,10.06,,,,,,,,,,
5/1/16 0:00,10.01,10.41,11.77,10.31,9.52,9.06,9.54,10.06,,,,,,,,,,
5/2/16 0:00,10.86,10.76,11.82,10.29,9.55,9.11,9.53,10.06,,,,,,,,,,
5/3/16 11:05,12.31,11.33,12.22,10.46,9.59,9.17,9.57,10.07,,,,,,,,,,
5/4/16 0:00,12.95,11.96,12.48,10.62,9.64,9.21,9.59,10.07,,,,,,,,,,
5/5/16 0:00,13.37,12.52,12.92,10.89,9.74,9.25,9.61,10.08,,,,,,,,,,
5/6/16 0:00,13.84,13.08,13.36,11.21,9.87,9.30,9.62,10.08,,,,,,,,,,
5/7/16 0:00,12.93,13.14,13.71,11.53,10.03,9.35,9.39,10.09,,,,,,,,,,
5/8/16 0:00,11.41,12.34,13.64,11.71,10.20,9.42,9.56,10.10,,,,,,,,,,
5/9/16 0:00,11.29,11.90,13.39,11.67,10.34,9.48,9.03,10.11,,,,,,,,,,
5/10/16 0:00,11.69,12.06,13.24,11.59,10.41,9.54,8.85,10.11,,,,,,,,,,
