data for Figure 3a.,,,,,,,,,,data for Figure 3b.,,,,,,,,,,,,
"Time, min",Time,103 <center 180 cm> (C),104 <center 140 cm> (C),106 <center 60 cm> (C),201 <Shallow 180 cm> (C),202 <Shallow 140 cm> (C),204 <Shallow 60 cm> (C),,,laboratory column results,,,,,,,field results,"interpolated from TT04 and TT05 probes (file = ""TT04,TT05 T(z,t) seasonal"")",,,,
88.67,5/13/2015 12:42:37:194,19.783,16.475,13.771,19.967,17.446,14.476,,,,,,,,,,,,,,,
88.83,5/13/2015 12:42:47:194,19.753,16.505,13.762,19.936,17.445,14.469,,,,,,,,,,,,,,,
89.00,5/13/2015 12:42:57:194,19.783,16.465,13.762,19.942,17.436,14.459,,,,,,,,,,,,,,,
89.17,5/13/2015 12:43:07:194,19.767,16.475,13.765,19.909,17.412,14.451,,,,,,,,,,,,,,,
89.33,5/13/2015 12:43:17:194,19.776,16.495,13.758,19.93,17.412,14.451,,,,,,,,,,,,,,,
89.50,5/13/2015 12:43:27:194,19.806,16.495,13.749,19.896,17.411,14.42,,,,,,,,,,,,,,,
89.67,5/13/2015 12:43:37:194,19.802,16.498,13.762,19.893,17.401,14.439,,,,,,,,,,,,,,,
89.83,5/13/2015 12:43:47:194,19.789,16.495,13.755,19.916,17.408,14.433,,,,,,,,,,,,,,,
90.00,5/13/2015 12:43:57:194,19.77,16.505,13.755,19.896,17.405,14.439,,,,,,,,,,,,,,,
90.17,5/13/2015 12:44:07:194,19.776,16.514,13.762,19.899,17.401,14.426,,,,,,,,,,,,,,,
90.33,5/13/2015 12:44:17:194,19.767,16.475,13.749,19.909,17.395,14.433,,,,,,,,,,,,,,,
90.50,5/13/2015 12:44:27:194,19.764,16.477,13.758,19.912,17.382,14.413,,,,,,,,,,,,,,,
90.67,5/13/2015 12:44:37:194,19.747,16.479,13.755,19.893,17.395,14.41,,,,,,,,,,,,,,,
90.83,5/13/2015 12:44:47:194,19.727,16.465,13.768,19.912,17.411,14.413,,,,,,,,,,,,,,,
91.00,5/13/2015 12:44:57:194,19.747,16.481,13.749,19.922,17.408,14.43,,,,,,,,,,,,,,,
91.17,5/13/2015 12:45:07:194,19.76,16.475,13.749,19.906,17.392,14.41,,,,,,,,,,,,,,,
91.33,5/13/2015 12:45:17:194,19.737,16.494,13.745,19.916,17.408,14.404,,,,,,,,,,,,,,,
91.50,5/13/2015 12:45:27:194,19.724,16.462,13.729,19.932,17.427,14.442,,,,,,,,,,,,,,,
91.67,5/13/2015 12:45:37:194,19.747,16.462,13.736,19.935,17.414,14.422,,,,,,,,,,,,,,,
91.83,5/13/2015 12:45:47:194,19.734,16.462,13.755,19.97,17.444,14.454,,,,,,,,,,,,,,,
92.00,5/13/2015 12:45:57:194,19.744,16.465,13.745,20.034,17.514,14.499,,,,,,,,,,,,,,,
92.17,5/13/2015 12:46:07:194,19.724,16.458,13.749,20.057,17.488,14.502,,,,,,,,,,,,,,,
92.33,5/13/2015 12:46:17:194,19.714,16.462,13.726,20.05,17.51,14.501,,,,,,,,,,,,,,,
92.50,5/13/2015 12:46:27:194,19.724,16.488,13.739,20.021,17.505,14.496,,,,,,,,,,,,,,,
92.67,5/13/2015 12:46:37:194,19.727,16.458,13.713,20.057,17.52,14.518,,,,,,,,,,,,,,,
92.83,5/13/2015 12:46:47:194,19.74,16.465,13.732,20.04,17.517,14.492,,,,,,,,,,,,,,,
93.00,5/13/2015 12:46:57:194,19.727,16.462,13.752,20.06,17.513,14.505,,,,,,,,,,,,,,,
93.17,5/13/2015 12:47:07:194,19.73,16.468,13.745,20.05,17.536,14.488,,,,,,,,,,,,,,,
93.33,5/13/2015 12:47:17:194,19.759,16.48,13.737,20.05,17.526,14.508,,,,,,,,,,,,,,,
93.50,5/13/2015 12:47:27:194,19.792,16.506,13.771,20.063,17.507,14.488,,,,,,,,,,,,,,,
93.67,5/13/2015 12:47:37:194,19.777,16.487,13.75,20.054,17.533,14.501,,,,,,,,,,,,,,,
93.83,5/13/2015 12:47:47:194,19.807,16.536,13.78,20.062,17.529,14.484,,,,,,,,,,,,,,,
94.00,5/13/2015 12:47:57:194,19.803,16.545,13.767,20.067,17.517,14.495,,,,,,,,,,,,,,,
94.17,5/13/2015 12:48:07:194,19.832,16.551,13.785,20.067,17.52,14.492,,,,,,,,,,,,,,,
94.33,5/13/2015 12:48:17:194,19.847,16.543,13.787,20.036,17.526,14.481,,,,,,,,,,,,,,,
94.50,5/13/2015 12:48:27:194,19.807,16.519,13.774,20.055,17.535,14.488,,,,,,,,,,,,,,,
94.67,5/13/2015 12:48:37:194,19.844,16.543,13.783,20.014,17.485,14.482,,,,,,,,,,,,,,,
94.83,5/13/2015 12:48:47:194,19.824,16.549,13.783,20.01,17.495,14.469,,,,,,,,,,,,,,,
95.00,5/13/2015 12:48:57:194,19.837,16.539,13.793,20.009,17.5,14.453,,,,,,,,,,,,,,,
95.17,5/13/2015 12:49:07:194,19.837,16.559,13.78,20.001,17.496,14.465,,,,,,,,,,,,,,,
95.33,5/13/2015 12:49:17:194,19.831,16.559,13.8,19.993,17.472,14.458,,,,,,,,,,,,,,,
95.50,5/13/2015 12:49:27:194,19.824,16.539,13.793,20.019,17.485,14.468,,,,,,,,,,,,,,,
95.67,5/13/2015 12:49:37:194,19.826,16.548,13.793,19.999,17.488,14.461,,,,,,,,,,,,,,,
95.83,5/13/2015 12:49:47:194,19.843,16.575,13.793,19.999,17.475,14.468,,,,,,,,,,,,,,,
96.00,5/13/2015 12:49:57:194,19.836,16.549,13.78,20.012,17.491,14.451,,,,,,,,,,,,,,,
96.17,5/13/2015 12:50:07:194,19.819,16.545,13.777,19.996,17.495,14.471,,,,,,,,,,,,,,,
96.33,5/13/2015 12:50:17:194,19.805,16.531,13.79,19.999,17.488,14.461,,,,,,,,,,,,,,,
96.50,5/13/2015 12:50:27:194,19.795,16.542,13.787,20.009,17.495,14.464,,,,,,,,,,,,,,,
96.67,5/13/2015 12:50:37:194,19.801,16.539,13.796,19.996,17.488,14.458,,,,,,,,,,,,,,,
96.83,5/13/2015 12:50:47:194,19.801,16.545,13.793,20.006,17.472,14.461,,,,,,,,,,,,,,,
97.00,5/13/2015 12:50:57:194,19.814,16.536,13.8,20.012,17.475,14.471,,,,,,,,,,,,,,,
97.17,5/13/2015 12:51:07:194,19.811,16.542,13.774,20.012,17.491,14.455,,,,,,,,,,,,,,,
97.33,5/13/2015 12:51:17:194,19.798,16.526,13.78,20.009,17.504,14.464,,,,,,,,,,,,,,,
97.50,5/13/2015 12:51:27:194,19.795,16.536,13.777,20.009,17.501,14.471,,,,,,,,,,,,,,,
97.67,5/13/2015 12:51:37:194,19.804,16.542,13.783,20.029,17.511,14.438,,,,,,,,,,,,,,,
97.83,5/13/2015 12:51:47:194,19.821,16.539,13.77,20.012,17.495,14.458,,,,,,,,,,,,,,,
98.00,5/13/2015 12:51:57:194,19.817,16.536,13.77,20.019,17.501,14.448,,,,,,,,,,,,,,,
98.17,5/13/2015 12:52:07:194,19.811,16.529,13.777,20.019,17.485,14.458,,,,,,,,,,,,,,,
98.33,5/13/2015 12:52:17:194,19.814,16.529,13.79,20.016,17.501,14.448,,,,,,,,,,,,,,,
98.50,5/13/2015 12:52:27:194,19.811,16.532,13.803,20.009,17.504,14.458,,,,,,,,,,,,,,,
98.67,5/13/2015 12:52:37:194,19.814,16.549,13.78,20.022,17.514,14.464,,,,,,,,,,,,,,,
98.83,5/13/2015 12:52:47:194,19.801,16.536,13.78,20.032,17.517,14.435,,,,,,,,,,,,,,,
99.00,5/13/2015 12:52:57:194,19.804,16.545,13.77,20.012,17.501,14.445,,,,,,,,,,,,,,,
99.17,5/13/2015 12:53:07:194,19.811,16.549,13.757,20.035,17.504,14.464,,,,,,,,,,,,,,,
99.33,5/13/2015 12:53:17:194,19.824,16.555,13.783,20.025,17.511,14.455,,,,,,,,,,,,,,,
99.50,5/13/2015 12:53:27:194,19.801,16.549,13.796,20.012,17.514,14.445,,,,,,,,,,,,,,,
99.67,5/13/2015 12:53:37:194,19.795,16.539,13.774,20.025,17.504,14.445,,,,,,,,,,,,,,,
99.83,5/13/2015 12:53:47:194,19.811,16.558,13.78,20.016,17.504,14.445,,,,,,,,,,,,,,,
100.00,5/13/2015 12:53:57:194,19.814,16.542,13.777,20.035,17.53,14.445,,,,,,,,,,,,,,,
100.17,5/13/2015 12:54:07:194,19.814,16.558,13.78,20.032,17.521,14.451,,,,,,,,,,,,,,,
100.33,5/13/2015 12:54:17:194,19.798,16.536,13.761,20.029,17.501,14.451,,,,,,,,,,,,,,,
100.50,5/13/2015 12:54:27:194,19.811,16.555,13.787,20.035,17.504,14.445,,,,,,,,,,,,,,,
100.67,5/13/2015 12:54:37:194,19.814,16.549,13.78,20.032,17.514,14.422,,,,,,,,,,,,,,,
100.83,5/13/2015 12:54:47:194,19.814,16.545,13.78,20.045,17.514,14.451,,,,,,,,,,,,,,,
101.00,5/13/2015 12:54:57:194,19.808,16.542,13.777,20.038,17.514,14.432,,,,,,,,,,,,,,,
101.17,5/13/2015 12:55:07:194,19.821,16.578,13.77,20.038,17.508,14.451,,,,,,,,,,,,,,,
101.33,5/13/2015 12:55:17:194,19.814,16.565,13.783,20.032,17.521,14.448,,,,,,,,,,,,,,,
101.50,5/13/2015 12:55:27:194,19.808,16.555,13.787,20.032,17.524,14.451,,,,,,,,,,,,,,,
101.67,5/13/2015 12:55:37:194,19.811,16.555,13.78,20.032,17.498,14.429,,,,,,,,,,,,,,,
101.83,5/13/2015 12:55:47:194,19.827,16.545,13.777,20.035,17.517,14.448,,,,,,,,,,,,,,,
102.00,5/13/2015 12:55:57:194,19.814,16.549,13.796,20.055,17.521,14.445,,,,,,,,,,,,,,,
102.17,5/13/2015 12:56:07:194,19.817,16.552,13.796,20.038,17.511,14.448,,,,,,,,,,,,,,,
102.33,5/13/2015 12:56:17:194,19.827,16.545,13.78,20.038,17.537,14.429,,,,,,,,,,,,,,,
102.50,5/13/2015 12:56:27:194,19.808,16.571,13.806,20.077,17.569,14.45,,,,,,,,,,,,,,,
102.67,5/13/2015 12:56:37:194,19.808,16.545,13.783,20.042,17.524,14.442,,,,,,,,,,,,,,,
102.83,5/13/2015 12:56:47:194,19.814,16.558,13.77,20.055,17.511,14.451,,,,,,,,,,,,,,,
103.00,5/13/2015 12:56:57:194,19.827,16.558,13.777,20.032,17.527,14.445,,,,,,,,,,,,,,,
103.17,5/13/2015 12:57:07:194,19.801,16.545,13.79,20.04,17.517,14.431,,,,,,,,,,,,,,,
103.33,5/13/2015 12:57:17:194,19.814,16.545,13.774,20.068,17.521,14.442,,,,,,,,,,,,,,,
103.50,5/13/2015 12:57:27:194,19.827,16.552,13.793,20.08,17.549,14.459,,,,,,,,,,,,,,,
103.67,5/13/2015 12:57:37:194,19.827,16.578,13.783,20.05,17.529,14.446,,,,,,,,,,,,,,,
103.83,5/13/2015 12:57:47:194,19.821,16.545,13.79,20.063,17.545,14.437,,,,,,,,,,,,,,,
104.00,5/13/2015 12:57:57:194,19.837,16.565,13.79,20.082,17.546,14.468,,,,,,,,,,,,,,,
104.17,5/13/2015 12:58:07:194,19.827,16.584,13.787,20.043,17.562,14.45,,,,,,,,,,,,,,,
104.33,5/13/2015 12:58:17:194,19.827,16.562,13.79,20.071,17.563,14.452,,,,,,,,,,,,,,,
104.50,5/13/2015 12:58:27:194,19.814,16.552,13.783,20.072,17.546,14.447,,,,,,,,,,,,,,,
104.67,5/13/2015 12:58:37:194,19.813,16.587,13.783,19.99,17.514,14.396,,,,,,,,,,,,,,,
104.83,5/13/2015 12:58:47:194,19.813,16.547,13.774,20.081,17.531,14.454,,,,,,,,,,,,,,,
105.00,5/13/2015 12:58:57:194,19.815,16.544,13.796,20.057,17.526,14.429,,,,,,,,,,,,,,,
105.17,5/13/2015 12:59:07:194,19.813,16.544,13.777,20.067,17.581,14.464,,,,,,,,,,,,,,,
105.33,5/13/2015 12:59:17:194,19.842,16.541,13.796,20.056,17.55,14.457,,,,,,,,,,,,,,,
105.50,5/13/2015 12:59:27:194,19.808,16.566,13.777,20.019,17.536,14.455,,,,,,,,,,,,,,,
105.67,5/13/2015 12:59:37:194,19.802,16.548,13.783,20.09,17.548,14.445,,,,,,,,,,,,,,,
105.83,5/13/2015 12:59:47:194,19.804,16.568,13.767,20.086,17.584,14.474,,,,,,,,,,,,,,,
106.00,5/13/2015 12:59:57:194,19.813,16.555,13.793,20.077,17.551,14.475,,,,,,,,,,,,,,,
106.17,5/13/2015 13:00:07:194,19.814,16.559,13.79,20.096,17.583,14.466,,,,,,,,,,,,,,,
106.33,5/13/2015 13:00:17:194,19.806,16.564,13.777,20.048,17.572,14.45,,,,,,,,,,,,,,,
106.50,5/13/2015 13:00:27:194,19.795,16.551,13.777,20.077,17.549,14.45,,,,,,,,,,,,,,,
106.67,5/13/2015 13:00:37:194,19.802,16.557,13.8,20.026,17.495,14.412,,,,,,,,,,,,,,,
106.83,5/13/2015 13:00:47:194,19.809,16.542,13.79,20.129,17.615,14.494,,,,,,,,,,,,,,,
107.00,5/13/2015 13:00:57:194,19.828,16.567,13.787,20.083,17.6,14.474,,,,,,,,,,,,,,,
107.17,5/13/2015 13:01:07:194,19.815,16.538,13.8,20.093,17.58,14.48,,,,,,,,,,,,,,,
107.33,5/13/2015 13:01:17:194,19.808,16.567,13.783,20.089,17.584,14.477,,,,,,,,,,,,,,,
107.50,5/13/2015 13:01:27:194,19.798,16.564,13.79,20.093,17.574,14.47,,,,,,,,,,,,,,,
107.67,5/13/2015 13:01:37:194,19.822,16.532,13.78,20.102,17.597,14.477,,,,,,,,,,,,,,,
107.83,5/13/2015 13:01:47:194,19.811,16.557,13.78,20.129,17.608,14.49,,,,,,,,,,,,,,,
108.00,5/13/2015 13:01:57:194,19.811,16.57,13.793,20.132,17.612,14.486,,,,,,,,,,,,,,,
108.17,5/13/2015 13:02:07:194,19.789,16.567,13.796,20.109,17.587,14.47,,,,,,,,,,,,,,,
108.33,5/13/2015 13:02:17:194,19.808,16.564,13.78,20.122,17.612,14.476,,,,,,,,,,,,,,,
108.50,5/13/2015 13:02:27:194,19.798,16.551,13.803,20.119,17.602,14.486,,,,,,,,,,,,,,,
108.67,5/13/2015 13:02:37:194,19.824,16.551,13.8,20.158,17.643,14.509,,,,,,,,,,,,,,,
108.83,5/13/2015 13:02:47:194,19.811,16.564,13.78,20.129,17.615,14.492,,,,,,,,,,,,,,,
109.00,5/13/2015 13:02:57:194,19.808,16.564,13.793,20.151,17.625,14.497,,,,,,,,,,,,,,,
109.17,5/13/2015 13:03:07:194,19.805,16.547,13.806,20.103,17.577,14.471,,,,,,,,,,,,,,,
109.33,5/13/2015 13:03:17:194,19.823,16.569,13.791,20.135,17.619,14.486,,,,,,,,,,,,,,,
109.50,5/13/2015 13:03:27:194,19.811,16.573,13.777,20.099,17.587,14.464,,,,,,,,,,,,,,,
109.67,5/13/2015 13:03:37:194,19.795,16.58,13.806,20.093,17.575,14.454,,,,,,,,,,,,,,,
109.83,5/13/2015 13:03:47:194,19.833,16.582,13.798,20.129,17.612,14.479,,,,,,,,,,,,,,,
110.00,5/13/2015 13:03:57:194,19.824,16.567,13.774,20.083,17.572,14.447,,,,,,,,,,,,,,,
110.17,5/13/2015 13:04:07:194,19.811,16.577,13.8,20.129,17.606,14.495,,,,,,,,,,,,,,,
110.33,5/13/2015 13:04:17:194,19.831,16.57,13.79,20.161,17.638,14.49,,,,,,,,,,,,,,,
110.50,5/13/2015 13:04:27:194,19.818,16.564,13.79,20.071,17.566,14.461,,,,,,,,,,,,,,,
110.67,5/13/2015 13:04:37:194,19.802,16.57,13.803,20.132,17.622,14.479,,,,,,,,,,,,,,,
110.83,5/13/2015 13:04:47:194,19.831,16.577,13.8,20.145,17.613,14.461,,,,,,,,,,,,,,,
111.00,5/13/2015 13:04:57:194,19.824,16.573,13.787,20.119,17.597,14.471,,,,,,,,,,,,,,,
111.17,5/13/2015 13:05:07:194,19.815,16.567,13.8,20.08,17.553,14.448,,,,,,,,,,,,,,,
111.33,5/13/2015 13:05:17:194,19.824,16.58,13.803,20.139,17.638,14.486,,,,,,,,,,,,,,,
111.50,5/13/2015 13:05:27:194,19.821,16.573,13.813,20.096,17.592,14.444,,,,,,,,,,,,,,,
111.67,5/13/2015 13:05:37:194,19.828,16.57,13.809,20.112,17.603,14.451,,,,,,,,,,,,,,,
111.83,5/13/2015 13:05:47:194,19.844,16.583,13.793,20.148,17.62,14.48,,,,,,,,,,,,,,,
112.00,5/13/2015 13:05:57:194,19.828,16.59,13.79,20.119,17.592,14.457,,,,,,,,,,,,,,,
112.17,5/13/2015 13:06:07:194,19.824,16.564,13.8,20.106,17.605,14.454,,,,,,,,,,,,,,,
112.33,5/13/2015 13:06:17:194,19.844,16.573,13.79,20.084,17.572,14.461,,,,,,,,,,,,,,,
112.50,5/13/2015 13:06:27:194,19.821,16.583,13.819,20.109,17.592,14.46,,,,,,,,,,,,,,,
112.67,5/13/2015 13:06:37:194,19.854,16.583,13.813,20.122,17.597,14.475,,,,,,,,,,,,,,,
112.83,5/13/2015 13:06:47:194,19.828,16.586,13.803,20.096,17.601,14.467,,,,,,,,,,,,,,,
113.00,5/13/2015 13:06:57:194,19.831,16.58,13.809,20.132,17.595,14.467,,,,,,,,,,,,,,,
113.17,5/13/2015 13:07:07:194,19.837,16.59,13.8,20.071,17.58,14.436,,,,,,,,,,,,,,,
113.33,5/13/2015 13:07:17:194,19.847,16.599,13.806,20.087,17.605,14.445,,,,,,,,,,,,,,,
113.50,5/13/2015 13:07:27:194,19.828,16.603,13.806,20.097,17.567,14.42,,,,,,,,,,,,,,,
113.67,5/13/2015 13:07:37:194,19.821,16.59,13.796,20.084,17.586,14.433,,,,,,,,,,,,,,,
113.83,5/13/2015 13:07:47:194,19.834,16.599,13.8,20.084,17.583,14.43,,,,,,,,,,,,,,,
114.00,5/13/2015 13:07:57:194,19.857,16.58,13.819,20.094,17.56,14.449,,,,,,,,,,,,,,,
114.17,5/13/2015 13:08:07:194,19.854,16.583,13.813,20.087,17.554,14.457,,,,,,,,,,,,,,,
114.33,5/13/2015 13:08:17:194,19.828,16.564,13.809,20.068,17.574,14.422,,,,,,,,,,,,,,,
114.50,5/13/2015 13:08:27:194,19.85,16.58,13.819,20.09,17.573,14.43,,,,,,,,,,,,,,,
114.67,5/13/2015 13:08:37:194,19.847,16.599,13.79,20.09,17.567,14.423,,,,,,,,,,,,,,,
114.83,5/13/2015 13:08:47:194,19.867,16.573,13.826,20.097,17.586,14.433,,,,,,,,,,,,,,,
115.00,5/13/2015 13:08:57:194,19.857,16.599,13.813,20.103,17.589,14.455,,,,,,,,,,,,,,,
115.17,5/13/2015 13:09:07:194,19.844,16.586,13.813,20.097,17.59,14.43,,,,,,,,,,,,,,,
115.33,5/13/2015 13:09:17:194,19.854,16.596,13.796,20.106,17.598,14.445,,,,,,,,,,,,,,,
115.50,5/13/2015 13:09:27:194,19.85,16.606,13.803,20.071,17.587,14.448,,,,,,,,,,,,,,,
115.67,5/13/2015 13:09:37:194,19.857,16.599,13.8,20.145,17.62,14.458,,,,,,,,,,,,,,,
115.83,5/13/2015 13:09:47:194,19.854,16.599,13.809,20.139,17.611,14.463,,,,,,,,,,,,,,,
116.00,5/13/2015 13:09:57:194,19.844,16.59,13.806,20.135,17.6,14.471,,,,,,,,,,,,,,,
116.17,5/13/2015 13:10:07:194,19.854,16.59,13.809,20.103,17.595,14.468,,,,,,,,,,,,,,,
116.33,5/13/2015 13:10:17:194,19.844,16.596,13.8,20.107,17.596,14.443,,,,,,,,,,,,,,,
116.50,5/13/2015 13:10:27:194,19.841,16.596,13.809,20.184,17.664,14.508,,,,,,,,,,,,,,,
116.67,5/13/2015 13:10:37:194,19.854,16.59,13.829,20.119,17.611,14.48,,,,,,,,,,,,,,,
116.83,5/13/2015 13:10:47:194,19.86,16.599,13.826,20.139,17.605,14.47,,,,,,,,,,,,,,,
117.00,5/13/2015 13:10:57:194,19.847,16.619,13.8,20.12,17.606,14.439,,,,,,,,,,,,,,,
117.17,5/13/2015 13:11:07:194,19.867,16.619,13.819,20.103,17.583,14.433,,,,,,,,,,,,,,,
117.33,5/13/2015 13:11:17:194,19.857,16.596,13.819,20.119,17.595,14.445,,,,,,,,,,,,,,,
117.50,5/13/2015 13:11:27:194,19.837,16.596,13.822,20.104,17.583,14.454,,,,,,,,,,,,,,,
117.67,5/13/2015 13:11:37:194,19.857,16.606,13.822,20.142,17.621,14.47,,,,,,,,,,,,,,,
117.83,5/13/2015 13:11:47:194,19.85,16.629,13.829,20.1,17.567,14.449,,,,,,,,,,,,,,,
118.00,5/13/2015 13:11:57:194,19.863,16.586,13.806,20.155,17.643,14.478,,,,,,,,,,,,,,,
118.17,5/13/2015 13:12:07:194,19.847,16.609,13.816,20.123,17.598,14.461,,,,,,,,,,,,,,,
118.33,5/13/2015 13:12:17:194,19.857,16.603,13.826,20.132,17.614,14.46,,,,,,,,,,,,,,,
