energy,Hillslope1_20-30cm_HEAVY,Hillslope1_70-80cm_LIGHT,Hillslope1_70-80cm_HEAVY,Hillslope3_20-30cm_LIGHT,Hillslope3_20-30cm_HEAVY,Hillslope3_30-50cm_HEAVY,Hillslope3_50-60cm_LIGHT,Hillslope3_70-80cm_LIGHT,Hillslope3_70-80cm_HEAVY,MCB3_15-30cm_LIGHT,MCB3_15-30cm_HEAVY,MCB3_50-88cm_LIGHT,MCB3_50-88cm_HEAVY,MCB3_105-140cm_LIGHT,MCB3_105-140cm_HEAVY
2518.5,0.95828465,0.97146941,0.97239131,0.96908633,0.94972834,0.94817846,0.98885497,0.97624575,0.98445066,0.96863336,0.96797692,1.008662,0.99868042,0.9582909,1.0281929
2519.25,0.9671475,0.97505005,0.9820235,0.96455891,0.95864806,0.96974394,0.9910128,0.97144453,0.97788666,0.95941144,0.96779951,1.0345575,1.007742,0.96726408,1.0319671
2520,0.96777271,0.97446618,0.99559197,0.97003651,0.95640974,0.95755334,0.99332154,0.974269,1.0065279,0.96775353,0.96940778,1.0335491,1.0001837,0.96785566,1.0327273
2520.75,0.97251158,0.97428569,0.98799038,0.97426812,0.97309561,0.96629791,0.99522433,0.96737599,1.008454,0.97155713,0.97876723,1.0070291,0.99997636,0.96292617,1.0253555
2521.5,0.96366866,0.97383815,0.98838914,0.97550465,0.95535041,0.94872159,0.99430126,0.98439344,1.0133813,0.97006202,0.97660215,1.0555199,1.0074955,0.96138845,1.0294188
2522.25,0.97320596,0.97636081,0.98014391,0.97744554,0.9644683,0.95769983,0.99127115,0.98622352,1.020419,0.96931041,0.96084656,1.0763406,1.0070902,0.97115565,1.0241489
2523,0.96768383,0.97367308,0.99622505,0.98593244,0.96978754,0.9594929,0.99743611,0.98345322,1.0062533,0.97142084,0.96636264,1.068412,1.0051116,0.97722536,1.0240401
2523.75,0.9773447,0.97450917,0.98957419,0.98396913,0.9718249,0.96527864,1.0023478,0.99665548,1.0006703,0.9828507,0.98438736,1.0719487,0.9925178,0.97529723,1.0167814
2524.5,0.96900633,0.97846604,1.0033198,0.97914952,0.97316239,0.96441671,1.013172,0.99772846,1.0211794,0.97997871,0.98350962,1.0791204,0.99734521,0.97804368,1.0152755
2525.25,0.9725662,0.98292516,1.0024478,0.98863791,0.9785662,0.97589217,1.0128904,1.0060103,1.0181839,0.98506262,0.98199628,1.0800566,0.99692592,0.99024791,1.0189172
2526,0.97293913,0.98132858,0.9929325,0.99920006,0.98621325,0.98475952,1.0063778,1.0036818,0.98526571,0.99635887,0.98056298,1.0809266,1.0048149,0.9916947,1.0080413
2526.75,0.96129541,0.9851333,1.0056745,0.99964406,0.97520712,0.98354658,1.0221769,1.0073524,0.98872067,0.99585231,0.98860045,1.0760724,1.0027288,0.99128571,1.0084007
2527.5,0.98575827,0.98446281,1.010923,1.0049429,0.98849608,0.97554684,1.0220298,1.0089655,0.99547882,1.0027225,0.99281029,1.0566357,0.99005302,0.99699999,1.0147845
2528.25,0.97894902,0.98947546,1.0054347,1.0087603,0.98342684,0.97724309,1.0202262,1.026626,0.99279148,1.0101924,0.99664878,1.0888206,0.98465433,1.0033478,1.0027755
2529,0.9763358,0.99292963,1.0100096,1.0018459,0.98516041,0.99152552,1.0295781,1.0187917,1.0065138,1.0112567,0.98493888,1.0506503,1.0084332,1.0075863,1.0012623
2529.75,0.98888499,0.9974569,1.0258612,1.0097533,0.99065284,1.0005853,1.024735,1.0194916,0.98115607,1.0221086,0.99241755,1.0703355,0.99393078,1.0086876,1.0027854
2530.5,0.98622544,1.0007907,1.0121656,1.0173771,0.97116141,0.99191681,1.0314784,1.0352618,0.99058331,1.0196131,0.99532007,1.0367431,0.98670245,1.020851,1.0169007
2531.25,0.98036351,1.0018354,1.0248556,1.0214168,0.99106308,0.98795668,1.0300262,1.0436935,0.99126048,1.0202493,0.99789687,1.0483166,0.99295657,1.0256036,1.0020261
2532,0.98015981,1.0080578,1.0086424,1.0231611,0.99802043,0.99644337,1.0318057,1.0404939,1.0054846,1.0292769,0.98648141,1.0725807,0.99843643,1.0218231,0.9974354
2532.75,1.0067851,1.011802,1.0218157,1.0292934,0.98790344,1.0065331,1.0304311,1.0377876,0.98390059,1.0248955,1.0058234,1.0470639,0.98784119,1.0357393,0.99862688
2533.5,0.99525975,1.0131143,1.0333852,1.0309027,0.98882115,1.0061417,1.0383971,1.0436358,0.98988805,1.0234886,1.0031822,1.0341873,0.98606236,1.0401347,1.0051235
2534.25,0.98360058,1.0178935,1.0258863,1.0386531,0.99446056,0.99182774,1.0434886,1.0540969,0.98589593,1.0342078,1.0058315,1.019544,0.98511103,1.0364668,1.010276
2535,0.97961272,1.0292956,1.0331308,1.0425464,0.99999243,1.011279,1.046094,1.051425,0.98260321,1.0350179,1.0137924,1.0456053,0.98077779,1.0509974,1.0079681
2535.75,1.0071441,1.0221076,1.0306104,1.0463653,1.0145614,1.0198693,1.0573454,1.0601283,0.99088594,1.0385527,1.0229185,1.0313107,1.002086,1.0471443,1.010521
2536.5,1.0001443,1.0271762,1.04108,1.0515663,1.015295,1.0134817,1.05634,1.0578841,0.99763036,1.0456385,1.0327196,1.0462753,0.99951772,1.0464751,1.0172027
2537.25,1.0136151,1.0336987,1.0437647,1.0531947,1.0076159,1.0166387,1.0593569,1.0658459,1.0007382,1.0477719,1.0289949,1.0572611,1.0102309,1.0620467,1.0127674
2538,1.0197904,1.0383202,1.0541636,1.0562411,1.00926,1.0289533,1.0623275,1.0761322,1.0128839,1.0539717,1.0257079,1.0049535,1.0167443,1.0692506,1.0128432
2538.75,1.0223721,1.0401014,1.0538907,1.0531641,1.0225007,1.0422906,1.0578978,1.0772926,0.99050852,1.0614585,1.0308208,1.0527697,0.99773541,1.0703631,1.0192382
2539.5,1.0221787,1.0455588,1.0593245,1.0653261,1.0223805,1.027149,1.0625681,1.0899235,1.0117308,1.0689231,1.0379471,1.036709,1.0133426,1.0664323,1.0239737
2540.25,1.0333069,1.044487,1.0540996,1.0664859,1.0260231,1.0621326,1.0703411,1.083761,1.0126586,1.0620331,1.0387577,1.0657372,1.0113569,1.0752997,1.0280354
2541,1.0307863,1.0488667,1.0565328,1.0671399,1.0384881,1.056545,1.0766307,1.0918384,1.0067227,1.0816072,1.0582469,1.057763,1.0256403,1.0783524,1.0344909
2541.75,1.0269375,1.0490952,1.0767362,1.0714966,1.044472,1.0735329,1.0744398,1.0939136,1.0265041,1.0756676,1.047174,1.0816241,1.0187296,1.0824733,1.0180404
